!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:29:15 2026

BEGIN CH1_DATA
DCV(V), +2.506e-004, DCI(A), +4.021e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+3.51540840000e+004, +2.18990823183e+001, +8.96135738997e+001, +9.91426182909e-005, +1.47695221146e-001
+3.54119860000e+004, +2.20594770799e+001, +8.96141926447e+001, +9.91414383099e-005, +1.48538762695e-001
+3.56717790000e+004, +2.22212735664e+001, +8.96137390758e+001, +9.91412613212e-005, +1.49804134324e-001
+3.59334780000e+004, +2.23839324870e+001, +8.96140598117e+001, +9.91396569235e-005, +1.50775395042e-001
+3.61970970000e+004, +2.25478587282e+001, +8.96129768830e+001, +9.91383729804e-005, +1.52305741871e-001
+3.64626500000e+004, +2.27125675937e+001, +8.96117917181e+001, +9.91352638772e-005, +1.53888112802e-001
+3.67301520000e+004, +2.28787220934e+001, +8.96110798211e+001, +9.91332087474e-005, +1.55298146484e-001
+3.69996150000e+004, +2.30463067951e+001, +8.96099072502e+001, +9.91320756834e-005, +1.56907329165e-001
+3.72710560000e+004, +2.32149903608e+001, +8.96092136965e+001, +9.91303957349e-005, +1.58336792129e-001
+3.75444880000e+004, +2.33850676163e+001, +8.96084654682e+001, +9.91293903181e-005, +1.59802175965e-001
+3.78199260000e+004, +2.35565054350e+001, +8.96072790749e+001, +9.91288616784e-005, +1.61461459226e-001
+3.80973850000e+004, +2.37290346384e+001, +8.96061887633e+001, +9.91276422356e-005, +1.63095553967e-001
+3.83768790000e+004, +2.39027068687e+001, +8.96057470867e+001, +9.91259317817e-005, +1.64473501054e-001
+3.86584230000e+004, +2.40777880321e+001, +8.96052059504e+001, +9.91247887544e-005, +1.65905626989e-001
+3.89420340000e+004, +2.42541725861e+001, +8.96044838243e+001, +9.91237254110e-005, +1.67426667017e-001
+3.92277240000e+004, +2.44316064866e+001, +8.96047250093e+001, +9.91216928011e-005, +1.68548652363e-001
+3.95155110000e+004, +2.46105231660e+001, +8.96046790944e+001, +9.91203981204e-005, +1.69802683467e-001
+3.98054090000e+004, +2.47906411437e+001, +8.96041639848e+001, +9.91186630316e-005, +1.71268296330e-001
+4.00974340000e+004, +2.49720273223e+001, +8.96033642867e+001, +9.91167254215e-005, +1.72869953822e-001
+4.03916010000e+004, +2.51551611511e+001, +8.96028034017e+001, +9.91164484936e-005, +1.74383951043e-001
+4.06879260000e+004, +2.53394979675e+001, +8.96016463181e+001, +9.91156168844e-005, +1.76173551980e-001
+4.09864260000e+004, +2.55248648713e+001, +8.96006857505e+001, +9.91135396179e-005, +1.77890236179e-001
+4.12871150000e+004, +2.57119294616e+001, +8.95999554251e+001, +9.91127843267e-005, +1.79521675161e-001
+4.15900100000e+004, +2.59002100453e+001, +8.95992183293e+001, +9.91114358723e-005, +1.81169448956e-001
+4.18951270000e+004, +2.60899311011e+001, +8.95985155399e+001, +9.91103227253e-005, +1.82816540264e-001
+4.22024830000e+004, +2.62807728590e+001, +8.95984133728e+001, +9.91082010212e-005, +1.84200662069e-001
+4.25120930000e+004, +2.64731046293e+001, +8.95981284683e+001, +9.91064312434e-005, +1.85680340964e-001
+4.28239750000e+004, +2.66666084728e+001, +8.95980520719e+001, +9.91037874901e-005, +1.87073117753e-001
+4.31381450000e+004, +2.68619176430e+001, +8.95973425313e+001, +9.91025784980e-005, +1.88775906759e-001
+4.34546200000e+004, +2.70585719992e+001, +8.95968004094e+001, +9.91010588644e-005, +1.90413939728e-001
+4.37734160000e+004, +2.72566473432e+001, +8.95950697501e+001, +9.90994584476e-005, +1.92631101894e-001
+4.40945510000e+004, +2.74561393888e+001, +8.95936074471e+001, +9.90977407308e-005, +1.94741691533e-001
+4.44180430000e+004, +2.76572587369e+001, +8.95920817179e+001, +9.90966189778e-005, +1.96904663129e-001
+4.47439070000e+004, +2.78595054388e+001, +8.95901866796e+001, +9.90942651245e-005, +1.99265969953e-001
+4.50721620000e+004, +2.80635063258e+001, +8.95890797689e+001, +9.90928920605e-005, +2.01267244195e-001
+4.54028260000e+004, +2.82690075052e+001, +8.95876809089e+001, +9.90915363335e-005, +2.03431229614e-001
+4.57359150000e+004, +2.84757671377e+001, +8.95865617811e+001, +9.90893285901e-005, +2.05475313877e-001
+4.60714480000e+004, +2.86841146848e+001, +8.95853936119e+001, +9.90873808861e-005, +2.07563515082e-001
+4.64094420000e+004, +2.88943617984e+001, +8.95841795908e+001, +9.90867203517e-005, +2.09697118683e-001
+4.67499160000e+004, +2.91058573687e+001, +8.95834858131e+001, +9.90850694304e-005, +2.11584445569e-001
+4.70928880000e+004, +2.93186641237e+001, +8.95828489173e+001, +9.90826183229e-005, +2.13457335534e-001
+4.74383760000e+004, +2.95340354717e+001, +8.95829805053e+001, +9.90835612115e-005, +2.14957539840e-001
+4.77863980000e+004, +2.97502668380e+001, +8.95829135021e+001, +9.90820980295e-005, +2.16566126190e-001
+4.81369740000e+004, +2.99680680014e+001, +8.95826076326e+001, +9.90805861420e-005, +2.18311581085e-001
+4.84901220000e+004, +3.01877268477e+001, +8.95818518632e+001, +9.90799322071e-005, +2.20309938857e-001
+4.88458600000e+004, +3.04089982074e+001, +8.95811394807e+001, +9.90792884752e-005, +2.22302854374e-001
+4.92042090000e+004, +3.06313295883e+001, +8.95796252791e+001, +9.90768148090e-005, +2.24737689401e-001
+4.95651860000e+004, +3.08551037224e+001, +8.95778099235e+001, +9.90737522887e-005, +2.27357072835e-001
+4.99288120000e+004, +3.10810424873e+001, +8.95757644967e+001, +9.90723742947e-005, +2.30131457065e-001
+5.02951050000e+004, +3.13080731194e+001, +8.95741008577e+001, +9.90692222247e-005, +2.32721481562e-001
+5.06640850000e+004, +3.15370988244e+001, +8.95726274008e+001, +9.90671308666e-005, +2.35234899163e-001
+5.10357730000e+004, +3.17678058525e+001, +8.95707813283e+001, +9.90650511690e-005, +2.37979272004e-001
+5.14101870000e+004, +3.19997420188e+001, +8.95694425584e+001, +9.90615599667e-005, +2.40464437371e-001
+5.17873480000e+004, +3.22337551495e+001, +8.95677889365e+001, +9.90592432451e-005, +2.43153223175e-001
+5.21672760000e+004, +3.24699463870e+001, +8.95667212390e+001, +9.90583581293e-005, +2.45539971208e-001
+5.25499910000e+004, +3.27071970086e+001, +8.95657784126e+001, +9.90554420781e-005, +2.47872272175e-001
+5.29355140000e+004, +3.29469463727e+001, +8.95643523207e+001, +9.90548197867e-005, +2.50509244313e-001
+5.33238650000e+004, +3.31888303244e+001, +8.95638850434e+001, +9.90553363982e-005, +2.52619052482e-001
+5.37150660000e+004, +3.34326827198e+001, +8.95632426696e+001, +9.90564196839e-005, +2.54849972582e-001
+5.41091360000e+004, +3.36769979870e+001, +8.95617889976e+001, +9.90535856171e-005, +2.57566740444e-001
+5.45060970000e+004, +3.39234678947e+001, +8.95618874807e+001, +9.90518503511e-005, +2.59393471534e-001
+5.49059710000e+004, +3.41723997061e+001, +8.95615114975e+001, +9.90520149492e-005, +2.61521149241e-001
+5.53087780000e+004, +3.44222976500e+001, +8.95602766106e+001, +9.90496930468e-005, +2.64175493129e-001
+5.57145410000e+004, +3.46741036366e+001, +8.95583045580e+001, +9.90475899272e-005, +2.67301395771e-001
+5.61232800000e+004, +3.49274887244e+001, +8.95565165311e+001, +9.90447450831e-005, +2.70344680218e-001
+5.65350170000e+004, +3.51827651924e+001, +8.95544021086e+001, +9.90420088183e-005, +2.73618896149e-001
+5.69497760000e+004, +3.54405144224e+001, +8.95529522972e+001, +9.90409754009e-005, +2.76520189418e-001
+5.73675770000e+004, +3.56999915982e+001, +8.95513345475e+001, +9.90394962652e-005, +2.79552688227e-001
+5.77884430000e+004, +3.59609330955e+001, +8.95499246865e+001, +9.90368208975e-005, +2.82480872469e-001
+5.82123970000e+004, +3.62242484725e+001, +8.95487892524e+001, +9.90354242175e-005, +2.85267107442e-001
+5.86394610000e+004, +3.64896421786e+001, +8.95469096136e+001, +9.90344256162e-005, +2.88554129087e-001
+5.90696580000e+004, +3.67567857631e+001, +8.95457186558e+001, +9.90329124352e-005, +2.91430664472e-001
+5.95030120000e+004, +3.70261724373e+001, +8.95443795918e+001, +9.90321640846e-005, +2.94431843840e-001
+5.99395440000e+004, +3.72976744886e+001, +8.95439124119e+001, +9.90318042814e-005, +2.96894935243e-001
+6.03792790000e+004, +3.75709275287e+001, +8.95431749240e+001, +9.90308077568e-005, +2.99553651638e-001
+6.08222400000e+004, +3.78460837278e+001, +8.95422490461e+001, +9.90295502364e-005, +3.02359035548e-001
+6.12684510000e+004, +3.81235298929e+001, +8.95412499216e+001, +9.90290050704e-005, +3.05240379177e-001
+6.17179350000e+004, +3.84031088663e+001, +8.95394321045e+001, +9.90287043528e-005, +3.08697232207e-001
+6.21707170000e+004, +3.86845031584e+001, +8.95374379262e+001, +9.90277988552e-005, +3.12305544626e-001
+6.26268210000e+004, +3.89688338794e+001, +8.95345750905e+001, +9.90291030935e-005, +3.16548036713e-001
+6.30862710000e+004, +3.92543476224e+001, +8.95319480221e+001, +9.90281229975e-005, +3.20667086730e-001
+6.35490910000e+004, +3.95424403363e+001, +8.95282566122e+001, +9.90283484675e-005, +3.25568029058e-001
+6.40153070000e+004, +3.98305133081e+001, +8.95252032163e+001, +9.90232761248e-005, +3.30062411785e-001
+6.44849430000e+004, +4.01215474778e+001, +8.95253075852e+001, +9.90203783539e-005, +3.32401034435e-001
+6.49580240000e+004, +4.04150397088e+001, +8.95246973567e+001, +9.90182832881e-005, +3.35262999194e-001
+6.54345760000e+004, +4.07104756352e+001, +8.95237163091e+001, +9.90156881460e-005, +3.38410829759e-001
+6.59146250000e+004, +4.10077439398e+001, +8.95230889062e+001, +9.90123066340e-005, +3.41330938416e-001
+6.63981950000e+004, +4.13076427560e+001, +8.95219793056e+001, +9.90100216842e-005, +3.44627111644e-001
+6.68853120000e+004, +4.16101849651e+001, +8.95203661964e+001, +9.90088015267e-005, +3.48322657575e-001
+6.73760040000e+004, +4.19149853609e+001, +8.95177342074e+001, +9.90076644866e-005, +3.52799545103e-001
+6.78702950000e+004, +4.22220134879e+001, +8.95160000258e+001, +9.90065299782e-005, +3.56661704836e-001
+6.83682120000e+004, +4.25314915993e+001, +8.95138502669e+001, +9.90058575789e-005, +3.60871697157e-001
+6.88697830000e+004, +4.28433148936e+001, +8.95111216114e+001, +9.90053523089e-005, +3.65557756230e-001
+6.93750330000e+004, +4.31576370510e+001, +8.95084635867e+001, +9.90053367922e-005, +3.70241754136e-001
+6.98839900000e+004, +4.34731952197e+001, +8.95032902980e+001, +9.90028462001e-005, +3.76873960810e-001
+7.03966800000e+004, +4.37884833835e+001, +8.95019878333e+001, +9.89945878520e-005, +3.80602604279e-001
+7.09131320000e+004, +4.41087859004e+001, +8.95024169457e+001, +9.89924769185e-005, +3.83056286439e-001
+7.14333730000e+004, +4.44322100355e+001, +8.95016555549e+001, +9.89920828005e-005, +3.86455443312e-001
+7.19574300000e+004, +4.47584095712e+001, +8.95004371853e+001, +9.89925760330e-005, +3.90244341823e-001
+7.24853320000e+004, +4.50860897730e+001, +8.94990306085e+001, +9.89910588241e-005, +3.94208148680e-001
+7.30171070000e+004, +4.54152652554e+001, +8.94976500936e+001, +9.89875720720e-005, +3.98180496862e-001
+7.35527830000e+004, +4.57478288172e+001, +8.94963146272e+001, +9.89862171787e-005, +4.02162526069e-001
+7.40923890000e+004, +4.60822890704e+001, +8.94948497285e+001, +9.89837032656e-005, +4.06280871908e-001
+7.46359530000e+004, +4.64195463491e+001, +8.94936109075e+001, +9.89819439142e-005, +4.10257895551e-001
+7.51835060000e+004, +4.67597572990e+001, +8.94917520890e+001, +9.89812009523e-005, +4.14781638296e-001
+7.57350750000e+004, +4.71025176636e+001, +8.94895289901e+001, +9.89805712866e-005, +4.19649612371e-001
+7.62906910000e+004, +4.74486192196e+001, +8.94876596726e+001, +9.89816749478e-005, +4.24281113677e-001
+7.68503830000e+004, +4.77968667229e+001, +8.94857048253e+001, +9.89819549573e-005, +4.29025803227e-001
+7.74141810000e+004, +4.81466732169e+001, +8.94825929058e+001, +9.89801673591e-005, +4.34780570469e-001
+7.79821160000e+004, +4.84984224389e+001, +8.94803653735e+001, +9.89771324027e-005, +4.39842417086e-001
+7.85542170000e+004, +4.88536602175e+001, +8.94788437753e+001, +9.89759705478e-005, +4.44361491555e-001
+7.91305150000e+004, +4.92096070263e+001, +8.94753535697e+001, +9.89709704883e-005, +4.50596607574e-001
+7.97110410000e+004, +4.95685581966e+001, +8.94746212255e+001, +9.89668344549e-005, +4.54516958076e-001
+8.02958250000e+004, +4.99317978392e+001, +8.94729097146e+001, +9.89659944695e-005, +4.59339144641e-001
+8.08849000000e+004, +5.02971991878e+001, +8.94706078781e+001, +9.89641599101e-005, +4.64721177886e-001
+8.14782970000e+004, +5.06654677899e+001, +8.94686092592e+001, +9.89627070958e-005, +4.69891058655e-001
+8.20760470000e+004, +5.10373482177e+001, +8.94663201078e+001, +9.89630249512e-005, +4.75379039670e-001
+8.26781820000e+004, +5.14111251268e+001, +8.94638135470e+001, +9.89617358460e-005, +4.81109546078e-001
+8.32847350000e+004, +5.17871535756e+001, +8.94610752519e+001, +9.89595137385e-005, +4.87103367769e-001
+8.38957380000e+004, +5.21674611081e+001, +8.94590846768e+001, +9.89602035022e-005, +4.92492818100e-001
+8.45112230000e+004, +5.25496834621e+001, +8.94578380657e+001, +9.89592524493e-005, +4.97244528481e-001
+8.51312230000e+004, +5.29351101034e+001, +8.94553932904e+001, +9.89590370539e-005, +5.03150184438e-001
+8.57557720000e+004, +5.33228512364e+001, +8.94531638234e+001, +9.89578734865e-005, +5.08910458465e-001
+8.63849030000e+004, +5.37138484073e+001, +8.94509349696e+001, +9.89574758708e-005, +5.14731532823e-001
+8.70186490000e+004, +5.41071903409e+001, +8.94488210728e+001, +9.89561253971e-005, +5.20497031475e-001
+8.76570450000e+004, +5.45040455702e+001, +8.94459563385e+001, +9.89559105957e-005, +5.27039698603e-001
+8.83001240000e+004, +5.49028736940e+001, +8.94436703928e+001, +9.89540153956e-005, +5.33086633393e-001
+8.89479210000e+004, +5.53043763843e+001, +8.94407682522e+001, +9.89516732504e-005, +5.39786215810e-001
+8.96004710000e+004, +5.57094941007e+001, +8.94372714562e+001, +9.89505259739e-005, +5.47140099352e-001
+9.02578080000e+004, +5.61158720396e+001, +8.94335598075e+001, +9.89463645110e-005, +5.54766299458e-001
+9.09199670000e+004, +5.65270122123e+001, +8.94309722809e+001, +9.89453695864e-005, +5.61383549395e-001
+9.15869840000e+004, +5.69388244955e+001, +8.94263647742e+001, +9.89402729895e-005, +5.70051931708e-001
+9.22588940000e+004, +5.73536434698e+001, +8.94285450216e+001, +9.89353053767e-005, +5.72022616335e-001
+9.29357340000e+004, +5.77751382289e+001, +8.94276542647e+001, +9.89365410572e-005, +5.77124603420e-001
+9.36175390000e+004, +5.81986908848e+001, +8.94243820620e+001, +9.89359685989e-005, +5.84679136895e-001
+9.43043460000e+004, +5.86235801949e+001, +8.94225397036e+001, +9.89324362773e-005, +5.90832643707e-001
+9.49961920000e+004, +5.90525345208e+001, +8.94209857659e+001, +9.89305220031e-005, +5.96757324130e-001
+9.56931140000e+004, +5.94855387409e+001, +8.94176464046e+001, +9.89300913934e-005, +6.04599871128e-001
+9.63951480000e+004, +5.99208936233e+001, +8.94145557752e+001, +9.89283047099e-005, +6.12256801155e-001
+9.71023330000e+004, +6.03593655334e+001, +8.94113611816e+001, +9.89264018513e-005, +6.20102228987e-001
+9.78147050000e+004, +6.08031787826e+001, +8.94080439024e+001, +9.89279678095e-005, +6.28181908351e-001
+9.85323040000e+004, +6.12478903265e+001, +8.94049936240e+001, +9.89257175517e-005, +6.36036904440e-001
+9.92551680000e+004, +6.16963705522e+001, +8.94025399161e+001, +9.89243048314e-005, +6.43336228610e-001
+9.99833340000e+004, +6.21479226240e+001, +8.94002481936e+001, +9.89225584247e-005, +6.50530431605e-001
+1.00716843000e+005, +6.26027979801e+001, +8.93981542820e+001, +9.89208436189e-005, +6.57579552086e-001
+1.01455733000e+005, +6.30612293835e+001, +8.93958903067e+001, +9.89194814789e-005, +6.64886566171e-001
+1.02200043000e+005, +6.35234112125e+001, +8.93933465143e+001, +9.89187273909e-005, +6.72579710417e-001
+1.02949815000e+005, +6.39888648209e+001, +8.93905544814e+001, +9.89177884042e-005, +6.80625900499e-001
+1.03705086000e+005, +6.44577124734e+001, +8.93875173767e+001, +9.89168208982e-005, +6.89029406155e-001
+1.04465899000e+005, +6.49307637099e+001, +8.93843327538e+001, +9.89170198314e-005, +6.97694935624e-001
+1.05232293000e+005, +6.54066674577e+001, +8.93810208233e+001, +9.89162802066e-005, +7.06589176720e-001
+1.06004310000e+005, +6.58852080101e+001, +8.93782484046e+001, +9.89142718586e-005, +7.14946712887e-001
+1.06781990000e+005, +6.63677586337e+001, +8.93757166941e+001, +9.89130269785e-005, +7.23115460216e-001
+1.07565376000e+005, +6.68529125841e+001, +8.93729709543e+001, +9.89103999034e-005, +7.31605043315e-001
+1.08354509000e+005, +6.73415608506e+001, +8.93701203686e+001, +9.89076941619e-005, +7.40302749942e-001
+1.09149431000e+005, +6.78341880434e+001, +8.93674508218e+001, +9.89055857815e-005, +7.48878689428e-001
+1.09950185000e+005, +6.83300716529e+001, +8.93647611922e+001, +9.89029739324e-005, +7.57560580825e-001
+1.10756813000e+005, +6.88293749036e+001, +8.93618515697e+001, +9.89000631109e-005, +7.66591358263e-001
+1.11569359000e+005, +6.93333373439e+001, +8.93589196189e+001, +9.88985930337e-005, +7.75751988646e-001
+1.12387867000e+005, +6.98411239288e+001, +8.93560291334e+001, +9.88973127201e-005, +7.84956633312e-001
+1.13212379000e+005, +7.03519193482e+001, +8.93528858689e+001, +9.88950297488e-005, +7.94556835993e-001
+1.14042940000e+005, +7.08674529856e+001, +8.93499106582e+001, +9.88941485797e-005, +8.04059003647e-001
+1.14879594000e+005, +7.13863581732e+001, +8.93466268927e+001, +9.88926985233e-005, +8.14037546512e-001
+1.15722386000e+005, +7.19089017472e+001, +8.93433966953e+001, +9.88910275797e-005, +8.24050034228e-001
+1.16571362000e+005, +7.24356180542e+001, +8.93405070425e+001, +9.88898370014e-005, +8.33738986605e-001
+1.17426565000e+005, +7.29673712614e+001, +8.93376085701e+001, +9.88902447720e-005, +8.43550522433e-001
+1.18288043000e+005, +7.35021310067e+001, +8.93341860781e+001, +9.88894340370e-005, +8.54122958011e-001
+1.19155840000e+005, +7.40406881371e+001, +8.93305109702e+001, +9.88884561611e-005, +8.65130048109e-001
+1.20030005000e+005, +7.45831770470e+001, +8.93268538779e+001, +9.88874580202e-005, +8.76228962517e-001
+1.20910582000e+005, +7.51277340238e+001, +8.93218961324e+001, +9.88839242706e-005, +8.89126880569e-001
+1.21797619000e+005, +7.56768553639e+001, +8.93190606897e+001, +9.88812024317e-005, +8.99370478163e-001
+1.22691164000e+005, +7.62317622189e+001, +8.93153633287e+001, +9.88807606555e-005, +9.10884159157e-001
+1.23591265000e+005, +7.67903927024e+001, +8.93118462348e+001, +9.88798770713e-005, +9.22272597617e-001
+1.24497968000e+005, +7.73525777753e+001, +8.93077498065e+001, +9.88782930767e-005, +9.34554597642e-001
+1.25411324000e+005, +7.79172119567e+001, +8.93043835075e+001, +9.88746080487e-005, +9.45953901693e-001
+1.26331380000e+005, +7.84866720430e+001, +8.93026741788e+001, +9.88718454878e-005, +9.55208784151e-001
+1.27258186000e+005, +7.90622710515e+001, +8.93000843675e+001, +9.88715365738e-005, +9.65787421750e-001
+1.28191792000e+005, +7.96425661801e+001, +8.92953078210e+001, +9.88717700918e-005, +9.79515053618e-001
+1.29132246000e+005, +8.02188139471e+001, +8.92889845959e+001, +9.88617337554e-005, +9.95454621464e-001
+1.30079600000e+005, +8.08040175717e+001, +8.92882529432e+001, +9.88576730135e-005, +1.00374832192e+000
+1.31033904000e+005, +8.13952533099e+001, +8.92860235419e+001, +9.88557215029e-005, +1.01425953440e+000
+1.31995210000e+005, +8.19919550142e+001, +8.92828842152e+001, +9.88551239442e-005, +1.02618710413e+000
+1.32963567000e+005, +8.25928562770e+001, +8.92788122150e+001, +9.88542976936e-005, +1.03957720326e+000
+1.33939029000e+005, +8.31978197369e+001, +8.92750938580e+001, +9.88530720823e-005, +1.05259064519e+000
+1.34921647000e+005, +8.38079100440e+001, +8.92714189328e+001, +9.88526678296e-005, +1.06568426999e+000
+1.35911474000e+005, +8.44213443816e+001, +8.92690918386e+001, +9.88509698408e-005, +1.07691310897e+000
+1.36908563000e+005, +8.50396602713e+001, +8.92663914466e+001, +9.88497183211e-005, +1.08880825277e+000
+1.37912966000e+005, +8.56623623678e+001, +8.92628964545e+001, +9.88482852889e-005, +1.10200593907e+000
+1.38924739000e+005, +8.62886831564e+001, +8.92604861659e+001, +9.88457971083e-005, +1.11369290647e+000
+1.39943933000e+005, +8.69204938902e+001, +8.92576379229e+001, +9.88443357338e-005, +1.12616799267e+000
+1.40970605000e+005, +8.75583270187e+001, +8.92527228513e+001, +9.88444032870e-005, +1.14194243489e+000
+1.42004809000e+005, +8.81996433504e+001, +8.92472890432e+001, +9.88431165713e-005, +1.15867047900e+000
+1.43046601000e+005, +8.88459725539e+001, +8.92422736771e+001, +9.88421890994e-005, +1.17493767113e+000
+1.44096035000e+005, +8.94964777542e+001, +8.92370678675e+001, +9.88406383096e-005, +1.19167103532e+000
+1.45153168000e+005, +9.01518685107e+001, +8.92327142760e+001, +9.88392409764e-005, +1.20724728390e+000
+1.46218056000e+005, +9.08120782146e+001, +8.92285277464e+001, +9.88378684620e-005, +1.22272324968e+000
+1.47290757000e+005, +9.14777127905e+001, +8.92258819699e+001, +9.88371683630e-005, +1.23590939809e+000
+1.48371328000e+005, +9.21455103480e+001, +8.92226480535e+001, +9.88335409582e-005, +1.25013212058e+000
+1.49459826000e+005, +9.28197868605e+001, +8.92197173079e+001, +9.88316286084e-005, +1.26402738705e+000
+1.50556309000e+005, +9.35000385844e+001, +8.92165361832e+001, +9.88308110404e-005, +1.27848185195e+000
+1.51660837000e+005, +9.41840800442e+001, +8.92134394442e+001, +9.88287399963e-005, +1.29292516999e+000
+1.52773467000e+005, +9.48741869419e+001, +8.92094446752e+001, +9.88277533374e-005, +1.30901288872e+000
+1.53894261000e+005, +9.55694802291e+001, +8.92050949100e+001, +9.88268910636e-005, +1.32586082038e+000
+1.55023277000e+005, +9.62695152419e+001, +8.92000039138e+001, +9.88256475174e-005, +1.34412575759e+000
+1.56160575000e+005, +9.69721084989e+001, +8.91941867115e+001, +9.88217676722e-005, +1.36377999011e+000
+1.57306218000e+005, +9.76794269992e+001, +8.91902392498e+001, +9.88175245850e-005, +1.38045652979e+000
+1.58460265000e+005, +9.83949889984e+001, +8.91855260397e+001, +9.88163604395e-005, +1.39866248499e+000
+1.59622778000e+005, +9.91154778478e+001, +8.91804324722e+001, +9.88148724059e-005, +1.41771449388e+000
+1.60793820000e+005, +9.98431862604e+001, +8.91754802531e+001, +9.88153106803e-005, +1.43675220139e+000
+1.61973453000e+005, +1.00576990363e+002, +8.91704913264e+001, +9.88164870362e-005, +1.45606835447e+000
+1.63161741000e+005, +1.01312878190e+002, +8.91637180965e+001, +9.88143894678e-005, +1.47869736726e+000
+1.64358746000e+005, +1.02052454977e+002, +8.91605468833e+001, +9.88107407394e-005, +1.49513955928e+000
+1.65564532000e+005, +1.02801490337e+002, +8.91583173561e+001, +9.88110181994e-005, +1.51011329099e+000
+1.66779165000e+005, +1.03555854854e+002, +8.91546085645e+001, +9.88110964929e-005, +1.52789711638e+000
+1.68002709000e+005, +1.04317280797e+002, +8.91500683884e+001, +9.88125983996e-005, +1.54739674837e+000
+1.69235228000e+005, +1.05082909418e+002, +8.91415668467e+001, +9.88126856937e-005, +1.57434420540e+000
+1.70476790000e+005, +1.05838641072e+002, +8.91377195494e+001, +9.87984073230e-005, +1.59277257234e+000
+1.71727461000e+005, +1.06615787636e+002, +8.91366498339e+001, +9.87990108203e-005, +1.60645819864e+000
+1.72987306000e+005, +1.07400358322e+002, +8.91310259488e+001, +9.88010764320e-005, +1.62882061104e+000
+1.74256395000e+005, +1.08183829374e+002, +8.91197138228e+001, +9.87967133208e-005, +1.66205929737e+000
+1.75534794000e+005, +1.08962329371e+002, +8.91184964011e+001, +9.87829281045e-005, +1.67633457655e+000
+1.76822571000e+005, +1.09758178739e+002, +8.91187384463e+001, +9.87797561276e-005, +1.68811473073e+000
+1.78119796000e+005, +1.10565474436e+002, +8.91170485143e+001, +9.87815658274e-005, +1.70379191683e+000
+1.79426538000e+005, +1.11380304415e+002, +8.91130071479e+001, +9.87847286132e-005, +1.72420357357e+000
+1.80742867000e+005, +1.12199881932e+002, +8.91083478332e+001, +9.87867670951e-005, +1.74601394007e+000
+1.82068852000e+005, +1.13022381740e+002, +8.91036693986e+001, +9.87860880699e-005, +1.76804100047e+000
+1.83404566000e+005, +1.13852326130e+002, +8.90992781249e+001, +9.87866434006e-005, +1.78974887271e+000
+1.84750078000e+005, +1.14686500543e+002, +8.90947210531e+001, +9.87855883689e-005, +1.81198258535e+000
+1.86105462000e+005, +1.15524398981e+002, +8.90904357227e+001, +9.87824979100e-005, +1.83386025941e+000
+1.87470789000e+005, +1.16370015160e+002, +8.90855807360e+001, +9.87807464171e-005, +1.85714318335e+000
+1.88846133000e+005, +1.17220611159e+002, +8.90814498528e+001, +9.87779944203e-005, +1.87916803516e+000
+1.90231566000e+005, +1.18079177789e+002, +8.90765816685e+001, +9.87766886688e-005, +1.90296315017e+000
+1.91627164000e+005, +1.18942357398e+002, +8.90712377803e+001, +9.87739770185e-005, +1.92796626568e+000
+1.93033000000e+005, +1.19814829875e+002, +8.90668317334e+001, +9.87737502486e-005, +1.95132093647e+000
+1.94449150000e+005, +1.20693268832e+002, +8.90623759168e+001, +9.87731666828e-005, +1.97501221938e+000
+1.95875689000e+005, +1.21579099480e+002, +8.90573473700e+001, +9.87733392930e-005, +2.00017677746e+000
+1.97312694000e+005, +1.22471533911e+002, +8.90523549828e+001, +9.87735943721e-005, +2.02552872924e+000
+1.98760241000e+005, +1.23370385013e+002, +8.90462496895e+001, +9.87737095586e-005, +2.05353884883e+000
+2.00218407000e+005, +1.24270031857e+002, +8.90398935203e+001, +9.87692059610e-005, +2.08229786088e+000
+2.01687271000e+005, +1.25172143306e+002, +8.90344800450e+001, +9.87614968940e-005, +2.10923881823e+000
+2.03166912000e+005, +1.26088027729e+002, +8.90306983662e+001, +9.87594931917e-005, +2.13299308593e+000
+2.04657407000e+005, +1.27009907855e+002, +8.90248795398e+001, +9.87568811189e-005, +2.16148522826e+000
+2.06158837000e+005, +1.27939707001e+002, +8.90193751495e+001, +9.87551871358e-005, +2.18959811776e+000
+2.07671282000e+005, +1.28878484005e+002, +8.90144142457e+001, +9.87551720027e-005, +2.21682181158e+000
+2.09194823000e+005, +1.29824729792e+002, +8.90091757074e+001, +9.87555892160e-005, +2.24496613676e+000
+2.10729540000e+005, +1.30776588539e+002, +8.90034257449e+001, +9.87549830693e-005, +2.27454816123e+000
+2.12275518000e+005, +1.31735474432e+002, +8.89985216270e+001, +9.87544367270e-005, +2.30249962505e+000
+2.13832836000e+005, +1.32701308049e+002, +8.89939735855e+001, +9.87538394519e-005, +2.32991265070e+000
+2.15401580000e+005, +1.33675169598e+002, +8.89883726260e+001, +9.87539085208e-005, +2.36007670933e+000
+2.16981833000e+005, +1.34652727607e+002, +8.89820682890e+001, +9.87514245201e-005, +2.39214950969e+000
+2.18573679000e+005, +1.35637596309e+002, +8.89760677356e+001, +9.87490666981e-005, +2.42384901334e+000
