!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:29:15 2026

BEGIN CH1_DATA
DCV(V), +2.506e-004, DCI(A), +4.021e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+1.37901473800e+006, +8.94095963237e+002, +8.53378142657e+001, +1.02848035986e-004, +7.26727695962e+001
+1.38913161700e+006, +9.01328450653e+002, +8.53093607252e+001, +1.02920720498e-004, +7.37067482453e+001
+1.39932271600e+006, +9.08630953377e+002, +8.52787340012e+001, +1.02994413027e-004, +7.47879750474e+001
+1.40958858000e+006, +9.16062475589e+002, +8.52419734165e+001, +1.03075070931e-004, +7.59853815498e+001
+1.41992975800e+006, +9.23570757785e+002, +8.52015157914e+001, +1.03156975417e-004, +7.72580612682e+001
+1.43034680100e+006, +9.31174911775e+002, +8.51685063424e+001, +1.03243835050e-004, +7.84287385698e+001
+1.44084026800e+006, +9.38813163226e+002, +8.51393656402e+001, +1.03328188769e-004, +7.95478492851e+001
+1.45141071700e+006, +9.46516743361e+002, +8.51172261785e+001, +1.03413956948e-004, +8.05650106958e+001
+1.46205871500e+006, +9.54319455629e+002, +8.51066031932e+001, +1.03505459678e-004, +8.14054501086e+001
+1.47278483000e+006, +9.62222082167e+002, +8.51057245994e+001, +1.03602382169e-004, +8.20942619827e+001
+1.48358963500e+006, +9.70182360145e+002, +8.51139573531e+001, +1.03699973837e-004, +8.26345152378e+001
+1.49447370700e+006, +9.78185750187e+002, +8.51151259926e+001, +1.03794149275e-004, +8.32963184703e+001
+1.50543762900e+006, +9.86225043458e+002, +8.51108830229e+001, +1.03884398591e-004, +8.40536637394e+001
+1.51648198400e+006, +9.94238964376e+002, +8.50985642484e+001, +1.03963908258e-004, +8.49496563491e+001
+1.52760736500e+006, +1.00181758301e+003, +8.50677885519e+001, +1.03988643201e-004, +8.61333212028e+001
+1.53881436500e+006, +1.00955976037e+003, +8.50313964734e+001, +1.04023368403e-004, +8.74378123997e+001
+1.55010358300e+006, +1.01759617116e+003, +8.49934838156e+001, +1.04081796011e-004, +8.88046392190e+001
+1.56147562200e+006, +1.02592427028e+003, +8.49569971439e+001, +1.04163559584e-004, +9.01822351116e+001
+1.57293109000e+006, +1.03451107122e+003, +8.49201081338e+001, +1.04264483904e-004, +9.16005010602e+001
+1.58447059900e+006, +1.04397385249e+003, +8.48915968313e+001, +1.04447277184e-004, +9.29558267012e+001
+1.59609476500e+006, +1.05391160490e+003, +8.48650468276e+001, +1.04669262115e-004, +9.43271048667e+001
+1.60780421000e+006, +1.06387046924e+003, +8.48329384778e+001, +1.04883531582e-004, +9.58122237822e+001
+1.61959955900e+006, +1.07387342214e+003, +8.47918889591e+001, +1.05091817991e-004, +9.74793146305e+001
+1.63148144200e+006, +1.08383927168e+003, +8.47412270916e+001, +1.05286098399e-004, +9.93383036624e+001
+1.64345049400e+006, +1.09395953059e+003, +8.46787945030e+001, +1.05484609691e-004, +1.01452827271e+002
+1.65550735500e+006, +1.10434508540e+003, +8.45824307298e+001, +1.05693798656e-004, +1.04265183687e+002
+1.66765266900e+006, +1.11453547244e+003, +8.44891890413e+001, +1.05875750933e-004, +1.07032819152e+002
+1.67988708500e+006, +1.12445103360e+003, +8.44059667289e+001, +1.06024771410e-004, +1.09610651490e+002
+1.69221125600e+006, +1.13420264935e+003, +8.43255959300e+001, +1.06150700875e-004, +1.12144531301e+002
+1.70462584100e+006, +1.14375331563e+003, +8.42508584576e+001, +1.06251097466e-004, +1.14573377112e+002
+1.71713150300e+006, +1.15129816604e+003, +8.41913252389e+001, +1.06161907746e-004, +1.16519346096e+002
+1.72972891100e+006, +1.15893078716e+003, +8.41398316226e+001, +1.06077684075e-004, +1.18327994162e+002
+1.74241873700e+006, +1.16722344758e+003, +8.40860240880e+001, +1.06048368073e-004, +1.20265063185e+002
+1.75520166000e+006, +1.17612154244e+003, +8.40383199635e+001, +1.06069395767e-004, +1.22155857795e+002
+1.76807836200e+006, +1.18579291183e+003, +8.39904144126e+001, +1.06153465955e-004, +1.24146405554e+002
+1.78104953100e+006, +1.19761232450e+003, +8.39600420992e+001, +1.06424789439e-004, +1.26015181146e+002
+1.79411586200e+006, +1.21088301570e+003, +8.39433550096e+001, +1.06817114033e-004, +1.27762250084e+002
+1.80727805000e+006, +1.22388157621e+003, +8.39086908005e+001, +1.07170585229e-004, +1.29870046611e+002
+1.82053680100e+006, +1.23639157341e+003, +8.38746733023e+001, +1.07470720226e-004, +1.31927422472e+002
+1.83389282200e+006, +1.24855420561e+003, +8.38163948119e+001, +1.07725719377e-004, +1.34487868309e+002
+1.84734682700e+006, +1.25968469708e+003, +8.37409785050e+001, +1.07879034381e-004, +1.37335099073e+002
+1.86089953400e+006, +1.26852675152e+003, +8.36141415493e+001, +1.07818632096e-004, +1.41090175931e+002
+1.87455166800e+006, +1.27784911110e+003, +8.35009067046e+001, +1.07795927965e-004, +1.44636534120e+002
+1.88830395900e+006, +1.28772797025e+003, +8.33931652515e+001, +1.07814856384e-004, +1.48160376045e+002
+1.90215714100e+006, +1.29787334605e+003, +8.32982754261e+001, +1.07852047440e-004, +1.51462638414e+002
+1.91611195400e+006, +1.30865485690e+003, +8.32109628784e+001, +1.07936526102e-004, +1.54701290946e+002
+1.93016914400e+006, +1.32065967813e+003, +8.31608724854e+001, +1.08122076159e-004, +1.57266849568e+002
+1.94432946100e+006, +1.33311441310e+003, +8.31142131837e+001, +1.08336257823e-004, +1.59827840132e+002
+1.95859366300e+006, +1.34575736833e+003, +8.30736504208e+001, +1.08557902722e-004, +1.62289432700e+002
+1.97296251200e+006, +1.35879967929e+003, +8.30332971830e+001, +1.08802370806e-004, +1.64812222539e+002
+1.98743677500e+006, +1.37200589319e+003, +8.29921717042e+001, +1.09050134813e-004, +1.67391515046e+002
+2.00201722600e+006, +1.38641715713e+003, +8.29679870300e+001, +1.09387347834e-004, +1.69730583455e+002
+2.01670464300e+006, +1.40161016890e+003, +8.29472201893e+001, +1.09775765506e-004, +1.72094751721e+002
+2.03149981200e+006, +1.41635992150e+003, +8.29203328143e+001, +1.10116680854e-004, +1.74565390981e+002
+2.04640352300e+006, +1.43090539285e+003, +8.28870009810e+001, +1.10429336432e-004, +1.77184163371e+002
+2.06141657200e+006, +1.44491850190e+003, +8.28609784108e+001, +1.10692385394e-004, +1.79570542481e+002
+2.07653976100e+006, +1.45808714464e+003, +8.28156728217e+001, +1.10876686212e-004, +1.82351066291e+002
+2.09177389900e+006, +1.46863592753e+003, +8.27582402188e+001, +1.10851435296e-004, +1.85130809193e+002
+2.10711979900e+006, +1.47985957287e+003, +8.27021669790e+001, +1.10871256857e-004, +1.87982261295e+002
+2.12257828200e+006, +1.49170248213e+003, +8.26449385931e+001, +1.10930358386e-004, +1.90964415061e+002
+2.13815017200e+006, +1.50431381690e+003, +8.25914369517e+001, +1.11040042936e-004, +1.93971945590e+002
+2.15383630300e+006, +1.51760380437e+003, +8.25354933272e+001, +1.11191028138e-004, +1.97154932519e+002
+2.16963751200e+006, +1.53262549094e+003, +8.24665152202e+001, +1.11456158704e-004, +2.00935768876e+002
+2.18555464400e+006, +1.54845050018e+003, +8.23989649021e+001, +1.11769380636e-004, +2.04820201975e+002
+2.20158854800e+006, +1.56440386611e+003, +8.23428562610e+001, +1.12083825068e-004, +2.08448851653e+002
+2.21774008300e+006, +1.58087704450e+003, +8.22914168556e+001, +1.12425562604e-004, +2.12050368965e+002
+2.23401011000e+006, +1.59735650959e+003, +8.22479145450e+001, +1.12758576190e-004, +2.15462620762e+002
+2.25039949900e+006, +1.61485306182e+003, +8.22484073185e+001, +1.13163601028e-004, +2.17808916473e+002
+2.26690912500e+006, +1.63288927342e+003, +8.22676974643e+001, +1.13599357179e-004, +2.19696868741e+002
+2.28353987100e+006, +1.65089013836e+003, +8.22766307047e+001, +1.14017630522e-004, +2.21863732755e+002
+2.30029262600e+006, +1.66870037294e+003, +8.22714392898e+001, +1.14406941162e-004, +2.24407080629e+002
+2.31716828400e+006, +1.68663467731e+003, +8.22407995618e+001, +1.14786011674e-004, +2.27712614806e+002
+2.33416774700e+006, +1.70408779233e+003, +8.21900549976e+001, +1.15115243061e-004, +2.31564293783e+002
+2.35129192300e+006, +1.72061341136e+003, +8.20843639513e+001, +1.15355697650e-004, +2.36954020391e+002
+2.36854172800e+006, +1.73742339760e+003, +8.19807686143e+001, +1.15605107189e-004, +2.42380080844e+002
+2.38591808200e+006, +1.75445280491e+003, +8.18725488905e+001, +1.15856979394e-004, +2.48036727091e+002
+2.40342191500e+006, +1.77191656561e+003, +8.17622791259e+001, +1.16125903416e-004, +2.53881136387e+002
+2.42105416200e+006, +1.78947174442e+003, +8.16537903418e+001, +1.16390181883e-004, +2.59749370058e+002
+2.43881576300e+006, +1.80686658163e+003, +8.15279805243e+001, +1.16627811256e-004, +2.66199158467e+002
+2.45670767000e+006, +1.82482991048e+003, +8.13940014601e+001, +1.16888412700e-004, +2.73065467048e+002
+2.47473083700e+006, +1.84300311387e+003, +8.12770653742e+001, +1.17156282176e-004, +2.79503378020e+002
+2.49288622800e+006, +1.86200145875e+003, +8.11646303882e+001, +1.17466336492e-004, +2.85995708796e+002
+2.51117481200e+006, +1.88123698083e+003, +8.10554740254e+001, +1.17780395762e-004, +2.92491165872e+002
+2.52959756700e+006, +1.90205595585e+003, +8.09862170395e+001, +1.18193978934e-004, +2.97999018912e+002
+2.54815547700e+006, +1.92367901545e+003, +8.09324123006e+001, +1.18649330496e-004, +3.03170775279e+002
+2.56684953300e+006, +1.94553237274e+003, +8.08662173383e+001, +1.19101240411e-004, +3.08834270623e+002
+2.58568073500e+006, +1.96747019408e+003, +8.07953447232e+001, +1.19543174461e-004, +3.14719270756e+002
+2.60465008900e+006, +1.98931813099e+003, +8.07042168108e+001, +1.19959287755e-004, +3.21336926610e+002
+2.62375860700e+006, +2.01060463689e+003, +8.06076588761e+001, +1.20326531642e-004, +3.28118780218e+002
+2.64300731100e+006, +2.02977274359e+003, +8.04650100576e+001, +1.20538951890e-004, +3.36231630697e+002
+2.66239723000e+006, +2.05004164931e+003, +8.03235631217e+001, +1.20805509153e-004, +3.44579181679e+002
+2.68192940000e+006, +2.07151347006e+003, +8.01742056241e+001, +1.21127505656e-004, +3.53510214774e+002
+2.70160486300e+006, +2.09423875637e+003, +8.00182940786e+001, +1.21506743515e-004, +3.63002210289e+002
+2.72142467200e+006, +2.11858977483e+003, +7.98603401955e+001, +1.21964700547e-004, +3.72973813407e+002
+2.74138988400e+006, +2.14858585224e+003, +7.96248410396e+001, +1.22699410602e-004, +3.86944612457e+002
+2.76150156800e+006, +2.17941301500e+003, +7.93930630191e+001, +1.23460913988e-004, +4.01165330306e+002
+2.78176079800e+006, +2.20973491179e+003, +7.91875272202e+001, +1.24182668538e-004, +4.14535541876e+002
+2.80216865500e+006, +2.23969777657e+003, +7.90209325839e+001, +1.24879936072e-004, +4.26551231068e+002
+2.82272623100e+006, +2.26852770776e+003, +7.88850123092e+001, +1.25508086686e-004, +4.37323711115e+002
+2.84343462300e+006, +2.29413680991e+003, +7.88736338299e+001, +1.25995632957e-004, +4.42707641643e+002
+2.86429493900e+006, +2.31713160730e+003, +7.89605355781e+001, +1.26369253768e-004, +4.43696129471e+002
+2.88530829200e+006, +2.34087110301e+003, +7.90059029568e+001, +1.26753709980e-004, +4.46422521426e+002
+2.90647580600e+006, +2.36638195634e+003, +7.90221104212e+001, +1.27208867001e-004, +4.50630522000e+002
+2.92779861100e+006, +2.39354232332e+003, +7.90017241566e+001, +1.27723014174e-004, +4.56638702259e+002
+2.94927784700e+006, +2.42291637118e+003, +7.89216995585e+001, +1.28313885686e-004, +4.65564129383e+002
+2.97091466100e+006, +2.45714566385e+003, +7.86744957054e+001, +1.29068589762e-004, +4.82540726916e+002
+2.99271021000e+006, +2.49213088595e+003, +7.84480953138e+001, +1.29849054203e-004, +4.99063100538e+002
+3.01466565700e+006, +2.52717947747e+003, +7.82462018827e+001, +1.30621280981e-004, +5.14803268531e+002
+3.03678217700e+006, +2.56236762059e+003, +7.80735937711e+001, +1.31392482383e-004, +5.29526425101e+002
+3.05906095000e+006, +2.59752498153e+003, +7.79190853143e+001, +1.32149434817e-004, +5.43643406709e+002
+3.08150316700e+006, +2.63433240810e+003, +7.79318025695e+001, +1.33052268634e-004, +5.50775162852e+002
+3.10411002700e+006, +2.67101412728e+003, +7.79584695618e+001, +1.33935768200e-004, +5.57228675259e+002
+3.12688273800e+006, +2.70706256500e+003, +7.79346039296e+001, +1.34742799173e-004, +5.65851846966e+002
+3.14982251600e+006, +2.74337143781e+003, +7.78808507772e+001, +1.35528335978e-004, +5.75958057371e+002
+3.17293058800e+006, +2.77882690742e+003, +7.77789534880e+001, +1.36227858795e-004, +5.88232687325e+002
+3.19620818800e+006, +2.81013532453e+003, +7.75733153689e+001, +1.36652205903e-004, +6.04713509463e+002
+3.21965656000e+006, +2.83866692615e+003, +7.72684948578e+001, +1.36871739840e-004, +6.25592760162e+002
+3.24327695600e+006, +2.86932590904e+003, +7.69884641239e+001, +1.37189133011e-004, +6.46020776076e+002
+3.26707063800e+006, +2.90249665931e+003, +7.66841076173e+001, +1.37593371989e-004, +6.68502053143e+002
+3.29103887900e+006, +2.93828784493e+003, +7.63949884393e+001, +1.38108721503e-004, +6.91165010755e+002
+3.31518295800e+006, +2.97794732406e+003, +7.61095700833e+001, +1.38784188617e-004, +7.14903607104e+002
+3.33950416500e+006, +3.02703343562e+003, +7.57978911619e+001, +1.39853921023e-004, +7.42661667860e+002
+3.36400380000e+006, +3.07653404500e+003, +7.55120264549e+001, +1.40925808706e-004, +7.69677390646e+002
+3.38868317200e+006, +3.12585586317e+003, +7.52237214010e+001, +1.41955665054e-004, +7.97235331417e+002
+3.41354360000e+006, +3.17563276203e+003, +7.49502299395e+001, +1.42984008968e-004, +8.24578452346e+002
+3.43858641100e+006, +3.22578629658e+003, +7.47062915856e+001, +1.44018044876e-004, +8.50856397963e+002
+3.46381294400e+006, +3.27347033920e+003, +7.45418954810e+001, +1.44968141125e-004, +8.72490110733e+002
+3.48922454700e+006, +3.32134947313e+003, +7.43933900536e+001, +1.45912127741e-004, +8.93545752195e+002
+3.51482257700e+006, +3.37045462641e+003, +7.42183738508e+001, +1.46864918604e-004, +9.16668156364e+002
+3.54060840200e+006, +3.42093673604e+003, +7.40206640255e+001, +1.47833819734e-004, +9.41751910643e+002
+3.56658340000e+006, +3.47361320071e+003, +7.38159938898e+001, +1.48863587240e-004, +9.68176006758e+002
+3.59274895900e+006, +3.52684715559e+003, +7.36021117448e+001, +1.49880585165e-004, +9.95650463362e+002
+3.61910647600e+006, +3.58121005703e+003, +7.33703693038e+001, +1.50901399227e-004, +1.02488476389e+003
+3.64565736100e+006, +3.63804907795e+003, +7.31137202105e+001, +1.51974859987e-004, +1.05675526251e+003
+3.67240303000e+006, +3.69843041680e+003, +7.27961163631e+001, +1.53111592647e-004, +1.09389512103e+003
+3.69934491400e+006, +3.76020438079e+003, +7.24453325869e+001, +1.54239422561e-004, +1.13413640935e+003
+3.72648445300e+006, +3.82559515907e+003, +7.20323464771e+001, +1.55419583466e-004, +1.18011968571e+003
+3.75382309500e+006, +3.89474307227e+003, +7.13340194455e+001, +1.56443938701e-004, +1.24651457179e+003
+3.78136230200e+006, +3.96599570382e+003, +7.06982801723e+001, +1.57543295685e-004, +1.31093101662e+003
+3.80910354500e+006, +4.04023379485e+003, +7.01239805243e+001, +1.58756150266e-004, +1.37362281813e+003
+3.83704830600e+006, +4.11785671808e+003, +6.96258428380e+001, +1.60116897614e-004, +1.43362875997e+003
+3.86519807900e+006, +4.19824243462e+003, +6.92057790196e+001, +1.61608113344e-004, +1.49042926171e+003
+3.89355436700e+006, +4.29200593090e+003, +6.90904336521e+001, +1.63888487919e-004, +1.53179104931e+003
+3.92211868600e+006, +4.38889941942e+003, +6.90525725265e+001, +1.66325762590e-004, +1.56908060732e+003
+3.95089256100e+006, +4.48455911105e+003, +6.89815534073e+001, +1.68633053340e-004, +1.60847009272e+003
+3.97987753100e+006, +4.58015945321e+003, +6.88708152406e+001, +1.70846312927e-004, +1.65101914715e+003
+4.00907514300e+006, +4.67287312152e+003, +6.87431845877e+001, +1.72885834550e-004, +1.69414500699e+003
+4.03848695800e+006, +4.75079206394e+003, +6.86490568264e+001, +1.74376809439e-004, +1.72966589367e+003
+4.06811454700e+006, +4.81693805395e+003, +6.85609650271e+001, +1.75411340262e-004, +1.76064392938e+003
+4.09795949300e+006, +4.88810720085e+003, +6.83722640623e+001, +1.76477138881e-004, +1.80163215108e+003
+4.12802339100e+006, +4.96803815614e+003, +6.80690151661e+001, +1.77680495029e-004, +1.85551003793e+003
+4.15830784700e+006, +5.05662846454e+003, +6.76479931117e+001, +1.78995799864e-004, +1.92301460784e+003
+4.18881447900e+006, +5.15609016019e+003, +6.70710990349e+001, +1.80428008366e-004, +2.00875375205e+003
+4.21954491800e+006, +5.28421964138e+003, +6.57914230445e+001, +1.81785060320e-004, +2.16684483437e+003
+4.25050080400e+006, +5.41411305424e+003, +6.45983070582e+001, +1.83126094751e-004, +2.32244781343e+003
+4.28168379200e+006, +5.54380092853e+003, +6.35255741117e+001, +1.84459465668e-004, +2.47141709893e+003
+4.31309554800e+006, +5.67553483840e+003, +6.25619860237e+001, +1.85870742442e-004, +2.61522244191e+003
+4.34473775100e+006, +5.80741249581e+003, +6.17385125954e+001, +1.87376225105e-004, +2.74978815585e+003
+4.37661209000e+006, +5.92851865751e+003, +6.16650478169e+001, +1.89759575878e-004, +2.81382458471e+003
+4.40872027000e+006, +6.05319848752e+003, +6.17162011512e+001, +1.92431777987e-004, +2.86824286981e+003
+4.44106400500e+006, +6.18748583089e+003, +6.15959281836e+001, +1.95047249217e-004, +2.94330484926e+003
+4.47364502400e+006, +6.33228687330e+003, +6.12962361348e+001, +1.97594813144e-004, +3.04127781743e+003
+4.50646506700e+006, +6.48722360900e+003, +6.08241027894e+001, +2.00041693767e-004, +3.16247221430e+003
+4.53952588800e+006, +6.66899461626e+003, +5.98116157205e+001, +2.02103150889e-004, +3.35346872812e+003
+4.57282925400e+006, +6.87410147330e+003, +5.82505156949e+001, +2.03447499392e-004, +3.61719529568e+003
+4.60637694300e+006, +7.07673480856e+003, +5.67375433289e+001, +2.04449742322e-004, +3.88141236098e+003
+4.64017074900e+006, +7.27987858086e+003, +5.53033397635e+001, +2.05293758908e-004, +4.14393693090e+003
+4.67421247600e+006, +7.47904382730e+003, +5.39340946737e+001, +2.05850543476e-004, +4.40302863080e+003
+4.70850394400e+006, +7.67559699885e+003, +5.27120245729e+001, +2.06416534239e-004, +4.65004124346e+003
+4.74304698500e+006, +7.83618010679e+003, +5.21843260825e+001, +2.07724265446e-004, +4.80454371848e+003
+4.77784344400e+006, +8.01365358291e+003, +5.15370109676e+001, +2.09019186743e-004, +4.98456441658e+003
+4.81289518100e+006, +8.20732579964e+003, +5.07368732445e+001, +2.10133506513e-004, +5.19427475203e+003
+4.84820406800e+006, +8.41046105826e+003, +4.97839911887e+001, +2.10830707895e-004, +5.43039140814e+003
+4.88377199200e+006, +8.63761627779e+003, +4.86710575848e+001, +2.11377368052e-004, +5.70411834572e+003
+4.91960085400e+006, +8.89167028148e+003, +4.70973485427e+001, +2.10711383799e-004, +6.05304693844e+003
+4.95569256700e+006, +9.16538058113e+003, +4.52867102001e+001, +2.09176873463e-004, +6.44839107728e+003
+4.99204906000e+006, +9.44240638811e+003, +4.34485364902e+001, +2.07025929365e-004, +6.85511493268e+003
+5.02867227500e+006, +9.73980524164e+003, +4.14795812363e+001, +2.04176917498e-004, +7.29698235910e+003
+5.06556417000e+006, +1.00399708177e+004, +3.94325283238e+001, +2.00361433977e-004, +7.75460334166e+003
+5.10272671500e+006, +1.03901114274e+004, +3.72081250105e+001, +1.95968676464e-004, +8.27514370229e+003
+5.14016189600e+006, +1.07963440424e+004, +3.48485976138e+001, +1.91015132038e-004, +8.86017996916e+003
+5.17787171300e+006, +1.11798042872e+004, +3.23645477881e+001, +1.83951673957e-004, +9.44312578496e+003
+5.21585818100e+006, +1.15186134255e+004, +2.97884204120e+001, +1.74612327309e-004, +9.99661151984e+003
+5.25412333000e+006, +1.18135616307e+004, +2.71438774325e+001, +1.63260541031e-004, +1.05124594825e+004
+5.29266920300e+006, +1.20304317421e+004, +2.45146922686e+001, +1.50105926306e-004, +1.09459472914e+004
+5.33149786100e+006, +1.20085303044e+004, +2.23413987866e+001, +1.36265742895e-004, +1.11071136121e+004
+5.37061137800e+006, +1.20050366887e+004, +2.01182558048e+001, +1.22367599573e-004, +1.12725458484e+004
+5.41001184300e+006, +1.20281245495e+004, +1.77843004700e+001, +1.08078120508e-004, +1.14533380063e+004
+5.44970136300e+006, +1.20662851723e+004, +1.53099208310e+001, +9.30445277246e-005, +1.16380733940e+004
+5.48968205700e+006, +1.21267787819e+004, +1.27256706013e+001, +7.74461591496e-005, +1.18288959441e+004
+5.52995606200e+006, +1.22334456190e+004, +9.74606741548e+000, +5.96015651530e-005, +1.20568886209e+004
+5.57052553000e+006, +1.23485447861e+004, +6.59079949638e+000, +4.04945905803e-005, +1.22669358381e+004
+5.61139262800e+006, +1.24534917960e+004, +3.36046034303e+000, +2.07046424512e-005, +1.24320782333e+004
+5.65255953900e+006, +1.25197479369e+004, +1.62934118898e-003, +1.00244366417e-008, +1.25197479318e+004
+5.69402846400e+006, +1.25720874926e+004, -3.44984069680e+000, -2.11456897644e-005, +1.25493051171e+004
+5.73580161700e+006, +1.26365011435e+004, -7.31970745138e+000, -4.46726748922e-005, +1.25335222366e+004
+5.77788123100e+006, +1.27098133759e+004, -1.16225348791e+001, -7.05320294557e-005, +1.24492124849e+004
+5.82026955500e+006, +1.26726202259e+004, -1.56534248663e+001, -9.35005232826e-005, +1.22026104400e+004
+5.86296885200e+006, +1.25673619555e+004, -1.93214971144e+001, -1.12876117641e-004, +1.18595288907e+004
+5.90598140400e+006, +1.23866708347e+004, -2.26616343910e+001, -1.28608117868e-004, +1.14303738632e+004
+5.94930951000e+006, +1.21521623233e+004, -2.55042434360e+001, -1.39977717862e-004, +1.09679753905e+004
+5.99295548400e+006, +1.18741987093e+004, -2.68240258740e+001, -1.42299157738e-004, +1.05964954254e+004
+6.03692165900e+006, +1.15956250731e+004, -2.82977888668e+001, -1.44919485035e-004, +1.02098974203e+004
+6.08121038200e+006, +1.13147278974e+004, -2.98690207388e+001, -1.47475569208e-004, +9.81174902450e+003
+6.12582402200e+006, +1.10393180095e+004, -3.14783215846e+001, -1.49766507415e-004, +9.41474763764e+003
+6.17076496100e+006, +1.07501341970e+004, -3.32582555933e+001, -1.52055917258e-004, +8.98933902613e+003
+6.21603560100e+006, +1.04026585614e+004, -3.55244958285e+001, -1.54762311838e-004, +8.46638232922e+003
+6.26163836000e+006, +1.00522227641e+004, -3.78259393887e+001, -1.56690343594e-004, +7.94002409767e+003
+6.30757567600e+006, +9.71882743843e+003, -3.99198974650e+001, -1.57367269120e-004, +7.45378030939e+003
+6.35385000100e+006, +9.41707281288e+003, -4.18344743618e+001, -1.57330345650e-004, +7.01642381304e+003
+6.40046380900e+006, +9.13057032160e+003, -4.35944960785e+001, -1.56556945136e-004, +6.61270693833e+003
+6.44741959100e+006, +8.87622007052e+003, -4.51273163652e+001, -1.55278082942e-004, +6.26247311627e+003
+6.49471985500e+006, +8.64668015625e+003, -4.65156249243e+001, -1.53738864882e-004, +5.95027119257e+003
+6.54236712800e+006, +8.43183183155e+003, -4.78437872817e+001, -1.52058794862e-004, +5.65905973922e+003
+6.59036395600e+006, +8.22451383358e+003, -4.91419444833e+001, -1.50222082274e-004, +5.38037250825e+003
+6.63871290400e+006, +8.02487386834e+003, -5.04221242145e+001, -1.48283642001e-004, +5.11285912620e+003
+6.68741655400e+006, +7.83668043507e+003, -5.16872893172e+001, -1.46340220444e-004, +4.85837443833e+003
+6.73647751000e+006, +7.66828220505e+003, -5.30912259559e+001, -1.44861899939e-004, +4.60513073692e+003
+6.78589839200e+006, +7.49759987344e+003, -5.44048691300e+001, -1.42990052956e-004, +4.36400701337e+003
+6.83568184100e+006, +7.33090900524e+003, -5.56456147021e+001, -1.40911472070e-004, +4.13690474416e+003
+6.88583051600e+006, +7.16396064996e+003, -5.67732330941e+001, -1.38511971045e-004, +3.92552143446e+003
+6.93634709800e+006, +7.00225494601e+003, -5.78789445499e+001, -1.36073325122e-004, +3.72316792605e+003
+6.98723428500e+006, +6.85470394574e+003, -5.89674203799e+001, -1.33789073420e-004, +3.53377396264e+003
+7.03849479700e+006, +6.71335085831e+003, -5.99908584247e+001, -1.31452939340e-004, +3.35760300275e+003
+7.09013137100e+006, +6.56055124900e+003, -6.09045324637e+001, -1.28683699135e-004, +3.19017470571e+003
+7.14214676700e+006, +6.40736302632e+003, -6.16993660265e+001, -1.25714766943e-004, +3.03771768487e+003
+7.19454376400e+006, +6.24941670378e+003, -6.24000004699e+001, -1.22515167580e-004, +2.89532993525e+003
+7.24732516200e+006, +6.07294218126e+003, -6.28570092321e+001, -1.18677519431e-004, +2.77055354809e+003
+7.30049378000e+006, +5.87787833582e+003, -6.30495969703e+001, -1.14224882057e-004, +2.66396641999e+003
+7.35405246000e+006, +5.70346719793e+003, -6.33046293507e+001, -1.10276263433e-004, +2.56226447343e+003
+7.40800406200e+006, +5.55065357357e+003, -6.36327824925e+001, -1.06845092808e-004, +2.46517077347e+003
+7.46235147100e+006, +5.41346925799e+003, -6.40338022867e+001, -1.03801867053e-004, +2.37023780229e+003
+7.51709758900e+006, +5.29159291960e+003, -6.45023192985e+001, -1.01123712033e-004, +2.27789613561e+003
+7.57224534100e+006, +5.21349919017e+003, -6.52676800492e+001, -9.95269840150e-005, +2.18122111804e+003
+7.62779767400e+006, +5.13104009816e+003, -6.59853270764e+001, -9.77928274606e-005, +2.08818236654e+003
+7.68375755600e+006, +5.04743769554e+003, -6.66621914031e+001, -9.59948021549e-005, +1.99954993819e+003
+7.74012797800e+006, +4.96151440103e+003, -6.72805102527e+001, -9.41041391901e-005, +1.91623525243e+003
+7.79691195000e+006, +4.87514948765e+003, -6.78565479600e+001, -9.21744167039e-005, +1.83757457753e+003
+7.85411250700e+006, +4.78151711520e+003, -6.83371677084e+001, -9.00489016170e-005, +1.76506812568e+003
+7.91173270500e+006, +4.68917776091e+003, -6.87927063741e+001, -8.79408270647e-005, +1.69627840263e+003
+7.96977562200e+006, +4.59684652604e+003, -6.92126035565e+001, -8.58224585220e-005, +1.63142688562e+003
+8.02824436100e+006, +4.50682540006e+003, -6.95958116894e+001, -8.37391881291e-005, +1.57126213818e+003
+8.08714204400e+006, +4.41992770084e+003, -6.99919656382e+001, -8.17342104843e-005, +1.51228670208e+003
+8.14647181800e+006, +4.33141965273e+003, -7.03250387601e+001, -7.96811291947e-005, +1.45831880785e+003
+8.20623685400e+006, +4.24159923015e+003, -7.06246924664e+001, -7.76043036599e-005, +1.40717007822e+003
+8.26644034500e+006, +4.15733052543e+003, -7.09272198967e+001, -7.56477247154e-005, +1.35848648381e+003
+8.32708550800e+006, +4.07731986193e+003, -7.12399776044e+001, -7.37894086798e-005, +1.31128686602e+003
+8.38817558200e+006, +4.00128226534e+003, -7.15487899184e+001, -7.20164911517e-005, +1.26639383897e+003
+8.44971383200e+006, +3.92845646695e+003, -7.18888755293e+001, -7.03285745478e-005, +1.22120380605e+003
+8.51170354500e+006, +3.86159598843e+003, -7.22219480885e+001, -6.87574604681e-005, +1.17906324153e+003
+8.57414803400e+006, +3.79674893205e+003, -7.25668650085e+001, -6.72388090431e-005, +1.13747785914e+003
