!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:54:32 2026

BEGIN CH1_DATA
DCV(V), +4.164e-005, DCI(A), -3.882e-007
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+8.76424364200e+006, +1.52275895013e+003, -8.78591101060e+000, -4.22374484422e-006, +1.50489085195e+003
+8.82854084300e+006, +1.52560357858e+003, -9.07829413548e+000, -4.33946131385e-006, +1.50649333771e+003
+8.89330974900e+006, +1.52848947382e+003, -9.37401748767e+000, -4.45536276585e-006, +1.50807821688e+003
+8.95855381900e+006, +1.53095167256e+003, -9.66540268672e+000, -4.56645577904e-006, +1.50921985874e+003
+9.02427654000e+006, +1.53275933289e+003, -9.94790482061e+000, -4.66988855397e-006, +1.50971465264e+003
+9.09048142300e+006, +1.53403526932e+003, -1.02169796679e+001, -4.76391966171e-006, +1.50971020320e+003
+9.15717200500e+006, +1.53416833695e+003, -1.04631769057e+001, -4.84234965799e-006, +1.50865791643e+003
+9.22435185100e+006, +1.53297734703e+003, -1.06735810362e+001, -4.89883353941e-006, +1.50645423680e+003
+9.29202454800e+006, +1.53173995377e+003, -1.08950853505e+001, -4.95886623099e-006, +1.50413023249e+003
+9.36019371300e+006, +1.53052627961e+003, -1.11251018600e+001, -5.02140279970e-006, +1.50176497260e+003
+9.42886298900e+006, +1.52926969205e+003, -1.13646633093e+001, -5.08659712579e-006, +1.49928513555e+003
+9.49803604300e+006, +1.52787385073e+003, -1.16096698902e+001, -5.15222858553e-006, +1.49661553712e+003
+9.56771657200e+006, +1.52573428234e+003, -1.18740170216e+001, -5.22218888283e-006, +1.49308722392e+003
+9.63790830000e+006, +1.52383641716e+003, -1.21450806445e+001, -5.29415059025e-006, +1.48972991816e+003
+9.70861497500e+006, +1.52233799664e+003, -1.24251937857e+001, -5.36963902275e-006, +1.48668143328e+003
+9.77984037600e+006, +1.52115108808e+003, -1.27104488580e+001, -5.44666898923e-006, +1.48387442128e+003
+9.85158830900e+006, +1.52042594204e+003, -1.29990348031e+001, -5.52504081344e-006, +1.48146328508e+003
+9.92386260800e+006, +1.52124066506e+003, -1.33037636319e+001, -5.61409451539e-006, +1.48041628429e+003
+9.99666713200e+006, +1.52256559069e+003, -1.36098800548e+001, -5.70401642201e-006, +1.47981261631e+003
+1.00700057730e+007, +1.52327047446e+003, -1.39231198869e+001, -5.79293508393e-006, +1.47851597476e+003
+1.01438824490e+007, +1.52344553501e+003, -1.42480202152e+001, -5.88287219812e-006, +1.47658345860e+003
+1.02183011080e+007, +1.52296617955e+003, -1.45753336156e+001, -5.96943647841e-006, +1.47395347138e+003
+1.02932657240e+007, +1.52123610350e+003, -1.49203331573e+001, -6.05619514874e-006, +1.46994727390e+003
+1.03687803040e+007, +1.51741530802e+003, -1.52848560318e+001, -6.14005328231e-006, +1.46373997300e+003
+1.04448488830e+007, +1.51415666084e+003, -1.56441004682e+001, -6.22167126524e-006, +1.45806517306e+003
+1.05214755240e+007, +1.51143327433e+003, -1.59879575390e+001, -6.29726657310e-006, +1.45297044329e+003
+1.05986643210e+007, +1.50929938881e+003, -1.63223915071e+001, -6.36964582986e-006, +1.44846788077e+003
+1.06764194000e+007, +1.50775972774e+003, -1.66457537221e+001, -6.43844292727e-006, +1.44457574701e+003
+1.07547449140e+007, +1.50940398297e+003, -1.69244523762e+001, -6.50254543561e-006, +1.44403084011e+003
+1.08336450480e+007, +1.51055883439e+003, -1.72031137045e+001, -6.56330457759e-006, +1.44297989228e+003
+1.09131240180e+007, +1.51103197919e+003, -1.74960394225e+001, -6.62508227592e-006, +1.44112821703e+003
+1.09931860700e+007, +1.51100330527e+003, -1.77941322752e+001, -6.68516580459e-006, +1.43871795631e+003
+1.10738354830e+007, +1.51020515630e+003, -1.81002976757e+001, -6.74331150038e-006, +1.43547132142e+003
+1.11550765640e+007, +1.50729286266e+003, -1.84352911431e+001, -6.80069038250e-006, +1.42994071626e+003
+1.12369136550e+007, +1.50343751131e+003, -1.87845452662e+001, -6.85690740271e-006, +1.42335864473e+003
+1.13193511280e+007, +1.50000428883e+003, -1.91219732068e+001, -6.90889883458e-006, +1.41723908174e+003
+1.14023933880e+007, +1.49675859673e+003, -1.94546168088e+001, -6.95822523311e-006, +1.41130206141e+003
+1.14860448710e+007, +1.49409104865e+003, -1.97773992127e+001, -7.00510056515e-006, +1.40596106273e+003
+1.15703100480e+007, +1.49225821819e+003, -2.00907251046e+001, -7.05107858810e-006, +1.40145411244e+003
+1.16551934200e+007, +1.49165676067e+003, -2.03841043894e+001, -7.09476456332e-006, +1.39824721255e+003
+1.17406995230e+007, +1.49080935564e+003, -2.06839287790e+001, -7.13812684074e-006, +1.39471646901e+003
+1.18268329250e+007, +1.48966589978e+003, -2.09822439836e+001, -7.17825581185e-006, +1.39088829943e+003
+1.19135982280e+007, +1.48816204674e+003, -2.12870010550e+001, -7.21741533883e-006, +1.38663013150e+003
+1.20010000690e+007, +1.48630070747e+003, -2.15825835782e+001, -7.25054386641e-006, +1.38209370235e+003
+1.20890431160e+007, +1.48407205958e+003, -2.18909266462e+001, -7.28461625275e-006, +1.37706350166e+003
+1.21777320740e+007, +1.48150059871e+003, -2.21928512460e+001, -7.31360635309e-006, +1.37174765732e+003
+1.22670716820e+007, +1.47892051317e+003, -2.24993138491e+001, -7.34262190535e-006, +1.36635116992e+003
+1.23570667130e+007, +1.47578547114e+003, -2.28096883378e+001, -7.36871573125e-006, +1.36037552325e+003
+1.24477219760e+007, +1.47267070080e+003, -2.31179330168e+001, -7.39288311052e-006, +1.35441326220e+003
+1.25390423130e+007, +1.46870093075e+003, -2.34317255450e+001, -7.41304571441e-006, +1.34758388895e+003
+1.26310326040e+007, +1.46435526723e+003, -2.37477328839e+001, -7.43054471733e-006, +1.34036452072e+003
+1.27236977650e+007, +1.46031982420e+003, -2.40627442737e+001, -7.44791474440e-006, +1.33341729406e+003
+1.28170427460e+007, +1.45637025491e+003, -2.43744493498e+001, -7.46340060860e-006, +1.32656075736e+003
+1.29110725350e+007, +1.45267089262e+003, -2.46856480563e+001, -7.47870842641e-006, +1.31991539626e+003
+1.30057921550e+007, +1.44931500663e+003, -2.49920951045e+001, -7.49317461101e-006, +1.31360996930e+003
+1.31012066680e+007, +1.44638288694e+003, -2.52927169279e+001, -7.50701014006e-006, +1.30772808949e+003
+1.31973211710e+007, +1.44352615372e+003, -2.55978599835e+001, -7.52133768402e-006, +1.30184213365e+003
+1.32941408000e+007, +1.44034825461e+003, -2.59057139860e+001, -7.53357230239e-006, +1.29561372694e+003
+1.33916707280e+007, +1.43708671663e+003, -2.62262292987e+001, -7.54759556913e-006, +1.28914749125e+003
+1.34899161650e+007, +1.43363930934e+003, -2.65457186179e+001, -7.55914331212e-006, +1.28250223979e+003
+1.35888823610e+007, +1.42928037347e+003, -2.68932093196e+001, -7.57195920209e-006, +1.27470533872e+003
+1.36885746040e+007, +1.42500837803e+003, -2.72395885663e+001, -7.58353967340e-006, +1.26697541748e+003
+1.37889982200e+007, +1.42094863601e+003, -2.75747386250e+001, -7.59203005867e-006, +1.25953989412e+003
+1.38901585740e+007, +1.41711872623e+003, -2.79098502700e+001, -7.60047733135e-006, +1.25228680349e+003
+1.39920610730e+007, +1.41366314662e+003, -2.82364457811e+001, -7.60759991919e-006, +1.24544102754e+003
+1.40947111590e+007, +1.41180067234e+003, -2.85312006246e+001, -7.61439719019e-006, +1.24034756636e+003
+1.41981143180e+007, +1.41042405514e+003, -2.88164150529e+001, -7.62062260059e-006, +1.23576930256e+003
+1.43022760750e+007, +1.40825684456e+003, -2.91138899452e+001, -7.62468339113e-006, +1.23032964406e+003
+1.44072019950e+007, +1.40557708755e+003, -2.94258810852e+001, -7.62850577880e-006, +1.22424636495e+003
+1.45128976840e+007, +1.40201023514e+003, -2.97521076584e+001, -7.62985592603e-006, +1.21719803148e+003
+1.46193687880e+007, +1.39679474032e+003, -3.00979322355e+001, -7.62565753361e-006, +1.20846423387e+003
+1.47266209980e+007, +1.38933802296e+003, -3.04725194652e+001, -7.61447565316e-006, +1.19743222106e+003
+1.48346600440e+007, +1.38230491643e+003, -3.08465014775e+001, -7.60402335671e-006, +1.18676964483e+003
+1.49434916970e+007, +1.37568854203e+003, -3.12163067982e+001, -7.59354545616e-006, +1.17651194066e+003
+1.50531217720e+007, +1.37410917583e+003, -3.14092171906e+001, -7.57137898456e-006, +1.17275679645e+003
+1.51635561280e+007, +1.36818248851e+003, -3.17509657410e+001, -7.55678838095e-006, +1.16342488801e+003
+1.52748006650e+007, +1.36467654935e+003, -3.21096865988e+001, -7.55808414392e-006, +1.15592480168e+003
+1.53868613250e+007, +1.36111423105e+003, -3.24601873080e+001, -7.55626421877e-006, +1.14845999322e+003
+1.54997440980e+007, +1.35696600351e+003, -3.28105241848e+001, -7.55011811283e-006, +1.14048526473e+003
+1.56134550130e+007, +1.35244729332e+003, -3.31504262516e+001, -7.53877823443e-006, +1.13231995003e+003
+1.57280001470e+007, +1.34745243706e+003, -3.34783009921e+001, -7.52143957034e-006, +1.12390305935e+003
+1.58433856190e+007, +1.34116376601e+003, -3.37666183870e+001, -7.48826801707e-006, +1.11492075360e+003
+1.59596175950e+007, +1.33416949624e+003, -3.40434141585e+001, -7.44831065701e-006, +1.10551101991e+003
+1.60767022850e+007, +1.32756241960e+003, -3.43242532172e+001, -7.41073834414e-006, +1.09638027604e+003
+1.61946459440e+007, +1.32108727393e+003, -3.46182020501e+001, -7.37579706148e-006, +1.08719660766e+003
+1.63134548740e+007, +1.31497043457e+003, -3.49211523364e+001, -7.34389880864e-006, +1.07819764233e+003
+1.64331354230e+007, +1.30929288639e+003, -3.52491613559e+001, -7.31834015367e-006, +1.06923403934e+003
+1.65536939860e+007, +1.30430727579e+003, -3.56187867721e+001, -7.30329255129e-006, +1.06028422467e+003
+1.66751370030e+007, +1.29927907227e+003, -3.59791499741e+001, -7.28541410326e-006, +1.05141669089e+003
+1.67974709640e+007, +1.29400696486e+003, -3.63230225288e+001, -7.26242540535e-006, +1.04256890513e+003
+1.69207024050e+007, +1.28863712932e+003, -3.66445723855e+001, -7.23430851444e-006, +1.03394239262e+003
+1.70448379100e+007, +1.28316952706e+003, -3.69627981817e+001, -7.20443386105e-006, +1.02528593859e+003
+1.71698841120e+007, +1.27738462373e+003, -3.72076387314e+001, -7.16008584942e-006, +1.01737209602e+003
+1.72958476900e+007, +1.27158398938e+003, -3.74586128151e+001, -7.11641585087e-006, +1.00937430134e+003
+1.74227353770e+007, +1.26577993682e+003, -3.77174505993e+001, -7.07373444221e-006, +1.00127907175e+003
+1.75505539510e+007, +1.25998725752e+003, -3.79916322068e+001, -7.03325299592e-006, +9.92996789009e+002
+1.76793102420e+007, +1.25412620632e+003, -3.82752863667e+001, -6.99351701182e-006, +9.84543788807e+002
+1.78090111280e+007, +1.24826727827e+003, -3.85955843327e+001, -6.95899884813e-006, +9.75606448199e+002
+1.79396635410e+007, +1.24237915070e+003, -3.89320067499e+001, -6.92619289322e-006, +9.66437091029e+002
+1.80712744590e+007, +1.23640127230e+003, -3.92625069686e+001, -6.89141319585e-006, +9.57289265938e+002
+1.82038509170e+007, +1.23055862152e+003, -3.95837022424e+001, -6.85548527097e-006, +9.48384794215e+002
+1.83373999960e+007, +1.22468462748e+003, -3.99004826604e+001, -6.81826026905e-006, +9.39528750451e+002
+1.84719288320e+007, +1.21913214942e+003, -4.02054288976e+001, -6.78070947452e-006, +9.31093729640e+002
+1.86074446140e+007, +1.21408666644e+003, -4.05012267270e+001, -6.74432342987e-006, +9.23181861880e+002
+1.87439545810e+007, +1.20860188294e+003, -4.07941423674e+001, -6.70476493514e-006, +9.14986382405e+002
+1.88814660280e+007, +1.20292631596e+003, -4.10862148524e+001, -6.66372374507e-006, +9.06671466335e+002
+1.90199863010e+007, +1.19691056310e+003, -4.13744216135e+001, -6.61999913881e-006, +8.98169134187e+002
+1.91595228010e+007, +1.19054428457e+003, -4.16616955452e+001, -6.57395857419e-006, +8.89435095423e+002
+1.93000829850e+007, +1.18325376770e+003, -4.19357403314e+001, -6.52090959043e-006, +8.80216344447e+002
+1.94416743610e+007, +1.17598150325e+003, -4.22118776246e+001, -6.46807262649e-006, +8.71008728458e+002
+1.95843044960e+007, +1.16865268791e+003, -4.24904725822e+001, -6.41507832595e-006, +8.61752416382e+002
+1.97279810090e+007, +1.16133866877e+003, -4.27699307873e+001, -6.36212299097e-006, +8.52522851506e+002
+1.98727115780e+007, +1.15385205319e+003, -4.30582514552e+001, -6.30912990237e-006, +8.43073483356e+002
+2.00185039350e+007, +1.14631252347e+003, -4.33633986395e+001, -6.25763229468e-006, +8.33384615570e+002
+2.01653658700e+007, +1.13864228938e+003, -4.36802960852e+001, -6.20653385295e-006, +8.23471451160e+002
+2.03133052290e+007, +1.13123716377e+003, -4.39827638258e+001, -6.15501540445e-006, +8.13980276359e+002
+2.04623299170e+007, +1.12385633675e+003, -4.42841944059e+001, -6.10332900362e-006, +8.04552310665e+002
+2.06124478970e+007, +1.11667510147e+003, -4.45762519621e+001, -6.05154919682e-006, +7.95426674157e+002
+2.07636671880e+007, +1.10974189081e+003, -4.48622472248e+001, -6.00034736142e-006, +7.86590367784e+002
+2.09159958710e+007, +1.10314724110e+003, -4.51338107278e+001, -5.94938360379e-006, +7.78219027559e+002
+2.10694420840e+007, +1.09655673445e+003, -4.54060585929e+001, -5.89846986028e-006, +7.69868093348e+002
+2.12240140260e+007, +1.09009487021e+003, -4.56683551875e+001, -5.84721831432e-006, +7.61769698128e+002
+2.13797199550e+007, +1.08363908362e+003, -4.59237490216e+001, -5.79532751347e-006, +7.53795681839e+002
+2.15365681920e+007, +1.07730617753e+003, -4.61710744153e+001, -5.74335110802e-006, +7.46042568862e+002
+2.16945671150e+007, +1.07169438641e+003, -4.63891491565e+001, -5.69250480589e-006, +7.39208358909e+002
+2.18537251680e+007, +1.06599278660e+003, -4.66115768347e+001, -5.64172794031e-006, +7.32273819876e+002
+2.20140508530e+007, +1.05994925024e+003, -4.68368423102e+001, -5.58954104832e-006, +7.25088199908e+002
+2.21755527370e+007, +1.05361461982e+003, -4.70697260141e+001, -5.53665135340e-006, +7.17625173121e+002
+2.23382394490e+007, +1.04692752140e+003, -4.73079052589e+001, -5.48251671470e-006, +7.09877858945e+002
+2.25021196800e+007, +1.03928136272e+003, -4.75610841611e+001, -5.42481012120e-006, +7.01311010658e+002
+2.26672021880e+007, +1.03115448271e+003, -4.78224111994e+001, -5.36541831345e-006, +6.92348851206e+002
+2.28334957920e+007, +1.02325672400e+003, -4.80816812365e+001, -5.30716343059e-006, +6.83607625764e+002
+2.30010093780e+007, +1.01569354983e+003, -4.83409617107e+001, -5.25076472641e-006, +6.75127846665e+002
+2.31697518950e+007, +1.00834986698e+003, -4.86009061095e+001, -5.19567076451e-006, +6.66821769595e+002
+2.33397323590e+007, +1.00148462768e+003, -4.88619666406e+001, -5.14323871562e-006, +6.58852021750e+002
+2.35109598520e+007, +9.95396211690e+002, -4.91290525411e+001, -5.09535003509e-006, +6.51344941368e+002
+2.36834435240e+007, +9.89207024619e+002, -4.93944397633e+001, -5.04688416025e-006, +6.43823311926e+002
+2.38571925880e+007, +9.82859421600e+002, -4.96513923562e+001, -4.99706713822e-006, +6.36339129367e+002
+2.40322163300e+007, +9.76395992843e+002, -4.99020335980e+001, -4.94631860269e-006, +6.28893222091e+002
+2.42085241000e+007, +9.69757710446e+002, -5.01449046122e+001, -4.89427417602e-006, +6.21467465456e+002
+2.43861253180e+007, +9.62863677289e+002, -5.03725794862e+001, -4.84005408107e-006, +6.14107393288e+002
+2.45650294740e+007, +9.55908419208e+002, -5.05983911963e+001, -4.78562752470e-006, +6.06764982107e+002
+2.47452461260e+007, +9.48890641367e+002, -5.08229871437e+001, -4.73104587476e-006, +5.99431623688e+002
+2.49267849030e+007, +9.41837706044e+002, -5.10481252179e+001, -4.67657253765e-006, +5.92102671703e+002
+2.51096555050e+007, +9.34818882834e+002, -5.12692834761e+001, -4.62226034857e-006, +5.84879678446e+002
+2.52938677010e+007, +9.27655955438e+002, -5.14958408319e+001, -4.56784246237e-006, +5.77532109053e+002
+2.54794313360e+007, +9.20511606514e+002, -5.17237550993e+001, -4.51385631155e-006, +5.70214234541e+002
+2.56663563230e+007, +9.13412746411e+002, -5.19490207505e+001, -4.46018575252e-006, +5.62993243921e+002
+2.58546526490e+007, +9.06260905567e+002, -5.21701083553e+001, -4.40627019893e-006, +5.55827213697e+002
+2.60443303750e+007, +8.99147004545e+002, -5.23883989381e+001, -4.35265137432e-006, +5.48754426567e+002
+2.62353996360e+007, +8.91963521021e+002, -5.26050712130e+001, -4.29888824698e-006, +5.41694373711e+002
+2.64278706400e+007, +8.84548026774e+002, -5.28222380179e+001, -4.24433215190e-006, +5.34523451786e+002
+2.66217536710e+007, +8.77308003038e+002, -5.30346306091e+001, -4.19065452004e-006, +5.27553554576e+002
+2.68170590870e+007, +8.70202433167e+002, -5.32387210245e+001, -4.13747641570e-006, +5.20800771074e+002
+2.70137973250e+007, +8.63194793442e+002, -5.34401290524e+001, -4.08494165113e-006, +5.14172723926e+002
+2.72119788950e+007, +8.56349886867e+002, -5.36324177894e+001, -4.03302474410e-006, +5.07784127676e+002
+2.74116143860e+007, +8.50144693370e+002, -5.37910595247e+001, -3.98273064253e-006, +5.02207317183e+002
+2.76127144650e+007, +8.43905524775e+002, -5.39551086732e+001, -3.93291970298e-006, +4.96569992500e+002
+2.78152898760e+007, +8.37539369674e+002, -5.41273645791e+001, -3.88328431084e-006, +4.90785852909e+002
+2.80193514440e+007, +8.30997157740e+002, -5.43095963427e+001, -3.83366845576e-006, +4.84808053960e+002
+2.82249100700e+007, +8.24260501280e+002, -5.45046909776e+001, -3.78410734079e-006, +4.78595567437e+002
+2.84319767370e+007, +8.17084166780e+002, -5.47297941035e+001, -3.73424720818e-006, +4.71811484631e+002
+2.86405625100e+007, +8.09718737833e+002, -5.49726504098e+001, -3.68461457725e-006, +4.64752146826e+002
+2.88506785330e+007, +8.02411209777e+002, -5.52077270328e+001, -3.63516281634e-006, +4.57858099528e+002
+2.90623360310e+007, +7.95152139513e+002, -5.54332193877e+001, -3.58579312752e-006, +4.51142611066e+002
+2.92755463150e+007, +7.87977607636e+002, -5.56506374558e+001, -3.53675725460e-006, +4.44606559158e+002
+2.94903207750e+007, +7.80900240342e+002, -5.58633324308e+001, -3.48826818721e-006, +4.38216861206e+002
+2.97066708860e+007, +7.73887098431e+002, -5.60801757374e+001, -3.44054515462e-006, +4.31853965533e+002
+2.99246082100e+007, +7.66980096486e+002, -5.62810784116e+001, -3.39296550866e-006, +4.25765335438e+002
+3.01441443880e+007, +7.60104535632e+002, -5.65169730820e+001, -3.34720422377e-006, +4.19342021065e+002
+3.03652911520e+007, +7.53224867538e+002, -5.66700443646e+001, -3.29855924052e-006, +4.13866727436e+002
+3.05880603170e+007, +7.46384086382e+002, -5.68066657255e+001, -3.24987587282e-006, +4.08619814388e+002
+3.08124637860e+007, +7.39804113054e+002, -5.68655178883e+001, -3.19991298467e-006, +4.04381384265e+002
+3.10385135480e+007, +7.33172553685e+002, -5.69289434719e+001, -3.15040633991e-006, +4.00076653525e+002
+3.12662216810e+007, +7.26539032221e+002, -5.70078292502e+001, -3.10194158749e-006, +3.95618251513e+002
+3.14956003510e+007, +7.19877909304e+002, -5.71013100332e+001, -3.05434588145e-006, +3.91005467532e+002
+3.17266618130e+007, +7.13173730327e+002, -5.72154327051e+001, -3.00772818699e-006, +3.86170582905e+002
+3.19594184150e+007, +7.06309606468e+002, -5.73664326478e+001, -2.96209459540e-006, +3.80887521871e+002
+3.21938825900e+007, +6.99341619915e+002, -5.75429654805e+001, -2.91724327634e-006, +3.75313574229e+002
+3.24300668680e+007, +6.92446946550e+002, -5.77161366481e+001, -2.87294525724e-006, +3.69845795823e+002
+3.26679838660e+007, +6.85676106207e+002, -5.78818633914e+001, -2.82928350987e-006, +3.64551155302e+002
+3.29076462970e+007, +6.79035375927e+002, -5.80410885581e+001, -2.78631782089e-006, +3.59420871298e+002
+3.31490669650e+007, +6.72538363863e+002, -5.82003900395e+001, -2.74430144385e-006, +3.54394097470e+002
+3.33922587700e+007, +6.66406611661e+002, -5.83583415239e+001, -2.70408036131e-006, +3.49600266476e+002
+3.36372347060e+007, +6.60212402601e+002, -5.85077736726e+001, -2.66370063450e-006, +3.44883654266e+002
+3.38840078610e+007, +6.53945944012e+002, -5.86430394739e+001, -2.62298342556e-006, +3.40292748441e+002
+3.41325914190e+007, +6.47557218530e+002, -5.87712404445e+001, -2.58195115547e-006, +3.35730115203e+002
+3.43829986640e+007, +6.41124320999e+002, -5.88866606576e+001, -2.54077889574e-006, +3.31289880312e+002
+3.46352429740e+007, +6.34493248642e+002, -5.89645451701e+001, -2.49823278389e-006, +3.27124665466e+002
+3.48893378260e+007, +6.27817293980e+002, -5.90371495607e+001, -2.45581329391e-006, +3.23000819284e+002
+3.51452967960e+007, +6.21162895901e+002, -5.91136193782e+001, -2.41401702957e-006, +3.18866067044e+002
+3.54031335610e+007, +6.14506710415e+002, -5.91931737672e+001, -2.37272331248e-006, +3.14716660830e+002
+3.56628618950e+007, +6.07811734110e+002, -5.92768479813e+001, -2.33180708242e-006, +3.10525134031e+002
+3.59244956780e+007, +6.00973372785e+002, -5.93722962596e+001, -2.29104401941e-006, +3.06170418203e+002
+3.61880488860e+007, +5.94064588861e+002, -5.94718670589e+001, -2.25052238283e-006, +3.01761863857e+002
+3.64535356020e+007, +5.87286166917e+002, -5.95671118029e+001, -2.21080216061e-006, +2.97477339703e+002
+3.67209700110e+007, +5.80656243246e+002, -5.96637751306e+001, -2.17207253946e-006, +2.93274022394e+002
+3.69903664020e+007, +5.74174050003e+002, -5.97582085634e+001, -2.13423574281e-006, +2.89182882711e+002
+3.72617391670e+007, +5.67879442704e+002, -5.98524130547e+001, -2.09747112408e-006, +2.85205589734e+002
+3.75351028070e+007, +5.62068294265e+002, -5.99526556571e+001, -2.06297922055e-006, +2.81436272549e+002
+3.78104719280e+007, +5.56178104130e+002, -6.00463461425e+001, -2.02840739466e-006, +2.77699346299e+002
+3.80878612410e+007, +5.50173029002e+002, -6.01336229125e+001, -1.99363966559e-006, +2.73974577659e+002
+3.83672855680e+007, +5.44062864488e+002, -6.02139970154e+001, -1.95871496547e-006, +2.70269732914e+002
+3.86487598390e+007, +5.37872842807e+002, -6.02844387585e+001, -1.92367839721e-006, +2.66620645403e+002
+3.89322990910e+007, +5.31238520167e+002, -6.03512632637e+001, -1.88736816765e-006, +2.62793758869e+002
+3.92179184760e+007, +5.24614338584e+002, -6.04081248905e+001, -1.85130418168e-006, +2.59064298254e+002
+3.95056332520e+007, +5.18120182593e+002, -6.04578525628e+001, -1.81596505057e-006, +2.55466238998e+002
+3.97954587930e+007, +5.11754944140e+002, -6.05020192244e+001, -1.78136985084e-006, +2.51984494189e+002
+4.00874105840e+007, +5.05469031278e+002, -6.05356533918e+001, -1.74725480697e-006, +2.48631052011e+002
+4.03815042230e+007, +4.99508160432e+002, -6.05513820689e+001, -1.71434065078e-006, +2.45579610175e+002
+4.06777554240e+007, +4.93733184056e+002, -6.05537639840e+001, -1.68221909236e-006, +2.42722510549e+002
+4.09761800160e+007, +4.87863645712e+002, -6.05597040775e+001, -1.65021155620e-006, +2.39792960293e+002
+4.12767939430e+007, +4.81956607150e+002, -6.05682361354e+001, -1.61849406683e-006, +2.36827049943e+002
+4.15796132660e+007, +4.75998503549e+002, -6.05815643340e+001, -1.58705236259e-006, +2.33802874019e+002
+4.18846541660e+007, +4.69938960827e+002, -6.06015513252e+001, -1.55574361428e-006, +2.30683714482e+002
+4.21919329400e+007, +4.63729618605e+002, -6.06443895042e+001, -1.52464844055e-006, +2.27333540049e+002
+4.25014660060e+007, +4.57568211192e+002, -6.06745559946e+001, -1.49387673863e-006, +2.24103033381e+002
+4.28132699030e+007, +4.51402155088e+002, -6.06980580204e+001, -1.46334957096e-006, +2.20921635737e+002
+4.31273612890e+007, +4.45292408744e+002, -6.07091453844e+001, -1.43318552796e-006, +2.17856304530e+002
+4.34437569470e+007, +4.39241743926e+002, -6.07089201064e+001, -1.40341231658e-006, +2.14897563843e+002
+4.37624737810e+007, +4.33150842759e+002, -6.06848071736e+001, -1.37354778036e-006, +2.12076576668e+002
+4.40835288200e+007, +4.27114206155e+002, -6.06551867717e+001, -1.34415077686e-006, +2.09313458988e+002
+4.44069392190e+007, +4.21156969027e+002, -6.06229267770e+001, -1.31533358674e-006, +2.06600699091e+002
+4.47327222560e+007, +4.15206260785e+002, -6.05846806956e+001, -1.28682058179e-006, +2.03923022156e+002
+4.50608953380e+007, +4.09295677111e+002, -6.05420367891e+001, -1.25873517430e-006, +2.01285419204e+002
+4.53914759990e+007, +4.03446357781e+002, -6.05005336313e+001, -1.23120590594e-006, +1.98663221398e+002
+4.57244819030e+007, +3.97627068006e+002, -6.04558272529e+001, -1.20407752641e-006, +1.96067689673e+002
+4.60599308400e+007, +3.91833136090e+002, -6.04036349541e+001, -1.17728257161e-006, +1.93521175774e+002
+4.63978407350e+007, +3.86088886870e+002, -6.03415494607e+001, -1.15086592530e-006, +1.91047834349e+002
+4.67382296410e+007, +3.81552814598e+002, -6.01092812241e+001, -1.12644594271e-006, +1.90145817409e+002
+4.70811157460e+007, +3.75867279045e+002, -6.00179415062e+001, -1.10056836441e-006, +1.87831700452e+002
+4.74265173690e+007, +3.70189029702e+002, -5.99118026625e+001, -1.07489591936e-006, +1.85587795203e+002
+4.77744529650e+007, +3.64510936952e+002, -5.98045284805e+001, -1.04955886107e-006, +1.83331371884e+002
+4.81249411240e+007, +3.58882684606e+002, -5.96852987687e+001, -1.02458288280e-006, +1.81145726939e+002
+4.84780005730e+007, +3.53268420015e+002, -5.95585667707e+001, -9.99912102656e-007, +1.78986043395e+002
+4.88336501750e+007, +3.47665500793e+002, -5.94243161771e+001, -9.75538693123e-007, +1.76849121759e+002
+4.91919089320e+007, +3.42202899616e+002, -5.92870213205e+001, -9.51865435491e-007, +1.74775914745e+002
+4.95527959860e+007, +3.36750490298e+002, -5.91389435853e+001, -9.28446479388e-007, +1.72738828400e+002
+4.99163306200e+007, +3.31216802018e+002, -5.89774146436e+001, -9.05008220718e-007, +1.70701164280e+002
+5.02825322560e+007, +3.25668239088e+002, -5.88023062894e+001, -8.81739066963e-007, +1.68693730913e+002
+5.06514204600e+007, +3.20106728427e+002, -5.86158005115e+001, -8.58668952999e-007, +1.66703334220e+002
+5.10230149430e+007, +3.14373484404e+002, -5.84130225218e+001, -8.35335646853e-007, +1.64666412633e+002
+5.13973355570e+007, +3.08575590840e+002, -5.81890863914e+001, -8.11995997929e-007, +1.62655647123e+002
+5.17744023030e+007, +3.02861415772e+002, -5.79613065338e+001, -7.89198157788e-007, +1.60665514049e+002
+5.21542353270e+007, +2.97218384627e+002, -5.77152099237e+001, -7.66779228490e-007, +1.58752644882e+002
+5.25368549240e+007, +2.91642404985e+002, -5.74598492847e+001, -7.44803810264e-007, +1.56871677056e+002
+5.29222815370e+007, +2.86171989560e+002, -5.71919708624e+001, -7.23338530055e-007, +1.55055423749e+002
+5.33105357580e+007, +2.80828694088e+002, -5.69202783225e+001, -7.02500997524e-007, +1.53277828515e+002
+5.37016383330e+007, +2.75493882031e+002, -5.66269375716e+001, -6.81846256099e-007, +1.51545927095e+002
+5.40956101560e+007, +2.70187735347e+002, -5.63111548452e+001, -6.61423307240e-007, +1.49868393598e+002
+5.44924722790e+007, +2.64876047391e+002, -5.59708807719e+001, -6.41138063571e-007, +1.48228389419e+002
