!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:54:32 2026

BEGIN CH1_DATA
DCV(V), +4.164e-005, DCI(A), -3.882e-007
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+3.56717790000e+004, +2.61867212217e+002, +5.14496485617e+001, +9.13728139860e-004, +1.63196209917e+002
+3.59334780000e+004, +2.62885150966e+002, +5.13054119972e+001, +9.08769989397e-004, +1.64347630198e+002
+3.61970970000e+004, +2.63893461455e+002, +5.11606454294e+001, +9.03776080075e-004, +1.65497872264e+002
+3.64626500000e+004, +2.64897649783e+002, +5.10161021349e+001, +8.98775882135e-004, +1.66647630884e+002
+3.67301520000e+004, +2.65902222404e+002, +5.08730703691e+001, +8.93801542457e-004, +1.67795068157e+002
+3.69996150000e+004, +2.66907405589e+002, +5.07301471719e+001, +8.88836288329e-004, +1.68945345512e+002
+3.72710560000e+004, +2.67913855541e+002, +5.05876989007e+001, +8.83887077235e-004, +1.70097542490e+002
+3.75444880000e+004, +2.68921581987e+002, +5.04473036114e+001, +8.78974110882e-004, +1.71245937910e+002
+3.78199260000e+004, +2.69931323346e+002, +5.03067590623e+001, +8.74071984812e-004, +1.72398940927e+002
+3.80973850000e+004, +2.70934276710e+002, +5.01661502613e+001, +8.69153606948e-004, +1.73550603548e+002
+3.83768790000e+004, +2.71944169616e+002, +5.00253639081e+001, +8.64262055483e-004, +1.74710105176e+002
+3.86584230000e+004, +2.72942674965e+002, +4.98851480553e+001, +8.59348712352e-004, +1.75862939506e+002
+3.89420340000e+004, +2.73937230311e+002, +4.97424052316e+001, +8.54398854844e-004, +1.77025125903e+002
+3.92277240000e+004, +2.74933575846e+002, +4.95993073148e+001, +8.49458345025e-004, +1.78192453201e+002
+3.95155110000e+004, +2.75925062397e+002, +4.94566657235e+001, +8.44517086581e-004, +1.79357630537e+002
+3.98054090000e+004, +2.76917655706e+002, +4.93153060017e+001, +8.39604229411e-004, +1.80521471229e+002
+4.00974340000e+004, +2.77916412075e+002, +4.91746843306e+001, +8.34728187388e-004, +1.81689247378e+002
+4.03916010000e+004, +2.78915407772e+002, +4.90363478223e+001, +8.29890471812e-004, +1.82851395777e+002
+4.06879260000e+004, +2.79915059257e+002, +4.88982573298e+001, +8.25066799516e-004, +1.84015646415e+002
+4.09864260000e+004, +2.80912312057e+002, +4.87600323675e+001, +8.20243598621e-004, +1.85181373675e+002
+4.12871150000e+004, +2.81915355618e+002, +4.86238094414e+001, +8.15471791187e-004, +1.86346077471e+002
+4.15900100000e+004, +2.82915262219e+002, +4.84867322149e+001, +8.10689652978e-004, +1.87514386532e+002
+4.18951270000e+004, +2.83913680979e+002, +4.83502802552e+001, +8.05920865672e-004, +1.88681900970e+002
+4.22024830000e+004, +2.84919751496e+002, +4.82125492578e+001, +8.01167605913e-004, +1.89861739955e+002
+4.25120930000e+004, +2.85927206255e+002, +4.80758283695e+001, +7.96440653021e-004, +1.91041262720e+002
+4.28239750000e+004, +2.86924596995e+002, +4.79407863437e+001, +7.91716768083e-004, +1.92210290916e+002
+4.31381450000e+004, +2.87916113147e+002, +4.78057609280e+001, +7.86987610968e-004, +1.93377734559e+002
+4.34546200000e+004, +2.88902223784e+002, +4.76721643014e+001, +7.82272638779e-004, +1.94538600355e+002
+4.37734160000e+004, +2.89861021712e+002, +4.75418627144e+001, +7.77536788698e-004, +1.95671071527e+002
+4.40945510000e+004, +2.90824415462e+002, +4.74143092312e+001, +7.72860089629e-004, +1.96798588309e+002
+4.44180430000e+004, +2.91782082188e+002, +4.72839134678e+001, +7.68145788882e-004, +1.97935038109e+002
+4.47439070000e+004, +2.92742703647e+002, +4.71550740498e+001, +7.63471656555e-004, +1.99069844478e+002
+4.50721620000e+004, +2.93711350860e+002, +4.70243478108e+001, +7.58808104871e-004, +2.00219359465e+002
+4.54028260000e+004, +2.94687077718e+002, +4.68936012805e+001, +7.54175357812e-004, +2.01375980234e+002
+4.57359150000e+004, +2.95683423715e+002, +4.67587136438e+001, +7.49556696546e-004, +2.02564496679e+002
+4.60714480000e+004, +2.96680856596e+002, +4.66251993093e+001, +7.44969675641e-004, +2.03750885558e+002
+4.64094420000e+004, +2.97662614603e+002, +4.64921378833e+001, +7.40361324799e-004, +2.04927048915e+002
+4.67499160000e+004, +2.98637820116e+002, +4.63616198139e+001, +7.35780929370e-004, +2.06091298511e+002
+4.70928880000e+004, +2.99611742255e+002, +4.62305537090e+001, +7.31203994697e-004, +2.07258875801e+002
+4.74383760000e+004, +3.00576826161e+002, +4.61047525216e+001, +7.26683449078e-004, +2.08402555307e+002
+4.77863980000e+004, +3.01536826643e+002, +4.59778226041e+001, +7.22150787124e-004, +2.09549022991e+002
+4.81369740000e+004, +3.02490624372e+002, +4.58509962798e+001, +7.17618844251e-004, +2.10692807979e+002
+4.84901220000e+004, +3.03453181894e+002, +4.57246419364e+001, +7.13127778091e-004, +2.11842915968e+002
+4.88458600000e+004, +3.04403612624e+002, +4.55986089370e+001, +7.08626638940e-004, +2.12985328722e+002
+4.92042090000e+004, +3.05350223395e+002, +4.54735158371e+001, +7.04142906755e-004, +2.14123448457e+002
+4.95651860000e+004, +3.06298067727e+002, +4.53483347934e+001, +6.99676028928e-004, +2.15264695754e+002
+4.99288120000e+004, +3.07242038222e+002, +4.52228902430e+001, +6.95212323780e-004, +2.16406136413e+002
+5.02951050000e+004, +3.08182674139e+002, +4.50986993127e+001, +6.90771600898e-004, +2.17542343839e+002
+5.06640850000e+004, +3.09125925703e+002, +4.49764667175e+001, +6.86375712581e-004, +2.18674800011e+002
+5.10357730000e+004, +3.10064037815e+002, +4.48538491827e+001, +6.81979312034e-004, +2.19806931469e+002
+5.14101870000e+004, +3.10995719580e+002, +4.47320984104e+001, +6.77594977707e-004, +2.20933008866e+002
+5.17873480000e+004, +3.11934754091e+002, +4.46105968052e+001, +6.73245484871e-004, +2.22065157105e+002
+5.21672760000e+004, +3.12872746631e+002, +4.44913041248e+001, +6.68935774421e-004, +2.23189907319e+002
+5.25499910000e+004, +3.13810442937e+002, +4.43717091840e+001, +6.64637603651e-004, +2.24317373224e+002
+5.29355140000e+004, +3.14750168294e+002, +4.42548216204e+001, +6.60391552639e-004, +2.25437673916e+002
+5.33238650000e+004, +3.15705633633e+002, +4.41400119358e+001, +6.56218414400e-004, +2.26563034784e+002
+5.37150660000e+004, +3.16654775893e+002, +4.40252811712e+001, +6.52048173530e-004, +2.27685302977e+002
+5.41091360000e+004, +3.17596175490e+002, +4.39111034553e+001, +6.47883947753e-004, +2.28801595833e+002
+5.45060970000e+004, +3.18547388910e+002, +4.37963439951e+001, +6.43748361819e-004, +2.29928904317e+002
+5.49059710000e+004, +3.19477790845e+002, +4.36829118193e+001, +6.39601954768e-004, +2.31037765468e+002
+5.53087780000e+004, +3.20399592568e+002, +4.35686537592e+001, +6.35444964762e-004, +2.32145217378e+002
+5.57145410000e+004, +3.21310115709e+002, +4.34542717435e+001, +6.31280871075e-004, +2.33246570741e+002
+5.61232800000e+004, +3.22222317105e+002, +4.33406608309e+001, +6.27145964312e-004, +2.34347739163e+002
+5.65350170000e+004, +3.23143305567e+002, +4.32268421528e+001, +6.23042493184e-004, +2.35457674232e+002
+5.69497760000e+004, +3.24058564616e+002, +4.31140199996e+001, +6.18956176828e-004, +2.36561151639e+002
+5.73675770000e+004, +3.24973311287e+002, +4.29999323141e+001, +6.14871127294e-004, +2.37670695960e+002
+5.77884430000e+004, +3.25900240524e+002, +4.28869977019e+001, +6.10839061985e-004, +2.38786245168e+002
+5.82123970000e+004, +3.26818611713e+002, +4.27736378591e+001, +6.06802676119e-004, +2.39898718745e+002
+5.86394610000e+004, +3.27744205703e+002, +4.26617974754e+001, +6.02813720890e-004, +2.41012142672e+002
+5.90696580000e+004, +3.28675528278e+002, +4.25524350734e+001, +5.98879895995e-004, +2.42121704428e+002
+5.95030120000e+004, +3.29600910212e+002, +4.24407972439e+001, +5.94925655802e-004, +2.43237237973e+002
+5.99395440000e+004, +3.30567135820e+002, +4.23365848135e+001, +5.91145071802e-004, +2.44355626325e+002
+6.03792790000e+004, +3.31516903244e+002, +4.22306112661e+001, +5.87330158281e-004, +2.45470236369e+002
+6.08222400000e+004, +3.32468121750e+002, +4.21256024058e+001, +5.83544066627e-004, +2.46583689594e+002
+6.12684510000e+004, +3.33405963168e+002, +4.20207030240e+001, +5.79751272220e-004, +2.47688288934e+002
+6.17179350000e+004, +3.34327535587e+002, +4.19152918168e+001, +5.75940510831e-004, +2.48784245714e+002
+6.21707170000e+004, +3.35220228180e+002, +4.18081096116e+001, +5.72077048532e-004, +2.49867007329e+002
+6.26268210000e+004, +3.36100913035e+002, +4.17014865963e+001, +5.68216919923e-004, +2.50939973564e+002
+6.30862710000e+004, +3.36991536389e+002, +4.15956476198e+001, +5.64399892828e-004, +2.52018622553e+002
+6.35490910000e+004, +3.37881575562e+002, +4.14911111295e+001, +5.60613696695e-004, +2.53093069779e+002
+6.40153070000e+004, +3.38767708166e+002, +4.13880113358e+001, +5.56854230835e-004, +2.54160279007e+002
+6.44849430000e+004, +3.39669435744e+002, +4.12894367371e+001, +5.53187244664e-004, +2.55222791085e+002
+6.49580240000e+004, +3.40576126104e+002, +4.11914797705e+001, +5.49551577742e-004, +2.56287911872e+002
+6.54345760000e+004, +3.41491151269e+002, +4.10959352041e+001, +5.45971934496e-004, +2.57351155825e+002
+6.59146250000e+004, +3.42398488321e+002, +4.10004583459e+001, +5.42396774248e-004, +2.58409622392e+002
+6.63981950000e+004, +3.43308162966e+002, +4.09055008035e+001, +5.38847077436e-004, +2.59469084497e+002
+6.68853120000e+004, +3.44214167036e+002, +4.08089240577e+001, +5.35290200731e-004, +2.60533387664e+002
+6.73760040000e+004, +3.45121421424e+002, +4.07152352763e+001, +5.31782643788e-004, +2.61588547573e+002
+6.78702950000e+004, +3.46034395067e+002, +4.06216971984e+001, +5.28301458459e-004, +2.62648691940e+002
+6.83682120000e+004, +3.46932771733e+002, +4.05275725845e+001, +5.24807745060e-004, +2.63701289961e+002
+6.88697830000e+004, +3.47841217911e+002, +4.04337662308e+001, +5.21348790529e-004, +2.64761505742e+002
+6.93750330000e+004, +3.48735869042e+002, +4.03401765343e+001, +5.17887625555e-004, +2.65811572656e+002
+6.98839900000e+004, +3.49631761951e+002, +4.02429317553e+001, +5.14405830010e-004, +2.66878179791e+002
+7.03966800000e+004, +3.50521806775e+002, +4.01484591371e+001, +5.10961351961e-004, +2.67930577853e+002
+7.09131320000e+004, +3.51416039775e+002, +4.00540213288e+001, +5.07539756998e-004, +2.68987208359e+002
+7.14333730000e+004, +3.52307848737e+002, +3.99615574505e+001, +5.04151760712e-004, +2.70035351568e+002
+7.19574300000e+004, +3.53194397541e+002, +3.98701046676e+001, +5.00783137003e-004, +2.71076607511e+002
+7.24853320000e+004, +3.54082576038e+002, +3.97835606311e+001, +4.97484278069e-004, +2.72100829119e+002
+7.30171070000e+004, +3.54964491267e+002, +3.97022628540e+001, +4.94247073988e-004, +2.73100566502e+002
+7.35527830000e+004, +3.55845885534e+002, +3.96206230380e+001, +4.91021223425e-004, +2.74102306167e+002
+7.40923890000e+004, +3.56736499802e+002, +3.95384487382e+001, +4.87818093595e-004, +2.75114319955e+002
+7.46359530000e+004, +3.57628249901e+002, +3.94576088400e+001, +4.84645635735e-004, +2.76122978015e+002
+7.51835060000e+004, +3.58516482519e+002, +3.93750749369e+001, +4.81466365368e-004, +2.77136691222e+002
+7.57350750000e+004, +3.59433331504e+002, +3.92913615014e+001, +4.78328604103e-004, +2.78178285554e+002
+7.62906910000e+004, +3.60350444055e+002, +3.92085853299e+001, +4.75215543249e-004, +2.79217460604e+002
+7.68503830000e+004, +3.61259887288e+002, +3.91264795686e+001, +4.72113988391e-004, +2.80249111050e+002
+7.74141810000e+004, +3.62158896100e+002, +3.90442033612e+001, +4.69012052087e-004, +2.81274405456e+002
+7.79821160000e+004, +3.63062986751e+002, +3.89637255903e+001, +4.65949805593e-004, +2.82297531702e+002
+7.85542170000e+004, +3.63930864904e+002, +3.88810991515e+001, +4.62834795308e-004, +2.83302076374e+002
+7.91305150000e+004, +3.64794009622e+002, +3.87998251673e+001, +4.59743101602e-004, +2.84298518571e+002
+7.97110410000e+004, +3.65672152770e+002, +3.87183876551e+001, +4.56684268134e-004, +2.85308278105e+002
+8.02958250000e+004, +3.66542230327e+002, +3.86378436464e+001, +4.53639700709e-004, +2.86309153431e+002
+8.08849000000e+004, +3.67424701442e+002, +3.85596465903e+001, +4.50648960229e-004, +2.87311300812e+002
+8.14782970000e+004, +3.68319479540e+002, +3.84808018792e+001, +4.47681799168e-004, +2.88326639208e+002
+8.20760470000e+004, +3.69243929117e+002, +3.84046487191e+001, +4.44791475446e-004, +2.89355441628e+002
+8.26781820000e+004, +3.70170113818e+002, +3.83286468240e+001, +4.41918567929e-004, +2.90386014527e+002
+8.32847350000e+004, +3.71085219273e+002, +3.82522285443e+001, +4.39042300995e-004, +2.91410569569e+002
+8.38957380000e+004, +3.72003351822e+002, +3.81778063681e+001, +4.36202953551e-004, +2.92430486694e+002
+8.45112230000e+004, +3.72914227312e+002, +3.81040961293e+001, +4.33375850649e-004, +2.93442814739e+002
+8.51312230000e+004, +3.73816710341e+002, +3.80317780501e+001, +4.30566341532e-004, +2.94443896886e+002
+8.57557720000e+004, +3.74718247674e+002, +3.79593165069e+001, +4.27768302339e-004, +2.95445745047e+002
+8.63849030000e+004, +3.75616907422e+002, +3.78897125369e+001, +4.25008172518e-004, +2.96434747520e+002
+8.70186490000e+004, +3.76520302851e+002, +3.78187688300e+001, +4.22254376250e-004, +2.97433792812e+002
+8.76570450000e+004, +3.77422918621e+002, +3.77478328845e+001, +4.19513500846e-004, +2.98433106067e+002
+8.83001240000e+004, +3.78299534376e+002, +3.76782999980e+001, +4.16770902555e-004, +2.99407089687e+002
+8.89479210000e+004, +3.79188857616e+002, +3.76096486048e+001, +4.14064523107e-004, +3.00388439457e+002
+8.96004710000e+004, +3.80081211249e+002, +3.75423474390e+001, +4.11387762027e-004, +3.01367603605e+002
+9.02578080000e+004, +3.80979331473e+002, +3.74751268987e+001, +4.08731471650e-004, +3.02351879653e+002
+9.09199670000e+004, +3.81880022918e+002, +3.74095811997e+001, +4.06106823602e-004, +3.03332282655e+002
+9.15869840000e+004, +3.82794386287e+002, +3.73468345885e+001, +4.03535600142e-004, +3.04313065654e+002
+9.22588940000e+004, +3.83752112383e+002, +3.72868887266e+001, +4.01048124460e-004, +3.05317836030e+002
+9.29357340000e+004, +3.84695982289e+002, +3.72254295706e+001, +3.98544097410e-004, +3.06318600100e+002
+9.36175390000e+004, +3.85619512373e+002, +3.71630641202e+001, +3.96022924707e-004, +3.07307712441e+002
+9.43043460000e+004, +3.86543034769e+002, +3.71028000983e+001, +3.93533240902e-004, +3.08289116930e+002
+9.49961920000e+004, +3.87463352822e+002, +3.70398225233e+001, +3.91028012455e-004, +3.09279848734e+002
+9.56931140000e+004, +3.88353167884e+002, +3.69706252446e+001, +3.88448714020e-004, +3.10272412908e+002
+9.63951480000e+004, +3.89237923453e+002, +3.69054957162e+001, +3.85914319394e-004, +3.11245177732e+002
+9.71023330000e+004, +3.90126875015e+002, +3.68406331648e+001, +3.83399610960e-004, +3.12221016381e+002
+9.78147050000e+004, +3.91032850864e+002, +3.67772916402e+001, +3.80928070551e-004, +3.13205082995e+002
+9.85323040000e+004, +3.91923230437e+002, +3.67159514895e+001, +3.78471803374e-004, +3.14169279259e+002
+9.92551680000e+004, +3.92840269587e+002, +3.66559951031e+001, +3.76065951211e-004, +3.15149978742e+002
+9.99833340000e+004, +3.93760226458e+002, +3.66014439481e+001, +3.73722453620e-004, +3.16111674153e+002
+1.00716843000e+005, +3.94683358089e+002, +3.65436950190e+001, +3.71365604368e-004, +3.17089794724e+002
+1.01455733000e+005, +3.95614187518e+002, +3.64883338935e+001, +3.69048517864e-004, +3.18065086238e+002
+1.02200043000e+005, +3.96542846574e+002, +3.64327496795e+001, +3.66738950797e-004, +3.19040321242e+002
+1.02949815000e+005, +3.97474412945e+002, +3.63745492773e+001, +3.64420936077e-004, +3.20029430695e+002
+1.03705086000e+005, +3.98416645048e+002, +3.63161182890e+001, +3.62122238064e-004, +3.21028875956e+002
+1.04465899000e+005, +3.99366229400e+002, +3.62568310397e+001, +3.59834248883e-004, +3.22038583865e+002
+1.05232293000e+005, +4.00306173366e+002, +3.61990567955e+001, +3.57561892559e-004, +3.23035086571e+002
+1.06004310000e+005, +4.01256560420e+002, +3.61454025402e+001, +3.55345120250e-004, +3.24023795925e+002
+1.06781990000e+005, +4.02188060601e+002, +3.60921395428e+001, +3.53125947606e-004, +3.24996391140e+002
+1.07565376000e+005, +4.03120123685e+002, +3.60465831293e+001, +3.50983235318e-004, +3.25938277425e+002
+1.08354509000e+005, +4.04059562770e+002, +3.59991097147e+001, +3.48841326829e-004, +3.26894743358e+002
+1.09149431000e+005, +4.04991569244e+002, +3.59512882235e+001, +3.46700660348e-004, +3.27847327581e+002
+1.09950185000e+005, +4.05941261473e+002, +3.59051719364e+001, +3.44599786097e-004, +3.28807837452e+002
+1.10756813000e+005, +4.06885421417e+002, +3.58596036488e+001, +3.42508999617e-004, +3.29762267462e+002
+1.11569359000e+005, +4.07821419913e+002, +3.58121661885e+001, +3.40406233768e-004, +3.30718535370e+002
+1.12387867000e+005, +4.08772936962e+002, +3.57648947545e+001, +3.38328120462e-004, +3.31687383297e+002
+1.13212379000e+005, +4.09724794066e+002, +3.57186396486e+001, +3.36268778414e-004, +3.32652956257e+002
+1.14042940000e+005, +4.10675404210e+002, +3.56729980120e+001, +3.34223498161e-004, +3.33615632462e+002
+1.14879594000e+005, +4.11643262710e+002, +3.56260015616e+001, +3.32191217411e-004, +3.34598669913e+002
+1.15722386000e+005, +4.12601135358e+002, +3.55780029160e+001, +3.30152750662e-004, +3.35578484483e+002
+1.16571362000e+005, +4.13585572082e+002, +3.55295824224e+001, +3.28142034174e-004, +3.36582385005e+002
+1.17426565000e+005, +4.14555871824e+002, +3.54828241538e+001, +3.26143181745e-004, +3.37568519309e+002
+1.18288043000e+005, +4.15540290290e+002, +3.54356111282e+001, +3.24161484430e-004, +3.38568763714e+002
+1.19155840000e+005, +4.16508191728e+002, +3.53900388742e+001, +3.22189583747e-004, +3.39549345888e+002
+1.20030005000e+005, +4.17484756814e+002, +3.53442122084e+001, +3.20231981261e-004, +3.40538744181e+002
+1.20910582000e+005, +4.18444842686e+002, +3.52966249226e+001, +3.18257578065e-004, +3.41522808512e+002
+1.21797619000e+005, +4.19400278304e+002, +3.52508960693e+001, +3.16304039660e-004, +3.42495909884e+002
+1.22691164000e+005, +4.20372350282e+002, +3.52072635402e+001, +3.14389002296e-004, +3.43474399596e+002
+1.23591265000e+005, +4.21339617844e+002, +3.51637985817e+001, +3.12481075693e-004, +3.44448906346e+002
+1.24497968000e+005, +4.22318594016e+002, +3.51229627139e+001, +3.10611429277e-004, +3.45422488259e+002
+1.25411324000e+005, +4.23322075380e+002, +3.50863745945e+001, +3.08801299280e-004, +3.46398712024e+002
+1.26331380000e+005, +4.24333323883e+002, +3.50530191111e+001, +3.07029926360e-004, +3.47368140259e+002
+1.27258186000e+005, +4.25337373506e+002, +3.50172297408e+001, +3.05242994138e-004, +3.48342599613e+002
+1.28191792000e+005, +4.26355199802e+002, +3.49831626644e+001, +3.03487252723e-004, +3.49321582796e+002
+1.29132246000e+005, +4.27364712473e+002, +3.49481646215e+001, +3.01726684167e-004, +3.50298299889e+002
+1.30079600000e+005, +4.28364627599e+002, +3.49106720054e+001, +2.99948879521e-004, +3.51278396474e+002
+1.31033904000e+005, +4.29347991518e+002, +3.48724366567e+001, +2.98162495065e-004, +3.52248694856e+002
+1.31995210000e+005, +4.30340534724e+002, +3.48328259311e+001, +2.96380887176e-004, +3.53233021788e+002
+1.32963567000e+005, +4.31338889689e+002, +3.47962386599e+001, +2.94634272506e-004, +3.54209747948e+002
+1.33939029000e+005, +4.32355466017e+002, +3.47584144811e+001, +2.92899245807e-004, +3.55207348469e+002
+1.34921647000e+005, +4.33373849411e+002, +3.47228943087e+001, +2.91190547336e-004, +3.56197118402e+002
+1.35911474000e+005, +4.34452748369e+002, +3.46932266477e+001, +2.89572933343e-004, +3.57211973785e+002
+1.36908563000e+005, +4.35526950770e+002, +3.46611996421e+001, +2.87942037153e-004, +3.58233706328e+002
+1.37912966000e+005, +4.36588664620e+002, +3.46292330743e+001, +2.86310557359e-004, +3.59245472052e+002
+1.38924739000e+005, +4.37667576535e+002, +3.45967522587e+001, +2.84693843353e-004, +3.60274186434e+002
+1.39943933000e+005, +4.38713975538e+002, +3.45633250129e+001, +2.83056494751e-004, +3.61280816822e+002
+1.40970605000e+005, +4.39729077568e+002, +3.45261599627e+001, +2.81379951909e-004, +3.62278493350e+002
+1.42004809000e+005, +4.40735555862e+002, +3.44883887321e+001, +2.79701701797e-004, +3.63272296203e+002
+1.43046601000e+005, +4.41751905587e+002, +3.44490375082e+001, +2.78026669590e-004, +3.64281723754e+002
+1.44096035000e+005, +4.42777607593e+002, +3.44140992517e+001, +2.76396712571e-004, +3.65280212031e+002
+1.45153168000e+005, +4.43819244038e+002, +3.43790588006e+001, +2.74783666108e-004, +3.66292869455e+002
+1.46218056000e+005, +4.44887128609e+002, +3.43474989957e+001, +2.73218615849e-004, +3.67312533595e+002
+1.47290757000e+005, +4.45981516911e+002, +3.43186242311e+001, +2.71695451541e-004, +3.68342857708e+002
+1.48371328000e+005, +4.47079134278e+002, +3.42907938142e+001, +2.70188108747e-004, +3.69371786962e+002
+1.49459826000e+005, +4.48163810453e+002, +3.42629608608e+001, +2.68679534205e-004, +3.70390545573e+002
+1.50556309000e+005, +4.49272803940e+002, +3.42338016327e+001, +2.67182992792e-004, +3.71435764738e+002
+1.51660837000e+005, +4.50364807007e+002, +3.42075406139e+001, +2.65702697388e-004, +3.72454664262e+002
+1.52773467000e+005, +4.51466184991e+002, +3.41793014693e+001, +2.64220930102e-004, +3.73490560478e+002
+1.53894261000e+005, +4.52569410720e+002, +3.41518876030e+001, +2.62752309713e-004, +3.74524845494e+002
+1.55023277000e+005, +4.53665643412e+002, +3.41250450110e+001, +2.61289927404e-004, +3.75551310879e+002
+1.56160575000e+005, +4.54766501470e+002, +3.40974370820e+001, +2.59831503188e-004, +3.76585505705e+002
+1.57306218000e+005, +4.55865022299e+002, +3.40673438243e+001, +2.58361614574e-004, +3.77629348951e+002
+1.58460265000e+005, +4.56946095706e+002, +3.40351565390e+001, +2.56874616245e-004, +3.78668623649e+002
+1.59622778000e+005, +4.58013479491e+002, +3.40019548788e+001, +2.55380154358e-004, +3.79701644509e+002
+1.60793820000e+005, +4.59084658187e+002, +3.39697047412e+001, +2.53901092081e-004, +3.80734116979e+002
+1.61973453000e+005, +4.60179388818e+002, +3.39367783095e+001, +2.52437457602e-004, +3.81789714868e+002
+1.63161741000e+005, +4.61282708734e+002, +3.39091988543e+001, +2.51020096452e-004, +3.82829004130e+002
+1.64358746000e+005, +4.62411335192e+002, +3.38812794705e+001, +2.49620536241e-004, +3.83891335916e+002
+1.65564532000e+005, +4.63557391651e+002, +3.38580872762e+001, +2.48266976963e-004, +3.84947357875e+002
+1.66779165000e+005, +4.64711136449e+002, +3.38347947802e+001, +2.46922556592e-004, +3.86010672928e+002
+1.68002709000e+005, +4.65874303729e+002, +3.38120657383e+001, +2.45592345030e-004, +3.87079725952e+002
+1.69235228000e+005, +4.67039235367e+002, +3.37886228199e+001, +2.44264029233e-004, +3.88153934131e+002
+1.70476790000e+005, +4.68213263395e+002, +3.37658565963e+001, +2.42950265289e-004, +3.89233096040e+002
+1.71727461000e+005, +4.69364737224e+002, +3.37407146096e+001, +2.41615313993e-004, +3.90304770717e+002
+1.72987306000e+005, +4.70520709431e+002, +3.37172479912e+001, +2.40298929903e-004, +3.91373036281e+002
+1.74256395000e+005, +4.71698103940e+002, +3.36931730027e+001, +2.38995191471e-004, +3.92462363952e+002
+1.75534794000e+005, +4.72872110953e+002, +3.36683044660e+001, +2.37690264876e-004, +3.93552982832e+002
+1.76822571000e+005, +4.74043787143e+002, +3.36436472199e+001, +2.36391009847e-004, +3.94641183633e+002
+1.78119796000e+005, +4.75244611651e+002, +3.36157841817e+001, +2.35091912391e-004, +3.95768864760e+002
+1.79426538000e+005, +4.76440371366e+002, +3.35867983275e+001, +2.33788896382e-004, +3.96898044864e+002
+1.80742867000e+005, +4.77648616047e+002, +3.35604085744e+001, +2.32513401158e-004, +3.98026232854e+002
+1.82068852000e+005, +4.78847102022e+002, +3.35336620960e+001, +2.31236340911e-004, +3.99148464212e+002
+1.83404566000e+005, +4.80065638147e+002, +3.35100070759e+001, +2.29993035516e-004, +4.00273645196e+002
+1.84750078000e+005, +4.81277035283e+002, +3.34851544575e+001, +2.28744194014e-004, +4.01398909615e+002
+1.86105462000e+005, +4.82447859502e+002, +3.34664796258e+001, +2.27518531571e-004, +4.02462146235e+002
+1.87470789000e+005, +4.83648054530e+002, +3.34475119878e+001, +2.26310017823e-004, +4.03551629953e+002
+1.88846133000e+005, +4.84872044112e+002, +3.34263067187e+001, +2.25104183552e-004, +4.04671797319e+002
+1.90231566000e+005, +4.86070118695e+002, +3.34067835874e+001, +2.23901277400e-004, +4.05762917679e+002
+1.91627164000e+005, +4.87274360066e+002, +3.33860373293e+001, +2.22698964569e-004, +4.06865313695e+002
+1.93033000000e+005, +4.88536693007e+002, +3.33622342931e+001, +2.21510053566e-004, +4.08030987124e+002
+1.94449150000e+005, +4.89790487052e+002, +3.33379233577e+001, +2.20319082625e-004, +4.09192419338e+002
+1.95875689000e+005, +4.91033418125e+002, +3.33131303429e+001, +2.19125295787e-004, +4.10347553778e+002
+1.97312694000e+005, +4.92291820046e+002, +3.32912960803e+001, +2.17960435131e-004, +4.11502181094e+002
+1.98760241000e+005, +4.93535342320e+002, +3.32694764287e+001, +2.16793794163e-004, +4.12644765186e+002
+2.00218407000e+005, +4.94763623826e+002, +3.32468877434e+001, +2.15620868632e-004, +4.13778703862e+002
+2.01687271000e+005, +4.95980436732e+002, +3.32298693494e+001, +2.14479726763e-004, +4.14877093229e+002
+2.03166912000e+005, +4.97203579935e+002, +3.32098114736e+001, +2.13328705487e-004, +4.15995585271e+002
+2.04657407000e+005, +4.98444644255e+002, +3.31896088453e+001, +2.12189301184e-004, +4.17130182228e+002
+2.06158837000e+005, +4.99691323499e+002, +3.31675970231e+001, +2.11046761566e-004, +4.18278538867e+002
+2.07671282000e+005, +5.00957887446e+002, +3.31458193262e+001, +2.09918609702e-004, +4.19442887708e+002
+2.09194823000e+005, +5.02277176449e+002, +3.31236463990e+001, +2.08814764915e-004, +4.20653752388e+002
+2.10729540000e+005, +5.03589040518e+002, +3.31000456604e+001, +2.07704186157e-004, +4.21865745563e+002
+2.12275518000e+005, +5.04883538522e+002, +3.30770598376e+001, +2.06594290922e-004, +4.23060748335e+002
+2.13832836000e+005, +5.06188651114e+002, +3.30551878166e+001, +2.05499314037e-004, +4.24259779414e+002
+2.15401580000e+005, +5.07510859794e+002, +3.30325441858e+001, +2.04411332975e-004, +4.25477350479e+002
+2.16981833000e+005, +5.08778663127e+002, +3.30105872313e+001, +2.03309635286e-004, +4.26646479841e+002
+2.18573679000e+005, +5.10050538640e+002, +3.29892593982e+001, +2.02217554837e-004, +4.27816442248e+002
+2.20177203000e+005, +5.11331413707e+002, +3.29667628767e+001, +2.01127210826e-004, +4.29000086865e+002
+2.21792491000e+005, +5.12636978970e+002, +3.29471599735e+001, +2.00066612015e-004, +4.30190852677e+002
