Freq.	1/S12         v1)
7.89534412626435e+004	         4.31997187644403e+001         8.80106697323049e+001         
7.89648036836203e+004	         4.32009857739525e+001         8.80104910277814e+001         
7.89761677397963e+004	         4.32022527881242e+001         8.80103122756321e+001         
7.89875334314069e+004	         4.32035198069570e+001         8.80101334758505e+001         
7.89989007586875e+004	         4.32047868304521e+001         8.80099546284301e+001         
7.90102697218735e+004	         4.32060538586110e+001         8.80097757333645e+001         
7.90216403212002e+004	         4.32073208914350e+001         8.80095967906472e+001         
7.90330125569032e+004	         4.32085879289255e+001         8.80094178002716e+001         
7.90443864292180e+004	         4.32098549710840e+001         8.80092387622313e+001         
7.90557619383800e+004	         4.32111220179117e+001         8.80090596765199e+001         
7.90671390846249e+004	         4.32123890694101e+001         8.80088805431307e+001         
7.90785178681882e+004	         4.32136561255805e+001         8.80087013620574e+001         
7.90898982893056e+004	         4.32149231864244e+001         8.80085221332934e+001         
7.91012803482127e+004	         4.32161902519430e+001         8.80083428568322e+001         
7.91126640451452e+004	         4.32174573221379e+001         8.80081635326673e+001         
7.91240493803389e+004	         4.32187243970104e+001         8.80079841607922e+001         
7.91354363540296e+004	         4.32199914765618e+001         8.80078047412004e+001         
7.91468249664530e+004	         4.32212585607935e+001         8.80076252738855e+001         
7.91582152178449e+004	         4.32225256497070e+001         8.80074457588407e+001         
7.91696071084413e+004	         4.32237927433036e+001         8.80072661960598e+001         
7.91810006384780e+004	         4.32250598415847e+001         8.80070865855361e+001         
7.91923958081911e+004	         4.32263269445517e+001         8.80069069272631e+001         
7.92037926178163e+004	         4.32275940522060e+001         8.80067272212344e+001         
7.92151910675898e+004	         4.32288611645489e+001         8.80065474674434e+001         
7.92265911577476e+004	         4.32301282815819e+001         8.80063676658835e+001         
7.92379928885258e+004	         4.32313954033063e+001         8.80061878165483e+001         
7.92493962601604e+004	         4.32326625297236e+001         8.80060079194311e+001         
7.92608012728877e+004	         4.32339296608350e+001         8.80058279745256e+001         
7.92722079269437e+004	         4.32351967966421e+001         8.80056479818251e+001         
7.92836162225647e+004	         4.32364639371461e+001         8.80054679413231e+001         
7.92950261599870e+004	         4.32377310823485e+001         8.80052878530131e+001         
7.93064377394468e+004	         4.32389982322507e+001         8.80051077168885e+001         
7.93178509611804e+004	         4.32402653868541e+001         8.80049275329429e+001         
7.93292658254241e+004	         4.32415325461600e+001         8.80047473011695e+001         
7.93406823324145e+004	         4.32427997101698e+001         8.80045670215620e+001         
7.93521004823877e+004	         4.32440668788850e+001         8.80043866941137e+001         
7.93635202755804e+004	         4.32453340523069e+001         8.80042063188182e+001         
7.93749417122290e+004	         4.32466012304369e+001         8.80040258956687e+001         
7.93863647925699e+004	         4.32478684132764e+001         8.80038454246589e+001         
7.93977895168398e+004	         4.32491356008268e+001         8.80036649057821e+001         
7.94092158852753e+004	         4.32504027930895e+001         8.80034843390318e+001         
7.94206438981129e+004	         4.32516699900659e+001         8.80033037244014e+001         
7.94320735555892e+004	         4.32529371917573e+001         8.80031230618844e+001         
7.94435048579411e+004	         4.32542043981653e+001         8.80029423514741e+001         
7.94549378054052e+004	         4.32554716092911e+001         8.80027615931640e+001         
7.94663723982182e+004	         4.32567388251361e+001         8.80025807869476e+001         
7.94778086366170e+004	         4.32580060457019e+001         8.80023999328183e+001         
7.94892465208383e+004	         4.32592732709896e+001         8.80022190307694e+001         
7.95006860511191e+004	         4.32605405010009e+001         8.80020380807945e+001         
7.95121272276961e+004	         4.32618077357369e+001         8.80018570828869e+001         
7.95235700508064e+004	         4.32630749751992e+001         8.80016760370401e+001         
7.95350145206869e+004	         4.32643422193892e+001         8.80014949432474e+001         
7.95464606375746e+004	         4.32656094683082e+001         8.80013138015023e+001         
7.95579084017064e+004	         4.32668767219576e+001         8.80011326117983e+001         
7.95693578133196e+004	         4.32681439803388e+001         8.80009513741286e+001         
7.95808088726511e+004	         4.32694112434533e+001         8.80007700884867e+001         
7.95922615799380e+004	         4.32706785113024e+001         8.80005887548661e+001         
7.96037159354177e+004	         4.32719457838875e+001         8.80004073732600e+001         
7.96151719393271e+004	         4.32732130612101e+001         8.80002259436620e+001         
7.96266295919037e+004	         4.32744803432715e+001         8.80000444660654e+001         
7.96380888933846e+004	         4.32757476300731e+001         8.79998629404636e+001         
7.96495498440071e+004	         4.32770149216163e+001         8.79996813668500e+001         
7.96610124440086e+004	         4.32782822179026e+001         8.79994997452181e+001         
7.96724766936264e+004	         4.32795495189333e+001         8.79993180755611e+001         
7.96839425930980e+004	         4.32808168247098e+001         8.79991363578724e+001         
7.96954101426608e+004	         4.32820841352336e+001         8.79989545921456e+001         
7.97068793425522e+004	         4.32833514505060e+001         8.79987727783738e+001         
7.97183501930097e+004	         4.32846187705284e+001         8.79985909165506e+001         
7.97298226942709e+004	         4.32858860953023e+001         8.79984090066693e+001         
7.97412968465734e+004	         4.32871534248291e+001         8.79982270487232e+001         
7.97527726501548e+004	         4.32884207591100e+001         8.79980450427058e+001         
7.97642501052526e+004	         4.32896880981467e+001         8.79978629886104e+001         
7.97757292121047e+004	         4.32909554419404e+001         8.79976808864304e+001         
7.97872099709486e+004	         4.32922227904925e+001         8.79974987361591e+001         
7.97986923820221e+004	         4.32934901438046e+001         8.79973165377900e+001         
7.98101764455631e+004	         4.32947575018779e+001         8.79971342913163e+001         
7.98216621618093e+004	         4.32960248647139e+001         8.79969519967315e+001         
7.98331495309985e+004	         4.32972922323140e+001         8.79967696540289e+001         
7.98446385533687e+004	         4.32985596046796e+001         8.79965872632018e+001         
7.98561292291578e+004	         4.32998269818120e+001         8.79964048242436e+001         
7.98676215586036e+004	         4.33010943637128e+001         8.79962223371476e+001         
7.98791155419443e+004	         4.33023617503834e+001         8.79960398019073e+001         
7.98906111794178e+004	         4.33036291418250e+001         8.79958572185159e+001         
7.99021084712621e+004	         4.33048965380392e+001         8.79956745869668e+001         
7.99136074177153e+004	         4.33061639390273e+001         8.79954919072534e+001         
7.99251080190157e+004	         4.33074313447908e+001         8.79953091793689e+001         
7.99366102754012e+004	         4.33086987553310e+001         8.79951264033067e+001         
7.99481141871101e+004	         4.33099661706495e+001         8.79949435790602e+001         
7.99596197543807e+004	         4.33112335907475e+001         8.79947607066226e+001         
7.99711269774512e+004	         4.33125010156265e+001         8.79945777859874e+001         
7.99826358565598e+004	         4.33137684452879e+001         8.79943948171478e+001         
7.99941463919449e+004	         4.33150358797332e+001         8.79942118000971e+001         
8.00056585838449e+004	         4.33163033189636e+001         8.79940287348288e+001         
8.00171724324982e+004	         4.33175707629808e+001         8.79938456213360e+001         
8.00286879381431e+004	         4.33188382117859e+001         8.79936624596122e+001         
8.00402051010182e+004	         4.33201056653806e+001         8.79934792496506e+001         
8.00517239213619e+004	         4.33213731237661e+001         8.79932959914446e+001         
8.00632443994128e+004	         4.33226405869440e+001         8.79931126849874e+001         
8.00747665354094e+004	         4.33239080549155e+001         8.79929293302725e+001         
8.00862903295904e+004	         4.33251755276822e+001         8.79927459272930e+001         
8.00978157821943e+004	         4.33264430052454e+001         8.79925624760423e+001         
8.01093428934599e+004	         4.33277104876066e+001         8.79923789765137e+001         
8.01208716636258e+004	         4.33289779747672e+001         8.79921954287005e+001         
8.01324020929308e+004	         4.33302454667285e+001         8.79920118325960e+001         
8.01439341816136e+004	         4.33315129634921e+001         8.79918281881935e+001         
8.01554679299132e+004	         4.33327804650593e+001         8.79916444954863e+001         
8.01670033380682e+004	         4.33340479714315e+001         8.79914607544677e+001         
8.01785404063175e+004	         4.33353154826102e+001         8.79912769651310e+001         
8.01900791349002e+004	         4.33365829985968e+001         8.79910931274693e+001         
8.02016195240551e+004	         4.33378505193927e+001         8.79909092414762e+001         
8.02131615740212e+004	         4.33391180449993e+001         8.79907253071448e+001         
8.02247052850375e+004	         4.33403855754180e+001         8.79905413244684e+001         
8.02362506573431e+004	         4.33416531106503e+001         8.79903572934402e+001         
8.02477976911770e+004	         4.33429206506976e+001         8.79901732140537e+001         
8.02593463867784e+004	         4.33441881955612e+001         8.79899890863019e+001         
8.02708967443864e+004	         4.33454557452427e+001         8.79898049101783e+001         
8.02824487642401e+004	         4.33467232997434e+001         8.79896206856760e+001         
8.02940024465789e+004	         4.33479908590648e+001         8.79894364127884e+001         
8.03055577916420e+004	         4.33492584232083e+001         8.79892520915087e+001         
8.03171147996686e+004	         4.33505259921752e+001         8.79890677218302e+001         
8.03286734708981e+004	         4.33517935659671e+001         8.79888833037461e+001         
8.03402338055698e+004	         4.33530611445854e+001         8.79886988372497e+001         
8.03517958039231e+004	         4.33543287280314e+001         8.79885143223343e+001         
8.03633594661975e+004	         4.33555963163066e+001         8.79883297589930e+001         
8.03749247926324e+004	         4.33568639094124e+001         8.79881451472192e+001         
8.03864917834673e+004	         4.33581315073503e+001         8.79879604870061e+001         
8.03980604389417e+004	         4.33593991101217e+001         8.79877757783469e+001         
8.04096307592952e+004	         4.33606667177279e+001         8.79875910212350e+001         
8.04212027447674e+004	         4.33619343301705e+001         8.79874062156634e+001         
8.04327763955979e+004	         4.33632019474508e+001         8.79872213616256e+001         
8.04443517120264e+004	         4.33644695695704e+001         8.79870364591146e+001         
8.04559286942926e+004	         4.33657371965305e+001         8.79868515081238e+001         
8.04675073426363e+004	         4.33670048283326e+001         8.79866665086464e+001         
8.04790876572971e+004	         4.33682724649782e+001         8.79864814606755e+001         
8.04906696385149e+004	         4.33695401064687e+001         8.79862963642045e+001         
8.05022532865295e+004	         4.33708077528055e+001         8.79861112192266e+001         
8.05138386015809e+004	         4.33720754039900e+001         8.79859260257350e+001         
8.05254255839089e+004	         4.33733430600237e+001         8.79857407837228e+001         
8.05370142337535e+004	         4.33746107209080e+001         8.79855554931834e+001         
8.05486045513546e+004	         4.33758783866444e+001         8.79853701541100e+001         
8.05601965369522e+004	         4.33771460572342e+001         8.79851847664957e+001         
8.05717901907865e+004	         4.33784137326789e+001         8.79849993303337e+001         
8.05833855130974e+004	         4.33796814129799e+001         8.79848138456174e+001         
8.05949825041251e+004	         4.33809490981386e+001         8.79846283123398e+001         
8.06065811641098e+004	         4.33822167881566e+001         8.79844427304943e+001         
8.06181814932916e+004	         4.33834844830352e+001         8.79842571000739e+001         
8.06297834919107e+004	         4.33847521827758e+001         8.79840714210719e+001         
8.06413871602075e+004	         4.33860198873799e+001         8.79838856934815e+001         
8.06529924984221e+004	         4.33872875968489e+001         8.79836999172960e+001         
8.06645995067950e+004	         4.33885553111843e+001         8.79835140925084e+001         
8.06762081855664e+004	         4.33898230303875e+001         8.79833282191119e+001         
8.06878185349768e+004	         4.33910907544599e+001         8.79831422970999e+001         
8.06994305552665e+004	         4.33923584834029e+001         8.79829563264654e+001         
8.07110442466762e+004	         4.33936262172180e+001         8.79827703072017e+001         
8.07226596094461e+004	         4.33948939559067e+001         8.79825842393018e+001         
8.07342766438170e+004	         4.33961616994703e+001         8.79823981227591e+001         
8.07458953500293e+004	         4.33974294479103e+001         8.79822119575667e+001         
8.07575157283236e+004	         4.33986972012281e+001         8.79820257437177e+001         
8.07691377789406e+004	         4.33999649594253e+001         8.79818394812053e+001         
8.07807615021209e+004	         4.34012327225031e+001         8.79816531700228e+001         
8.07923868981053e+004	         4.34025004904630e+001         8.79814668101632e+001         
8.08040139671345e+004	         4.34037682633066e+001         8.79812804016197e+001         
8.08156427094493e+004	         4.34050360410352e+001         8.79810939443856e+001         
8.08272731252903e+004	         4.34063038236502e+001         8.79809074384539e+001         
8.08389052148987e+004	         4.34075716111532e+001         8.79807208838178e+001         
8.08505389785151e+004	         4.34088394035455e+001         8.79805342804705e+001         
8.08621744163804e+004	         4.34101072008285e+001         8.79803476284052e+001         
8.08738115287358e+004	         4.34113750030038e+001         8.79801609276149e+001         
8.08854503158220e+004	         4.34126428100728e+001         8.79799741780929e+001         
8.08970907778802e+004	         4.34139106220368e+001         8.79797873798322e+001         
8.09087329151514e+004	         4.34151784388974e+001         8.79796005328261e+001         
8.09203767278767e+004	         4.34164462606560e+001         8.79794136370676e+001         
8.09320222162971e+004	         4.34177140873140e+001         8.79792266925500e+001         
8.09436693806539e+004	         4.34189819188729e+001         8.79790396992663e+001         
8.09553182211882e+004	         4.34202497553342e+001         8.79788526572097e+001         
8.09669687381413e+004	         4.34215175966991e+001         8.79786655663734e+001         
8.09786209317544e+004	         4.34227854429693e+001         8.79784784267504e+001         
8.09902748022688e+004	         4.34240532941461e+001         8.79782912383338e+001         
8.10019303499259e+004	         4.34253211502310e+001         8.79781040011169e+001         
8.10135875749670e+004	         4.34265890112255e+001         8.79779167150927e+001         
8.10252464776334e+004	         4.34278568771309e+001         8.79777293802544e+001         
8.10369070581667e+004	         4.34291247479488e+001         8.79775419965951e+001         
8.10485693168083e+004	         4.34303926236806e+001         8.79773545641078e+001         
8.10602332537997e+004	         4.34316605043276e+001         8.79771670827858e+001         
8.10718988693824e+004	         4.34329283898915e+001         8.79769795526221e+001         
8.10835661637980e+004	         4.34341962803735e+001         8.79767919736098e+001         
8.10952351372881e+004	         4.34354641757753e+001         8.79766043457421e+001         
8.11069057900944e+004	         4.34367320760981e+001         8.79764166690120e+001         
8.11185781224585e+004	         4.34379999813435e+001         8.79762289434127e+001         
8.11302521346222e+004	         4.34392678915129e+001         8.79760411689373e+001         
8.11419278268271e+004	         4.34405358066078e+001         8.79758533455788e+001         
8.11536051993151e+004	         4.34418037266296e+001         8.79756654733303e+001         
8.11652842523280e+004	         4.34430716515797e+001         8.79754775521850e+001         
8.11769649861075e+004	         4.34443395814597e+001         8.79752895821359e+001         
8.11886474008958e+004	         4.34456075162709e+001         8.79751015631762e+001         
8.12003314969345e+004	         4.34468754560148e+001         8.79749134952989e+001         
8.12120172744657e+004	         4.34481434006929e+001         8.79747253784971e+001         
8.12237047337314e+004	         4.34494113503066e+001         8.79745372127638e+001         
8.12353938749736e+004	         4.34506793048574e+001         8.79743489980923e+001         
8.12470846984343e+004	         4.34519472643467e+001         8.79741607344755e+001         
8.12587772043557e+004	         4.34532152287759e+001         8.79739724219065e+001         
8.12704713929798e+004	         4.34544831981466e+001         8.79737840603784e+001         
8.12821672645489e+004	         4.34557511724602e+001         8.79735956498843e+001         
8.12938648193051e+004	         4.34570191517181e+001         8.79734071904172e+001         
8.13055640574907e+004	         4.34582871359218e+001         8.79732186819702e+001         
8.13172649793479e+004	         4.34595551250728e+001         8.79730301245364e+001         
8.13289675851191e+004	         4.34608231191725e+001         8.79728415181087e+001         
8.13406718750465e+004	         4.34620911182223e+001         8.79726528626804e+001         
8.13523778493726e+004	         4.34633591222237e+001         8.79724641582445e+001         
8.13640855083397e+004	         4.34646271311782e+001         8.79722754047939e+001         
8.13757948521903e+004	         4.34658951450872e+001         8.79720866023218e+001         
8.13875058811669e+004	         4.34671631639523e+001         8.79718977508212e+001         
8.13992185955119e+004	         4.34684311877747e+001         8.79717088502851e+001         
8.14109329954680e+004	         4.34696992165561e+001         8.79715199007066e+001         
8.14226490812777e+004	         4.34709672502978e+001         8.79713309020788e+001         
8.14343668531836e+004	         4.34722352890013e+001         8.79711418543947e+001         
8.14460863114284e+004	         4.34735033326682e+001         8.79709527576472e+001         
8.14578074562548e+004	         4.34747713812997e+001         8.79707636118296e+001         
8.14695302879054e+004	         4.34760394348975e+001         8.79705744169347e+001         
8.14812548066231e+004	         4.34773074934629e+001         8.79703851729556e+001         
8.14929810126506e+004	         4.34785755569974e+001         8.79701958798854e+001         
8.15047089062307e+004	         4.34798436255025e+001         8.79700065377171e+001         
8.15164384876064e+004	         4.34811116989797e+001         8.79698171464437e+001         
8.15281697570205e+004	         4.34823797774303e+001         8.79696277060581e+001         
8.15399027147159e+004	         4.34836478608560e+001         8.79694382165536e+001         
8.15516373609356e+004	         4.34849159492580e+001         8.79692486779230e+001         
8.15633736959227e+004	         4.34861840426380e+001         8.79690590901594e+001         
8.15751117199200e+004	         4.34874521409973e+001         8.79688694532557e+001         
8.15868514331708e+004	         4.34887202443374e+001         8.79686797672051e+001         
8.15985928359181e+004	         4.34899883526598e+001         8.79684900320005e+001         
8.16103359284051e+004	         4.34912564659660e+001         8.79683002476349e+001         
8.16220807108749e+004	         4.34925245842573e+001         8.79681104141013e+001         
8.16338271835707e+004	         4.34937927075354e+001         8.79679205313927e+001         
8.16455753467359e+004	         4.34950608358016e+001         8.79677305995021e+001         
8.16573252006136e+004	         4.34963289690574e+001         8.79675406184225e+001         
8.16690767454472e+004	         4.34975971073043e+001         8.79673505881470e+001         
8.16808299814800e+004	         4.34988652505438e+001         8.79671605086685e+001         
8.16925849089554e+004	         4.35001333987772e+001         8.79669703799799e+001         
8.17043415281169e+004	         4.35014015520062e+001         8.79667802020743e+001         
8.17160998392079e+004	         4.35026697102321e+001         8.79665899749447e+001         
8.17278598424719e+004	         4.35039378734564e+001         8.79663996985840e+001         
8.17396215381523e+004	         4.35052060416806e+001         8.79662093729852e+001         
8.17513849264929e+004	         4.35064742149061e+001         8.79660189981414e+001         
8.17631500077371e+004	         4.35077423931345e+001         8.79658285740454e+001         
8.17749167821287e+004	         4.35090105763672e+001         8.79656381006902e+001         
8.17866852499112e+004	         4.35102787646057e+001         8.79654475780689e+001         
8.17984554113283e+004	         4.35115469578513e+001         8.79652570061743e+001         
8.18102272666239e+004	         4.35128151561057e+001         8.79650663849995e+001         
8.18220008160416e+004	         4.35140833593703e+001         8.79648757145375e+001         
8.18337760598253e+004	         4.35153515676466e+001         8.79646849947810e+001         
8.18455529982189e+004	         4.35166197809359e+001         8.79644942257233e+001         
8.18573316314661e+004	         4.35178879992399e+001         8.79643034073571e+001         
8.18691119598110e+004	         4.35191562225599e+001         8.79641125396754e+001         
8.18808939834973e+004	         4.35204244508975e+001         8.79639216226713e+001         
8.18926777027693e+004	         4.35216926842541e+001         8.79637306563375e+001         
8.19044631178708e+004	         4.35229609226312e+001         8.79635396406672e+001         
8.19162502290459e+004	         4.35242291660303e+001         8.79633485756532e+001         
8.19280390365387e+004	         4.35254974144528e+001         8.79631574612885e+001         
8.19398295405933e+004	         4.35267656679003e+001         8.79629662975660e+001         
8.19516217414538e+004	         4.35280339263741e+001         8.79627750844787e+001         
8.19634156393646e+004	         4.35293021898759e+001         8.79625838220194e+001         
8.19752112345697e+004	         4.35305704584069e+001         8.79623925101812e+001         
8.19870085273135e+004	         4.35318387319688e+001         8.79622011489569e+001         
8.19988075178402e+004	         4.35331070105630e+001         8.79620097383395e+001         
8.20106082063942e+004	         4.35343752941910e+001         8.79618182783219e+001         
8.20224105932199e+004	         4.35356435828543e+001         8.79616267688970e+001         
8.20342146785616e+004	         4.35369118765543e+001         8.79614352100577e+001         
8.20460204626638e+004	         4.35381801752925e+001         8.79612436017970e+001         
8.20578279457710e+004	         4.35394484790704e+001         8.79610519441079e+001         
8.20696371281277e+004	         4.35407167878895e+001         8.79608602369830e+001         
8.20814480099784e+004	         4.35419851017512e+001         8.79606684804155e+001         
8.20932605915677e+004	         4.35432534206571e+001         8.79604766743983e+001         
8.21050748731402e+004	         4.35445217446087e+001         8.79602848189241e+001         
8.21168908549405e+004	         4.35457900736073e+001         8.79600929139859e+001         
8.21287085372134e+004	         4.35470584076545e+001         8.79599009595767e+001         
8.21405279202036e+004	         4.35483267467518e+001         8.79597089556893e+001         
8.21523490041558e+004	         4.35495950909006e+001         8.79595169023166e+001         
8.21641717893148e+004	         4.35508634401025e+001         8.79593247994516e+001         
8.21759962759255e+004	         4.35521317943589e+001         8.79591326470870e+001         
8.21878224642327e+004	         4.35534001536713e+001         8.79589404452158e+001         
8.21996503544812e+004	         4.35546685180411e+001         8.79587481938309e+001         
8.22114799469161e+004	         4.35559368874700e+001         8.79585558929252e+001         
8.22233112417823e+004	         4.35572052619593e+001         8.79583635424916e+001         
8.22351442393247e+004	         4.35584736415105e+001         8.79581711425228e+001         
8.22469789397885e+004	         4.35597420261252e+001         8.79579786930119e+001         
8.22588153434188e+004	         4.35610104158048e+001         8.79577861939516e+001         
8.22706534504605e+004	         4.35622788105508e+001         8.79575936453350e+001         
8.22824932611589e+004	         4.35635472103647e+001         8.79574010471547e+001         
8.22943347757591e+004	         4.35648156152479e+001         8.79572083994037e+001         
8.23061779945064e+004	         4.35660840252020e+001         8.79570157020749e+001         
8.23180229176459e+004	         4.35673524402285e+001         8.79568229551611e+001         
8.23298695454231e+004	         4.35686208603288e+001         8.79566301586552e+001         
8.23417178780831e+004	         4.35698892855044e+001         8.79564373125500e+001         
8.23535679158714e+004	         4.35711577157569e+001         8.79562444168385e+001         
8.23654196590334e+004	         4.35724261510877e+001         8.79560514715133e+001         
8.23772731078144e+004	         4.35736945914982e+001         8.79558584765675e+001         
8.23891282624599e+004	         4.35749630369901e+001         8.79556654319939e+001         
8.24009851232155e+004	         4.35762314875647e+001         8.79554723377852e+001         
8.24128436903266e+004	         4.35774999432236e+001         8.79552791939344e+001         
8.24247039640389e+004	         4.35787684039683e+001         8.79550860004342e+001         
8.24365659445979e+004	         4.35800368698002e+001         8.79548927572776e+001         
8.24484296322492e+004	         4.35813053407209e+001         8.79546994644573e+001         
8.24602950272386e+004	         4.35825738167318e+001         8.79545061219663e+001         
8.24721621298118e+004	         4.35838422978344e+001         8.79543127297972e+001         
8.24840309402144e+004	         4.35851107840303e+001         8.79541192879430e+001         
8.24959014586923e+004	         4.35863792753209e+001         8.79539257963965e+001         
8.25077736854913e+004	         4.35876477717077e+001         8.79537322551505e+001         
8.25196476208571e+004	         4.35889162731923e+001         8.79535386641979e+001         
8.25315232650359e+004	         4.35901847797760e+001         8.79533450235313e+001         
8.25434006182733e+004	         4.35914532914604e+001         8.79531513331438e+001         
8.25552796808155e+004	         4.35927218082471e+001         8.79529575930280e+001         
8.25671604529083e+004	         4.35939903301374e+001         8.79527638031768e+001         
8.25790429347978e+004	         4.35952588571330e+001         8.79525699635831e+001         
8.25909271267301e+004	         4.35965273892352e+001         8.79523760742395e+001         
8.26028130289513e+004	         4.35977959264456e+001         8.79521821351389e+001         
8.26147006417075e+004	         4.35990644687657e+001         8.79519881462742e+001         
8.26265899652448e+004	         4.36003330161970e+001         8.79517941076381e+001         
8.26384809998096e+004	         4.36016015687410e+001         8.79516000192234e+001         
8.26503737456479e+004	         4.36028701263991e+001         8.79514058810229e+001         
8.26622682030061e+004	         4.36041386891730e+001         8.79512116930295e+001         
8.26741643721305e+004	         4.36054072570640e+001         8.79510174552358e+001         
8.26860622532675e+004	         4.36066758300737e+001         8.79508231676347e+001         
8.26979618466633e+004	         4.36079444082036e+001         8.79506288302190e+001         
8.27098631525646e+004	         4.36092129914552e+001         8.79504344429815e+001         
8.27217661712176e+004	         4.36104815798299e+001         8.79502400059149e+001         
8.27336709028688e+004	         4.36117501733294e+001         8.79500455190120e+001         
8.27455773477649e+004	         4.36130187719550e+001         8.79498509822656e+001         
8.27574855061524e+004	         4.36142873757084e+001         8.79496563956685e+001         
8.27693953782777e+004	         4.36155559845909e+001         8.79494617592134e+001         
8.27813069643877e+004	         4.36168245986042e+001         8.79492670728931e+001         
8.27932202647289e+004	         4.36180932177497e+001         8.79490723367004e+001         
8.28051352795481e+004	         4.36193618420288e+001         8.79488775506281e+001         
8.28170520090919e+004	         4.36206304714432e+001         8.79486827146688e+001         
8.28289704536072e+004	         4.36218991059943e+001         8.79484878288154e+001         
8.28408906133408e+004	         4.36231677456837e+001         8.79482928930606e+001         
8.28528124885394e+004	         4.36244363905127e+001         8.79480979073972e+001         
8.28647360794500e+004	         4.36257050404830e+001         8.79479028718179e+001         
8.28766613863195e+004	         4.36269736955961e+001         8.79477077863155e+001         
8.28885884093949e+004	         4.36282423558534e+001         8.79475126508827e+001         
8.29005171489231e+004	         4.36295110212565e+001         8.79473174655123e+001         
8.29124476051511e+004	         4.36307796918069e+001         8.79471222301970e+001         
8.29243797783260e+004	         4.36320483675060e+001         8.79469269449295e+001         
8.29363136686949e+004	         4.36333170483554e+001         8.79467316097026e+001         
8.29482492765049e+004	         4.36345857343566e+001         8.79465362245091e+001         
8.29601866020032e+004	         4.36358544255111e+001         8.79463407893416e+001         
8.29721256454370e+004	         4.36371231218205e+001         8.79461453041928e+001         
8.29840664070535e+004	         4.36383918232861e+001         8.79459497690556e+001         
8.29960088871000e+004	         4.36396605299096e+001         8.79457541839227e+001         
8.30079530858237e+004	         4.36409292416925e+001         8.79455585487867e+001         
8.30198990034721e+004	         4.36421979586362e+001         8.79453628636403e+001         
8.30318466402924e+004	         4.36434666807423e+001         8.79451671284764e+001         
8.30437959965322e+004	         4.36447354080123e+001         8.79449713432875e+001         
8.30557470724388e+004	         4.36460041404477e+001         8.79447755080666e+001         
8.30676998682598e+004	         4.36472728780500e+001         8.79445796228061e+001         
8.30796543842426e+004	         4.36485416208207e+001         8.79443836874989e+001         
8.30916106206348e+004	         4.36498103687613e+001         8.79441877021376e+001         
8.31035685776841e+004	         4.36510791218735e+001         8.79439916667150e+001         
8.31155282556379e+004	         4.36523478801585e+001         8.79437955812238e+001         
8.31274896547440e+004	         4.36536166436181e+001         8.79435994456566e+001         
8.31394527752501e+004	         4.36548854122537e+001         8.79434032600061e+001         
8.31514176174040e+004	         4.36561541860668e+001         8.79432070242651e+001         
8.31633841814533e+004	         4.36574229650589e+001         8.79430107384262e+001         
8.31753524676458e+004	         4.36586917492316e+001         8.79428144024822e+001         
8.31873224762295e+004	         4.36599605385863e+001         8.79426180164256e+001         
8.31992942074522e+004	         4.36612293331247e+001         8.79424215802493e+001         
8.32112676615618e+004	         4.36624981328481e+001         8.79422250939458e+001         
8.32232428388063e+004	         4.36637669377582e+001         8.79420285575079e+001         
8.32352197394335e+004	         4.36650357478564e+001         8.79418319709282e+001         
8.32471983636917e+004	         4.36663045631442e+001         8.79416353341994e+001         
8.32591787118287e+004	         4.36675733836233e+001         8.79414386473142e+001         
8.32711607840927e+004	         4.36688422092950e+001         8.79412419102652e+001         
8.32831445807318e+004	         4.36701110401610e+001         8.79410451230452e+001         
8.32951301019942e+004	         4.36713798762227e+001         8.79408482856467e+001         
8.33071173481281e+004	         4.36726487174817e+001         8.79406513980624e+001         
8.33191063193817e+004	         4.36739175639395e+001         8.79404544602851e+001         
8.33310970160032e+004	         4.36751864155975e+001         8.79402574723073e+001         
8.33430894382410e+004	         4.36764552724574e+001         8.79400604341217e+001         
8.33550835863434e+004	         4.36777241345207e+001         8.79398633457209e+001         
8.33670794605588e+004	         4.36789930017888e+001         8.79396662070977e+001         
8.33790770611356e+004	         4.36802618742634e+001         8.79394690182446e+001         
8.33910763883222e+004	         4.36815307519458e+001         8.79392717791543e+001         
8.34030774423672e+004	         4.36827996348378e+001         8.79390744898195e+001         
8.34150802235189e+004	         4.36840685229406e+001         8.79388771502327e+001         
8.34270847320261e+004	         4.36853374162560e+001         8.79386797603867e+001         
8.34390909681373e+004	         4.36866063147855e+001         8.79384823202740e+001         
8.34510989321010e+004	         4.36878752185304e+001         8.79382848298873e+001         
8.34631086241661e+004	         4.36891441274925e+001         8.79380872892192e+001         
8.34751200445810e+004	         4.36904130416731e+001         8.79378896982623e+001         
8.34871331935947e+004	         4.36916819610739e+001         8.79376920570093e+001         
8.34991480714558e+004	         4.36929508856964e+001         8.79374943654528e+001         
8.35111646784132e+004	         4.36942198155420e+001         8.79372966235854e+001         
8.35231830147157e+004	         4.36954887506124e+001         8.79370988313997e+001         
8.35352030806122e+004	         4.36967576909090e+001         8.79369009888883e+001         
8.35472248763516e+004	         4.36980266364334e+001         8.79367030960439e+001         
8.35592484021828e+004	         4.36992955871871e+001         8.79365051528591e+001         
8.35712736583548e+004	         4.37005645431717e+001         8.79363071593264e+001         
8.35833006451167e+004	         4.37018335043886e+001         8.79361091154385e+001         
8.35953293627174e+004	         4.37031024708394e+001         8.79359110211880e+001         
8.36073598114061e+004	         4.37043714425256e+001         8.79357128765674e+001         
