Freq.	S12   v1)/S21   v1)
2.43726621360327e+004	   1.07524266645850e+001   9.73292250274273e+001    
2.43761696772252e+004	   1.07541976861419e+001   9.73277318314957e+001    
2.43796777231981e+004	   1.07559685743193e+001   9.73262381558654e+001    
2.43831862740243e+004	   1.07577393291408e+001   9.73247440007549e+001    
2.43866953297762e+004	   1.07595099506305e+001   9.73232493663842e+001    
2.43902048905267e+004	   1.07612804388122e+001   9.73217542529722e+001    
2.43937149563483e+004	   1.07630507937098e+001   9.73202586607385e+001    
2.43972255273138e+004	   1.07648210153478e+001   9.73187625899036e+001    
2.44007366034958e+004	   1.07665911037494e+001   9.73172660406851e+001    
2.44042481849671e+004	   1.07683610589387e+001   9.73157690133025e+001    
2.44077602718003e+004	   1.07701308809394e+001   9.73142715079746e+001    
2.44112728640683e+004	   1.07719005697749e+001   9.73127735249196e+001    
2.44147859618437e+004	   1.07736701254693e+001   9.73112750643566e+001    
2.44182995651993e+004	   1.07754395479485e+001   9.73097761263117e+001    
2.44218136742078e+004	   1.07772088374315e+001   9.73082767113883e+001    
2.44253282889421e+004	   1.07789779938439e+001   9.73067768196116e+001    
2.44288434094748e+004	   1.07807470172096e+001   9.73052764512003e+001    
2.44323590358789e+004	   1.07825159075519e+001   9.73037756063721e+001    
2.44358751682270e+004	   1.07842846648939e+001   9.73022742853441e+001    
2.44393918065920e+004	   1.07860532892596e+001   9.73007724883354e+001    
2.44429089510468e+004	   1.07878217806719e+001   9.72992702155626e+001    
2.44464266016641e+004	   1.07895901391538e+001   9.72977674672424e+001    
2.44499447585169e+004	   1.07913583647292e+001   9.72962642435935e+001    
2.44534634216779e+004	   1.07931264574211e+001   9.72947605448331e+001    
2.44569825912200e+004	   1.07948944172524e+001   9.72932563711770e+001    
2.44605022672161e+004	   1.07966622442466e+001   9.72917517228438e+001    
2.44640224497391e+004	   1.07984299384261e+001   9.72902466000481e+001    
2.44675431388618e+004	   1.08001974998146e+001   9.72887410030089e+001    
2.44710643346573e+004	   1.08019649284347e+001   9.72872349319413e+001    
2.44745860371983e+004	   1.08037322243092e+001   9.72857283870618e+001    
2.44781082465579e+004	   1.08054993874615e+001   9.72842213685881e+001    
2.44816309628090e+004	   1.08072664179139e+001   9.72827138767348e+001    
2.44851541860244e+004	   1.08090333155911e+001   9.72812059115252e+001    
2.44886779162772e+004	   1.08108000807123e+001   9.72796974735622e+001    
2.44922021536404e+004	   1.08125667132016e+001   9.72781885628668e+001    
2.44957268981869e+004	   1.08143332130820e+001   9.72766791796566e+001    
2.44992521499897e+004	   1.08160995803759e+001   9.72751693241460e+001    
2.45027779091218e+004	   1.08178658151061e+001   9.72736589965517e+001    
2.45063041756562e+004	   1.08196319172944e+001   9.72721481970870e+001    
2.45098309496660e+004	   1.08213978869635e+001   9.72706369259683e+001    
2.45133582312242e+004	   1.08231637241359e+001   9.72691251834105e+001    
2.45168860204038e+004	   1.08249294288341e+001   9.72676129696299e+001    
2.45204143172778e+004	   1.08266950010795e+001   9.72661002848383e+001    
2.45239431219194e+004	   1.08284604408950e+001   9.72645871292531e+001    
2.45274724344016e+004	   1.08302257483023e+001   9.72630735030873e+001    
2.45310022547975e+004	   1.08319909233239e+001   9.72615594065567e+001    
2.45345325831802e+004	   1.08337559659812e+001   9.72600448398739e+001    
2.45380634196228e+004	   1.08355208762968e+001   9.72585298032550e+001    
2.45415947641984e+004	   1.08372856542920e+001   9.72570142969125e+001    
2.45451266169801e+004	   1.08390502999890e+001   9.72554983210614e+001    
2.45486589780411e+004	   1.08408148134096e+001   9.72539818759160e+001    
2.45521918474546e+004	   1.08425791944772e+001   9.72524649614968e+001    
2.45557252252936e+004	   1.08443434434095e+001   9.72509475784016e+001    
2.45592591116314e+004	   1.08461075601301e+001   9.72494297266521e+001    
2.45627935065411e+004	   1.08478715446607e+001   9.72479114064622e+001    
2.45663284100959e+004	   1.08496353970227e+001   9.72463926180451e+001    
2.45698638223691e+004	   1.08513991172373e+001   9.72448733616131e+001    
2.45733997434338e+004	   1.08531627053259e+001   9.72433536373799e+001    
2.45769361733632e+004	   1.08549261613098e+001   9.72418334455579e+001    
2.45804731122307e+004	   1.08566894852101e+001   9.72403127863606e+001    
2.45840105601094e+004	   1.08584526770481e+001   9.72387916600004e+001    
2.45875485170725e+004	   1.08602157368449e+001   9.72372700666901e+001    
2.45910869831934e+004	   1.08619786646213e+001   9.72357480066418e+001    
2.45946259585454e+004	   1.08637414603984e+001   9.72342254800685e+001    
2.45981654432016e+004	   1.08655041241966e+001   9.72327024871805e+001    
2.46017054372354e+004	   1.08672666560373e+001   9.72311790281925e+001    
2.46052459407202e+004	   1.08690290559409e+001   9.72296551033152e+001    
2.46087869537292e+004	   1.08707913239279e+001   9.72281307127601e+001    
2.46123284763357e+004	   1.08725534600192e+001   9.72266058567399e+001    
2.46158705086131e+004	   1.08743154642354e+001   9.72250805354666e+001    
2.46194130506348e+004	   1.08760773365964e+001   9.72235547491505e+001    
2.46229561024741e+004	   1.08778390770246e+001   9.72220284978114e+001    
2.46264996642043e+004	   1.08796006857367e+001   9.72205017820450e+001    
2.46300437358989e+004	   1.08813621626549e+001   9.72189746018712e+001    
2.46335883176312e+004	   1.08831235077988e+001   9.72174469574994e+001    
2.46371334094746e+004	   1.08848847211888e+001   9.72159188491417e+001    
2.46406790115026e+004	   1.08866458028451e+001   9.72143902770098e+001    
2.46442251237886e+004	   1.08884067527868e+001   9.72128612413124e+001    
2.46477717464060e+004	   1.08901675710345e+001   9.72113317422621e+001    
2.46513188794282e+004	   1.08919282576079e+001   9.72098017800697e+001    
2.46548665229287e+004	   1.08936888125260e+001   9.72082713549440e+001    
2.46584146769810e+004	   1.08954492358090e+001   9.72067404670969e+001    
2.46619633416586e+004	   1.08972095274758e+001   9.72052091167371e+001    
2.46655125170348e+004	   1.08989696875459e+001   9.72036773040756e+001    
2.46690622031833e+004	   1.09007297160395e+001   9.72021450293249e+001    
2.46726124001776e+004	   1.09024896129745e+001   9.72006122926906e+001    
2.46761631080910e+004	   1.09042493783709e+001   9.71990790943859e+001    
2.46797143269973e+004	   1.09060090122473e+001   9.71975454346192e+001    
2.46832660569698e+004	   1.09077685146229e+001   9.71960113136003e+001    
2.46868182980822e+004	   1.09095278855168e+001   9.71944767315403e+001    
2.46903710504081e+004	   1.09112871248492e+001   9.71929416884559e+001    
2.46939243140209e+004	   1.09130462328352e+001   9.71914061849395e+001    
2.46974780889943e+004	   1.09148052093949e+001   9.71898702210081e+001    
2.47010323754019e+004	   1.09165640545476e+001   9.71883337968731e+001    
2.47045871733172e+004	   1.09183227683108e+001   9.71867969127419e+001    
2.47081424828140e+004	   1.09200813507033e+001   9.71852595688241e+001    
2.47116983039657e+004	   1.09218398017431e+001   9.71837217653282e+001    
2.47152546368460e+004	   1.09235981214486e+001   9.71821835024645e+001    
2.47188114815287e+004	   1.09253563098375e+001   9.71806447804406e+001    
2.47223688380873e+004	   1.09271143669281e+001   9.71791055994667e+001    
2.47259267065954e+004	   1.09288722927377e+001   9.71775659597493e+001    
2.47294850871269e+004	   1.09306300872841e+001   9.71760258614979e+001    
2.47330439797553e+004	   1.09323877505850e+001   9.71744853049215e+001    
2.47366033845544e+004	   1.09341452826578e+001   9.71729442902275e+001    
2.47401633015978e+004	   1.09359026835202e+001   9.71714028176254e+001    
2.47437237309594e+004	   1.09376599531889e+001   9.71698608873223e+001    
2.47472846727127e+004	   1.09394170916815e+001   9.71683184995272e+001    
2.47508461269317e+004	   1.09411740990147e+001   9.71667756544471e+001    
2.47544080936899e+004	   1.09429309752060e+001   9.71652323522919e+001    
2.47579705730612e+004	   1.09446877201737e+001   9.71636885930782e+001    
2.47615335651193e+004	   1.09464443341305e+001   9.71621443773935e+001    
2.47650970699380e+004	   1.09482008169954e+001   9.71605997052569e+001    
2.47686610875912e+004	   1.09499571687845e+001   9.71590545768752e+001    
2.47722256181526e+004	   1.09517133895141e+001   9.71575089924560e+001    
2.47757906616960e+004	   1.09534694792007e+001   9.71559629522072e+001    
2.47793562182953e+004	   1.09552254378605e+001   9.71544164563374e+001    
2.47829222880243e+004	   1.09569812655094e+001   9.71528695050529e+001    
2.47864888709568e+004	   1.09587369621628e+001   9.71513220985605e+001    
2.47900559671667e+004	   1.09604925278370e+001   9.71497742370690e+001    
2.47936235767279e+004	   1.09622479625473e+001   9.71482259207848e+001    
2.47971916997142e+004	   1.09640032663093e+001   9.71466771499159e+001    
2.48007603361995e+004	   1.09657584391382e+001   9.71451279246683e+001    
2.48043294862578e+004	   1.09675134810496e+001   9.71435782452508e+001    
2.48078991499629e+004	   1.09692683920582e+001   9.71420281118694e+001    
2.48114693273888e+004	   1.09710231721789e+001   9.71404775247311e+001    
2.48150400186093e+004	   1.09727778214268e+001   9.71389264840436e+001    
2.48186112236985e+004	   1.09745323398168e+001   9.71373749900145e+001    
2.48221829427303e+004	   1.09762867273624e+001   9.71358230428482e+001    
2.48257551757786e+004	   1.09780409839812e+001   9.71342706425653e+001    
2.48293279229174e+004	   1.09797951098828e+001   9.71327177897500e+001    
2.48329011842208e+004	   1.09815491049829e+001   9.71311644844183e+001    
2.48364749597626e+004	   1.09833029692963e+001   9.71296107267795e+001    
2.48400492496170e+004	   1.09850567028365e+001   9.71280565170396e+001    
2.48436240538578e+004	   1.09868103056169e+001   9.71265018554051e+001    
2.48471993725593e+004	   1.09885637776513e+001   9.71249467420832e+001    
2.48507752057953e+004	   1.09903171189527e+001   9.71233911772797e+001    
2.48543515536399e+004	   1.09920703295342e+001   9.71218351612011e+001    
2.48579284161672e+004	   1.09938234094097e+001   9.71202786940567e+001    
2.48615057934513e+004	   1.09955763585909e+001   9.71187217760497e+001    
2.48650836855663e+004	   1.09973291770916e+001   9.71171644073904e+001    
2.48686620925861e+004	   1.09990818649232e+001   9.71156065882819e+001    
2.48722410145851e+004	   1.10008344220988e+001   9.71140483189332e+001    
2.48758204516371e+004	   1.10025868486305e+001   9.71124895995507e+001    
2.48794004038164e+004	   1.10043391445301e+001   9.71109304303404e+001    
2.48829808711972e+004	   1.10060913098097e+001   9.71093708115098e+001    
2.48865618538534e+004	   1.10078433444808e+001   9.71078107432648e+001    
2.48901433518594e+004	   1.10095952485548e+001   9.71062502258125e+001    
2.48937253652893e+004	   1.10113470219453e+001   9.71046892591714e+001    
2.48973078942171e+004	   1.10130986648593e+001   9.71031278439256e+001    
2.49008909387173e+004	   1.10148501772094e+001   9.71015659800918e+001    
2.49044744988638e+004	   1.10166015590067e+001   9.71000036678783e+001    
2.49080585747310e+004	   1.10183528102620e+001   9.70984409074926e+001    
2.49116431663930e+004	   1.10201039309850e+001   9.70968776991393e+001    
2.49152282739242e+004	   1.10218549211861e+001   9.70953140430264e+001    
2.49188138973986e+004	   1.10236057808757e+001   9.70937499393619e+001    
2.49224000368906e+004	   1.10253565100633e+001   9.70921853883525e+001    
2.49259866924745e+004	   1.10271071087580e+001   9.70906203902037e+001    
2.49295738642245e+004	   1.10288575769701e+001   9.70890549451251e+001    
2.49331615522148e+004	   1.10306079147080e+001   9.70874890533223e+001    
2.49367497565199e+004	   1.10323581219808e+001   9.70859227150028e+001    
2.49403384772139e+004	   1.10341081987972e+001   9.70843559303740e+001    
2.49439277143713e+004	   1.10358581451662e+001   9.70827886996448e+001    
2.49475174680663e+004	   1.10376079610952e+001   9.70812210230201e+001    
2.49511077383732e+004	   1.10393576465930e+001   9.70796529007096e+001    
2.49546985253665e+004	   1.10411072016669e+001   9.70780843329199e+001    
2.49582898291204e+004	   1.10428566263248e+001   9.70765153198594e+001    
2.49618816497094e+004	   1.10446059204763e+001   9.70749458615488e+001    
2.49654739872078e+004	   1.10463550843245e+001   9.70733759585717e+001    
2.49690668416900e+004	   1.10481041177777e+001   9.70718056109473e+001    
2.49726602132304e+004	   1.10498530208429e+001   9.70702348188844e+001    
2.49762541019035e+004	   1.10516017935264e+001   9.70686635825912e+001    
2.49798485077836e+004	   1.10533504358348e+001   9.70670919022779e+001    
2.49834434309451e+004	   1.10550989477733e+001   9.70655197781510e+001    
2.49870388714626e+004	   1.10568473293482e+001   9.70639472104208e+001    
2.49906348294105e+004	   1.10585955805644e+001   9.70623741992955e+001    
2.49942313048632e+004	   1.10603437014273e+001   9.70608007449852e+001    
2.49978282978952e+004	   1.10620916919417e+001   9.70592268476986e+001    
2.50014258085810e+004	   1.10638395521120e+001   9.70576525076453e+001    
2.50050238369952e+004	   1.10655872819430e+001   9.70560777250357e+001    
2.50086223832121e+004	   1.10673348814381e+001   9.70545025000787e+001    
2.50122214473064e+004	   1.10690823506015e+001   9.70529268329856e+001    
2.50158210293525e+004	   1.10708296894363e+001   9.70513507239653e+001    
2.50194211294250e+004	   1.10725768979461e+001   9.70497741732303e+001    
2.50230217475984e+004	   1.10743239761335e+001   9.70481971809900e+001    
2.50266228839474e+004	   1.10760709239030e+001   9.70466197472680e+001    
2.50302245385464e+004	   1.10778177414531e+001   9.70450418726515e+001    
2.50338267114701e+004	   1.10795644286874e+001   9.70434635571634e+001    
2.50374294027931e+004	   1.10813109856081e+001   9.70418848010171e+001    
2.50410326125899e+004	   1.10830574122160e+001   9.70403056044228e+001    
2.50446363409352e+004	   1.10848037085120e+001   9.70387259675931e+001    
2.50482405879036e+004	   1.10865498744974e+001   9.70371458907422e+001    
2.50518453535697e+004	   1.10882959101724e+001   9.70355653740827e+001    
2.50554506380082e+004	   1.10900418155366e+001   9.70339844178269e+001    
2.50590564412938e+004	   1.10917875905900e+001   9.70324030221891e+001    
2.50626627635011e+004	   1.10935332353319e+001   9.70308211873838e+001    
2.50662696047047e+004	   1.10952787497610e+001   9.70292389136237e+001    
2.50698769649795e+004	   1.10970241338765e+001   9.70276562011257e+001    
2.50734848444000e+004	   1.10987693876760e+001   9.70260730501031e+001    
2.50770932430410e+004	   1.11005145111577e+001   9.70244894607721e+001    
2.50807021609772e+004	   1.11022595043192e+001   9.70229054333490e+001    
2.50843115982834e+004	   1.11040043671575e+001   9.70213209680494e+001    
2.50879215550343e+004	   1.11057490996694e+001   9.70197360650901e+001    
2.50915320313046e+004	   1.11074937018514e+001   9.70181507246893e+001    
2.50951430271692e+004	   1.11092381736013e+001   9.70165649468766e+001    
2.50987545427027e+004	   1.11109825151102e+001   9.70149787322431e+001    
2.51023665779800e+004	   1.11127267262763e+001   9.70133920808233e+001    
2.51059791330759e+004	   1.11144708070935e+001   9.70118049928338e+001    
2.51095922080652e+004	   1.11162147575562e+001   9.70102174684947e+001    
2.51132058030227e+004	   1.11179585776588e+001   9.70086295080271e+001    
2.51168199180232e+004	   1.11197022673942e+001   9.70070411116509e+001    
2.51204345531416e+004	   1.11214458267556e+001   9.70054522795872e+001    
2.51240497084527e+004	   1.11231892557358e+001   9.70038630120589e+001    
2.51276653840314e+004	   1.11249325543265e+001   9.70022733092876e+001    
2.51312815799526e+004	   1.11266757225200e+001   9.70006831714976e+001    
2.51348982962911e+004	   1.11284187603070e+001   9.69990925989114e+001    
2.51385155331218e+004	   1.11301616676783e+001   9.69975015917544e+001    
2.51421332905197e+004	   1.11319044446240e+001   9.69959101502508e+001    
2.51457515685597e+004	   1.11336470911338e+001   9.69943182746262e+001    
2.51493703673167e+004	   1.11353896071972e+001   9.69927259651082e+001    
2.51529896868655e+004	   1.11371319928029e+001   9.69911332219239e+001    
2.51566095272813e+004	   1.11388742479392e+001   9.69895400453019e+001    
2.51602298886389e+004	   1.11406163724957e+001   9.69879464352841e+001    
2.51638507710133e+004	   1.11423583666554e+001   9.69863523924728e+001    
2.51674721744795e+004	   1.11441002303068e+001   9.69847579169117e+001    
2.51710940991125e+004	   1.11458419634365e+001   9.69831630088337e+001    
2.51747165449872e+004	   1.11475835660294e+001   9.69815676684696e+001    
2.51783395121788e+004	   1.11493250380710e+001   9.69799718960536e+001    
2.51819630007621e+004	   1.11510663795454e+001   9.69783756918202e+001    
2.51855870108123e+004	   1.11528075904364e+001   9.69767790560036e+001    
2.51892115424045e+004	   1.11545486707272e+001   9.69751819888404e+001    
2.51928365956135e+004	   1.11562896204004e+001   9.69735844905681e+001    
2.51964621705146e+004	   1.11580304394381e+001   9.69719865614252e+001    
2.52000882671828e+004	   1.11597711278214e+001   9.69703882016501e+001    
2.52037148856932e+004	   1.11615116855311e+001   9.69687894114840e+001    
2.52073420261209e+004	   1.11632521125475e+001   9.69671901911689e+001    
2.52109696885410e+004	   1.11649924088498e+001   9.69655905409476e+001    
2.52145978730286e+004	   1.11667325744170e+001   9.69639904610643e+001    
2.52182265796589e+004	   1.11684726092266e+001   9.69623899517636e+001    
2.52218558085070e+004	   1.11702125132564e+001   9.69607890132924e+001    
2.52254855596480e+004	   1.11719522864831e+001   9.69591876458999e+001    
2.52291158331572e+004	   1.11736919287852e+001   9.69575858496504e+001    
2.52327466291096e+004	   1.11754314403328e+001   9.69559836251637e+001    
2.52363779475805e+004	   1.11771708210028e+001   9.69543809725074e+001    
2.52400097886451e+004	   1.11789100707691e+001   9.69527778919354e+001    
2.52436421523786e+004	   1.11806491896049e+001   9.69511743837042e+001    
2.52472750388562e+004	   1.11823881774822e+001   9.69495704480695e+001    
2.52509084481531e+004	   1.11841270343727e+001   9.69479660852913e+001    
2.52545423803446e+004	   1.11858657602466e+001   9.69463612956288e+001    
2.52581768355059e+004	   1.11876043550738e+001   9.69447560793439e+001    
2.52618118137123e+004	   1.11893428188233e+001   9.69431504367012e+001    
2.52654473150390e+004	   1.11910811514635e+001   9.69415443679665e+001    
2.52690833395614e+004	   1.11928193529613e+001   9.69399378734065e+001    
2.52727198873548e+004	   1.11945574232837e+001   9.69383309532929e+001    
2.52763569584944e+004	   1.11962953623956e+001   9.69367236078951e+001    
2.52799945530555e+004	   1.11980331702618e+001   9.69351158374875e+001    
2.52836326711135e+004	   1.11997708468461e+001   9.69335076423463e+001    
2.52872713127438e+004	   1.12015083921115e+001   9.69318990227500e+001    
2.52909104780216e+004	   1.12032458060192e+001   9.69302899789775e+001    
2.52945501670224e+004	   1.12049830884326e+001   9.69286805111272e+001    
2.52981903798215e+004	   1.12067202395069e+001   9.69270706198534e+001    
2.53018311164942e+004	   1.12084572591035e+001   9.69254603052592e+001    
2.53054723771161e+004	   1.12101941471798e+001   9.69238495676337e+001    
2.53091141617624e+004	   1.12119309036931e+001   9.69222384072711e+001    
2.53127564705086e+004	   1.12136675285986e+001   9.69206268244648e+001    
2.53163993034301e+004	   1.12154040218510e+001   9.69190148195134e+001    
2.53200426606024e+004	   1.12171403834046e+001   9.69174023927196e+001    
2.53236865421009e+004	   1.12188766132106e+001   9.69157895443835e+001    
2.53273309480010e+004	   1.12206127112211e+001   9.69141762748148e+001    
2.53309758783783e+004	   1.12223486773860e+001   9.69125625843225e+001    
2.53346213333082e+004	   1.12240845116543e+001   9.69109484732195e+001    
2.53382673128662e+004	   1.12258202139735e+001   9.69093339418219e+001    
2.53419138171277e+004	   1.12275557842902e+001   9.69077189904491e+001    
2.53455608461684e+004	   1.12292912225500e+001   9.69061036194262e+001    
2.53492084000637e+004	   1.12310265286966e+001   9.69044878290779e+001    
2.53528564788892e+004	   1.12327617026725e+001   9.69028716197351e+001    
2.53565050827204e+004	   1.12344967444194e+001   9.69012549917327e+001    
2.53601542116328e+004	   1.12362316537796e+001   9.68996379452245e+001    
2.53638038657021e+004	   1.12379664308869e+001   9.68980204809199e+001    
2.53674540450038e+004	   1.12397010755813e+001   9.68964025989827e+001    
2.53711047496135e+004	   1.12414355877984e+001   9.68947842997621e+001    
2.53747559796067e+004	   1.12431699674725e+001   9.68931655836138e+001    
2.53784077350592e+004	   1.12449042145366e+001   9.68915464508961e+001    
2.53820600160465e+004	   1.12466383289226e+001   9.68899269019756e+001    
2.53857128226442e+004	   1.12483723105598e+001   9.68883069372192e+001    
2.53893661549281e+004	   1.12501061593765e+001   9.68866865570006e+001    
2.53930200129737e+004	   1.12518398753001e+001   9.68850657617005e+001    
2.53966743968567e+004	   1.12535734582552e+001   9.68834445517012e+001    
2.54003293066528e+004	   1.12553069081655e+001   9.68818229273939e+001    
2.54039847424377e+004	   1.12570402249525e+001   9.68802008891722e+001    
2.54076407042870e+004	   1.12587734085369e+001   9.68785784374390e+001    
2.54112971922765e+004	   1.12605064588365e+001   9.68769555725993e+001    
2.54149542064819e+004	   1.12622393757679e+001   9.68753322950665e+001    
2.54186117469790e+004	   1.12639721592462e+001   9.68737086052604e+001    
2.54222698138434e+004	   1.12657048091841e+001   9.68720845036065e+001    
2.54259284071509e+004	   1.12674373253947e+001   9.68704599903532e+001    
2.54295875269773e+004	   1.12691697079826e+001   9.68688350663063e+001    
2.54332471733983e+004	   1.12709019567575e+001   9.68672097317294e+001    
2.54369073464898e+004	   1.12726340716242e+001   9.68655839870757e+001    
2.54405680463275e+004	   1.12743660524861e+001   9.68639578328071e+001    
2.54442292729873e+004	   1.12760978992440e+001   9.68623312693914e+001    
2.54478910265449e+004	   1.12778296117966e+001   9.68607042973054e+001    
2.54515533070762e+004	   1.12795611900407e+001   9.68590769170344e+001    
2.54552161146570e+004	   1.12812926338711e+001   9.68574491290725e+001    
2.54588794493631e+004	   1.12830239431797e+001   9.68558209339214e+001    
2.54625433112705e+004	   1.12847551178566e+001   9.68541923320925e+001    
2.54662077004550e+004	   1.12864861577895e+001   9.68525633241074e+001    
2.54698726169925e+004	   1.12882170628634e+001   9.68509339104950e+001    
2.54735380609588e+004	   1.12899478329615e+001   9.68493040917973e+001    
2.54772040324299e+004	   1.12916784679638e+001   9.68476738685637e+001    
2.54808705314818e+004	   1.12934089677478e+001   9.68460432413551e+001    
2.54845375581902e+004	   1.12951393321895e+001   9.68444122107448e+001    
2.54882051126312e+004	   1.12968695611608e+001   9.68427807773149e+001    
2.54918731948807e+004	   1.12985996544338e+001   9.68411489414775e+001    
2.54955418050146e+004	   1.13003296120713e+001   9.68395167042055e+001    
2.54992109431090e+004	   1.13020594338401e+001   9.68378840659360e+001    
2.55028806092398e+004	   1.13037891196011e+001   9.68362510272987e+001    
2.55065508034829e+004	   1.13055186692132e+001   9.68346175889411e+001    
2.55102215259145e+004	   1.13072480825317e+001   9.68329837515205e+001    
2.55138927766105e+004	   1.13089773594093e+001   9.68313495157105e+001    
2.55175645556470e+004	   1.13107064996952e+001   9.68297148821980e+001    
2.55212368630999e+004	   1.13124355032359e+001   9.68280798516860e+001    
2.55249096990453e+004	   1.13141643698741e+001   9.68264444248916e+001    
2.55285830635593e+004	   1.13158930994499e+001   9.68248086025494e+001    
2.55322569567180e+004	   1.13176216917991e+001   9.68231723854083e+001    
2.55359313785974e+004	   1.13193501467550e+001   9.68215357742371e+001    
2.55396063292736e+004	   1.13210784641467e+001   9.68198987698197e+001    
2.55432818088227e+004	   1.13228066438002e+001   9.68182613729601e+001    
2.55469578173209e+004	   1.13245346855377e+001   9.68166235844805e+001    
2.55506343548442e+004	   1.13262625891777e+001   9.68149854052222e+001    
2.55543114214687e+004	   1.13279903545343e+001   9.68133468360462e+001    
2.55579890172708e+004	   1.13297179813208e+001   9.68117078776525e+001    
2.55616671423263e+004	   1.13314454695397e+001   9.68100685313114e+001    
2.55653457967117e+004	   1.13331728188956e+001   9.68084287977646e+001    
2.55690249805029e+004	   1.13349000291873e+001   9.68067886779625e+001    
2.55727046937763e+004	   1.13366271002089e+001   9.68051481728773e+001    
2.55763849366080e+004	   1.13383540317507e+001   9.68035072835068e+001    
2.55800657090742e+004	   1.13400808235984e+001   9.68018660108745e+001    
2.55837470112512e+004	   1.13418074755326e+001   9.68002243560279e+001    
2.55874288432152e+004	   1.13435339873303e+001   9.67985823200442e+001    
2.55911112050423e+004	   1.13452603587636e+001   9.67969399040295e+001    
2.55947940968090e+004	   1.13469865895990e+001   9.67952971091147e+001    
2.55984775185913e+004	   1.13487126795993e+001   9.67936539364660e+001    
2.56021614704657e+004	   1.13504386285216e+001   9.67920103872774e+001    
2.56058459525085e+004	   1.13521644361176e+001   9.67903664627754e+001    
2.56095309647958e+004	   1.13538901021349e+001   9.67887221642221e+001    
2.56132165074040e+004	   1.13556156263153e+001   9.67870774929133e+001    
2.56169025804094e+004	   1.13573410083944e+001   9.67854324501789e+001    
2.56205891838884e+004	   1.13590662481036e+001   9.67837870373884e+001    
2.56242763179174e+004	   1.13607913450703e+001   9.67821412557676e+001    
2.56279639825725e+004	   1.13625162992092e+001   9.67804951071255e+001    
2.56316521779303e+004	   1.13642411101358e+001   9.67788485927677e+001    
2.56353409040671e+004	   1.13659657775583e+001   9.67772017142270e+001    
2.56390301610593e+004	   1.13676903011780e+001   9.67755544730777e+001    
2.56427199489832e+004	   1.13694146806900e+001   9.67739068709413e+001    
2.56464102679154e+004	   1.13711389157835e+001   9.67722589094861e+001    
2.56501011179321e+004	   1.13728630061403e+001   9.67706105904293e+001    
2.56537924991099e+004	   1.13745869514371e+001   9.67689619155423e+001    
2.56574844115252e+004	   1.13763107513424e+001   9.67673128866457e+001    
2.56611768552543e+004	   1.13780344055190e+001   9.67656635056184e+001    
2.56648698303739e+004	   1.13797579136221e+001   9.67640137743949e+001    
2.56685633369604e+004	   1.13814812752990e+001   9.67623636949662e+001    
2.56722573750902e+004	   1.13832044901914e+001   9.67607132693904e+001    
2.56759519448398e+004	   1.13849275579325e+001   9.67590624997850e+001    
2.56796470462858e+004	   1.13866504781481e+001   9.67574113883356e+001    
2.56833426795047e+004	   1.13883732504565e+001   9.67557599372952e+001    
2.56870388445729e+004	   1.13900958744679e+001   9.67541081489886e+001    
2.56907355415671e+004	   1.13918183496872e+001   9.67524560256339e+001    
2.56944327705638e+004	   1.13935406759041e+001   9.67508035700692e+001    
2.56981305316396e+004	   1.13952628526064e+001   9.67491507846667e+001    
2.57018288248710e+004	   1.13969848793726e+001   9.67474976720668e+001    
2.57055276503346e+004	   1.13987067557709e+001   9.67458442349919e+001    
2.57092270081069e+004	   1.14004284813624e+001   9.67441904762563e+001    
2.57129268982648e+004	   1.14021500556977e+001   9.67425363987645e+001    
2.57166273208846e+004	   1.14038714783199e+001   9.67408820055194e+001    
2.57203282760431e+004	   1.14055927487625e+001   9.67392272996249e+001    
2.57240297638169e+004	   1.14073138665494e+001   9.67375722842861e+001    
2.57277317842826e+004	   1.14090348311952e+001   9.67359169628177e+001    
2.57314343375170e+004	   1.14107556422056e+001   9.67342613386482e+001    
2.57351374235966e+004	   1.14124762990754e+001   9.67326054153196e+001    
2.57388410425982e+004	   1.14141968012906e+001   9.67309491964987e+001    
2.57425451945984e+004	   1.14159171483272e+001   9.67292926859777e+001    
2.57462498796740e+004	   1.14176373396508e+001   9.67276358876799e+001    
2.57499550979017e+004	   1.14193573747170e+001   9.67259788056654e+001    
2.57536608493582e+004	   1.14210772528735e+001   9.67243214439565e+001    
2.57573671341203e+004	   1.14227969737499e+001   9.67226638072622e+001    
2.57610739522646e+004	   1.14245165366741e+001   9.67210058999095e+001    
2.57647813038680e+004	   1.14262359410594e+001   9.67193477265614e+001    
2.57684891890072e+004	   1.14279551863095e+001   9.67176892920501e+001    
2.57721976077591e+004	   1.14296742718166e+001   9.67160306013792e+001    
2.57759065602003e+004	   1.14313931969627e+001   9.67143716597344e+001    
2.57796160464077e+004	   1.14331119611194e+001   9.67127124724912e+001    
2.57833260664582e+004	   1.14348305636468e+001   9.67110530452171e+001    
2.57870366204285e+004	   1.14365490038945e+001   9.67093933836863e+001    
2.57907477083955e+004	   1.14382672812016e+001   9.67077334938850e+001    
2.57944593304361e+004	   1.14399853948961e+001   9.67060733820202e+001    
2.57981714866270e+004	   1.14417033442961e+001   9.67044130545305e+001    
2.58018841770453e+004	   1.14434211287078e+001   9.67027525180917e+001    
2.58055974017676e+004	   1.14451387474288e+001   9.67010917796337e+001    
2.58093111608710e+004	   1.14468561997451e+001   9.66994308463444e+001    
