!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:52:03 2026

BEGIN CH1_DATA
DCV(V), +1.851e-004, DCI(A), -2.556e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+9.15717200500e+006, +1.49456049327e+003, -9.94894706332e+000, -4.48788902398e-006, +1.47208542684e+003
+9.22435185100e+006, +1.49357834693e+003, -1.01558760988e+001, -4.54391801645e-006, +1.47017649893e+003
+9.29202454800e+006, +1.49250735226e+003, -1.03680508302e+001, -4.60074297174e-006, +1.46813766036e+003
+9.36019371300e+006, +1.49136122045e+003, -1.05884163654e+001, -4.65963277338e-006, +1.46596709557e+003
+9.42886298900e+006, +1.49014398004e+003, -1.08233697248e+001, -4.72327128947e-006, +1.46363542162e+003
+9.49803604300e+006, +1.48896258109e+003, -1.10620181884e+001, -4.78718693769e-006, +1.46129776452e+003
+9.56771657200e+006, +1.48697838708e+003, -1.13195267739e+001, -4.85504513531e-006, +1.45805341863e+003
+9.63790830000e+006, +1.48525191137e+003, -1.15822391063e+001, -4.92431117271e-006, +1.45500851966e+003
+9.70861497500e+006, +1.48392642154e+003, -1.18497403217e+001, -4.99529295975e-006, +1.45230319310e+003
+9.77984037600e+006, +1.48282009571e+003, -1.21231764507e+001, -5.06786699134e-006, +1.44975078307e+003
+9.85158830900e+006, +1.48220564492e+003, -1.24078606468e+001, -5.14513467558e-006, +1.44758548414e+003
+9.92386260800e+006, +1.48313539652e+003, -1.27003984796e+001, -5.22940843322e-006, +1.44684754493e+003
+9.99666713200e+006, +1.48436756264e+003, -1.30039175472e+001, -5.31768967602e-006, +1.44630048399e+003
+1.00700057730e+007, +1.48520894868e+003, -1.33042809414e+001, -5.40178079848e-006, +1.44534843794e+003
+1.01438824490e+007, +1.48549843382e+003, -1.36213392632e+001, -5.48891599283e-006, +1.44371634932e+003
+1.02183011080e+007, +1.48526269158e+003, -1.39350343948e+001, -5.57108863370e-006, +1.44155053270e+003
+1.02932657240e+007, +1.48357586670e+003, -1.42714640738e+001, -5.65486794489e-006, +1.43779068007e+003
+1.03687803040e+007, +1.48003020081e+003, -1.46276462752e+001, -5.73702565567e-006, +1.43205861788e+003
+1.04448488830e+007, +1.47700323073e+003, -1.49769160627e+001, -5.81623721508e-006, +1.42682946596e+003
+1.05214755240e+007, +1.47456383602e+003, -1.53132065646e+001, -5.89071282111e-006, +1.42221176299e+003
+1.05986643210e+007, +1.47265411222e+003, -1.56391602008e+001, -5.96148264218e-006, +1.41813430989e+003
+1.06764194000e+007, +1.47123135332e+003, -1.59539026213e+001, -6.02827636546e-006, +1.41456415468e+003
+1.07547449140e+007, +1.47283587759e+003, -1.62204064076e+001, -6.08831034804e-006, +1.41420855497e+003
+1.08336450480e+007, +1.47401997573e+003, -1.64906796108e+001, -6.14684313691e-006, +1.41338752510e+003
+1.09131240180e+007, +1.47464687840e+003, -1.67725021575e+001, -6.20602823180e-006, +1.41191260087e+003
+1.09931860700e+007, +1.47468866019e+003, -1.70621503874e+001, -6.26426502393e-006, +1.40978326101e+003
+1.10738354830e+007, +1.47406435502e+003, -1.73620222284e+001, -6.32192431147e-006, +1.40690352755e+003
+1.11550765640e+007, +1.47128799458e+003, -1.76924249927e+001, -6.37949241250e-006, +1.40169852770e+003
+1.12369136550e+007, +1.46767895315e+003, -1.80279859734e+001, -6.43337467920e-006, +1.39562393640e+003
+1.13193511280e+007, +1.46451984850e+003, -1.83615504379e+001, -6.48666154922e-006, +1.38995765896e+003
+1.14023933880e+007, +1.46166063957e+003, -1.86823118956e+001, -6.53514870241e-006, +1.38464458701e+003
+1.14860448710e+007, +1.45918042315e+003, -1.90003774529e+001, -6.58277246882e-006, +1.37967906560e+003
+1.15703100480e+007, +1.45747062603e+003, -1.93072517477e+001, -6.62860670564e-006, +1.37550118357e+003
+1.16551934200e+007, +1.45700844358e+003, -1.95877290731e+001, -6.67008313573e-006, +1.37269030745e+003
+1.17406995230e+007, +1.45620644938e+003, -1.98753603895e+001, -6.71113984970e-006, +1.36946666424e+003
+1.18268329250e+007, +1.45514839893e+003, -2.01683793911e+001, -6.75151570680e-006, +1.36592371106e+003
+1.19135982280e+007, +1.45388799378e+003, -2.04616155151e+001, -6.78976045137e-006, +1.36215725041e+003
+1.20010000690e+007, +1.45228848635e+003, -2.07564076505e+001, -6.82564864479e-006, +1.35802854715e+003
+1.20890431160e+007, +1.45014116776e+003, -2.10539778675e+001, -6.85854527869e-006, +1.35333321917e+003
+1.21777320740e+007, +1.44778385208e+003, -2.13493648461e+001, -6.88847424818e-006, +1.34843390140e+003
+1.22670716820e+007, +1.44522849666e+003, -2.16482104868e+001, -6.91723236917e-006, +1.34329133534e+003
+1.23570667130e+007, +1.44250931059e+003, -2.19492171661e+001, -6.94456163399e-006, +1.33794976541e+003
+1.24477219760e+007, +1.43967210117e+003, -2.22534981421e+001, -6.97099903797e-006, +1.33244155724e+003
+1.25390423130e+007, +1.43589311821e+003, -2.25618960774e+001, -6.99275759106e-006, +1.32599787737e+003
+1.26310326040e+007, +1.43187176321e+003, -2.28667916552e+001, -7.01095189795e-006, +1.31934208551e+003
+1.27236977650e+007, +1.42815669635e+003, -2.31774877143e+001, -7.03099006092e-006, +1.31289024565e+003
+1.28170427460e+007, +1.42445923233e+003, -2.34805878163e+001, -7.04763567733e-006, +1.30650705729e+003
+1.29110725350e+007, +1.42093311974e+003, -2.37801009910e+001, -7.06287621465e-006, +1.30029556431e+003
+1.30057921550e+007, +1.41778510357e+003, -2.40868189623e+001, -7.08079609046e-006, +1.29433584738e+003
+1.31012066680e+007, +1.41517353115e+003, -2.43794628286e+001, -7.09635035737e-006, +1.28898487917e+003
+1.31973211710e+007, +1.41250957795e+003, -2.46780527492e+001, -7.11216837731e-006, +1.28350250121e+003
+1.32941408000e+007, +1.40966569717e+003, -2.49790800988e+001, -7.12662704790e-006, +1.27780843439e+003
+1.33916707280e+007, +1.40655413762e+003, -2.52901121813e+001, -7.14126141565e-006, +1.27174476721e+003
+1.34899161650e+007, +1.40339887025e+003, -2.56069605119e+001, -7.15602826022e-006, +1.26555707295e+003
+1.35888823610e+007, +1.39924826316e+003, -2.59435539366e+001, -7.16959794908e-006, +1.25823969110e+003
+1.36885746040e+007, +1.39523943139e+003, -2.62846078380e+001, -7.18369712474e-006, +1.25097924532e+003
+1.37889982200e+007, +1.39142447628e+003, -2.66162008919e+001, -7.19509619443e-006, +1.24397187568e+003
+1.38901585740e+007, +1.38794093928e+003, -2.69407952513e+001, -7.20524583340e-006, +1.23731487770e+003
+1.39920610730e+007, +1.38462888348e+003, -2.72602999965e+001, -7.21388613201e-006, +1.23084482129e+003
+1.40947111590e+007, +1.38302920221e+003, -2.75474144223e+001, -7.22255064954e-006, +1.22623298956e+003
+1.41981143180e+007, +1.38181748544e+003, -2.78247204625e+001, -7.23005259329e-006, +1.22205129006e+003
+1.43022760750e+007, +1.37979900593e+003, -2.81199420659e+001, -7.23678450391e-006, +1.21693149776e+003
+1.44072019950e+007, +1.37721152894e+003, -2.84221921913e+001, -7.24129181116e-006, +1.21120835243e+003
+1.45128976840e+007, +1.37389887152e+003, -2.87412370609e+001, -7.24493690364e-006, +1.20463495495e+003
+1.46193687880e+007, +1.36911109776e+003, -2.90794369265e+001, -7.24412461849e-006, +1.19653013853e+003
+1.47266209980e+007, +1.36189760378e+003, -2.94492120423e+001, -7.23634345635e-006, +1.18592932928e+003
+1.48346600440e+007, +1.35531842028e+003, -2.98156480118e+001, -7.22977110351e-006, +1.17591450461e+003
+1.49434916970e+007, +1.34915108390e+003, -3.01824410944e+001, -7.22412212343e-006, +1.16624521062e+003
+1.50531217720e+007, +1.34485119123e+003, -3.02084451953e+001, -7.15423107076e-006, +1.16222127254e+003
+1.51635561280e+007, +1.33990383847e+003, -3.05745515539e+001, -7.15351485471e-006, +1.15361437826e+003
+1.52748006650e+007, +1.33709712952e+003, -3.09506172350e+001, -7.16511721503e-006, +1.14670905845e+003
+1.53868613250e+007, +1.33405391980e+003, -3.13129355554e+001, -7.17143764569e-006, +1.13973765033e+003
+1.54997440980e+007, +1.33052989597e+003, -3.16644453910e+001, -7.17187765623e-006, +1.13246325652e+003
+1.56134550130e+007, +1.32660478805e+003, -3.20094224742e+001, -7.16781289776e-006, +1.12490904012e+003
+1.57280001470e+007, +1.32206130088e+003, -3.23405183845e+001, -7.15667648045e-006, +1.11698809510e+003
+1.58433856190e+007, +1.31616360611e+003, -3.26331789312e+001, -7.12982796293e-006, +1.10839436610e+003
+1.59596175950e+007, +1.30963341430e+003, -3.29080729546e+001, -7.09547223127e-006, +1.09949398871e+003
+1.60767022850e+007, +1.30335945282e+003, -3.31978911707e+001, -7.06475672900e-006, +1.09063094440e+003
+1.61946459440e+007, +1.29737579581e+003, -3.34876439388e+001, -7.03497289554e-006, +1.08201768012e+003
+1.63134548740e+007, +1.29162556877e+003, -3.37880902645e+001, -7.00779801947e-006, +1.07347012026e+003
+1.64331354230e+007, +1.28622939896e+003, -3.41137937332e+001, -6.98643812681e-006, +1.06490191117e+003
+1.65536939860e+007, +1.28162003582e+003, -3.44798057207e+001, -6.97573095263e-006, +1.05647242426e+003
+1.66751370030e+007, +1.27681194508e+003, -3.48318322318e+001, -6.96053804904e-006, +1.04804811137e+003
+1.67974709640e+007, +1.27187935004e+003, -3.51692247667e+001, -6.94128052235e-006, +1.03970336974e+003
+1.69207024050e+007, +1.26677641522e+003, -3.54931075663e+001, -6.91803090198e-006, +1.03139082245e+003
+1.70448379100e+007, +1.26161162797e+003, -3.58048306502e+001, -6.89172829445e-006, +1.02318532098e+003
+1.71698841120e+007, +1.25613427536e+003, -3.60466065212e+001, -6.85162112637e-006, +1.01563304886e+003
+1.72958476900e+007, +1.25060256773e+003, -3.62916154397e+001, -6.81149494730e-006, +1.00800431326e+003
+1.74227353770e+007, +1.24501606597e+003, -3.65514571395e+001, -6.77318528510e-006, +1.00014920481e+003
+1.75505539510e+007, +1.23948154254e+003, -3.68188526411e+001, -6.73603371494e-006, +9.92247395419e+002
+1.76793102420e+007, +1.23389408344e+003, -3.70983746521e+001, -6.70013402216e-006, +9.84155204338e+002
+1.78090111280e+007, +1.22830317816e+003, -3.74120770630e+001, -6.66903690875e-006, +9.75624727472e+002
+1.79396635410e+007, +1.22266474351e+003, -3.77462110779e+001, -6.64020850288e-006, +9.66797762860e+002
+1.80712744590e+007, +1.21705396481e+003, -3.80762500545e+001, -6.61031130418e-006, +9.58053592697e+002
+1.82038509170e+007, +1.21139870947e+003, -3.83934237295e+001, -6.57772945425e-006, +9.49451601834e+002
+1.83373999960e+007, +1.20580058354e+003, -3.87020493034e+001, -6.54373721717e-006, +9.41016474527e+002
+1.84719288320e+007, +1.20051911573e+003, -3.90048764630e+001, -6.51020118746e-006, +9.32914277257e+002
+1.86074446140e+007, +1.19558195506e+003, -3.92935549878e+001, -6.47616640723e-006, +9.25274566516e+002
+1.87439545810e+007, +1.19050264012e+003, -3.95821817696e+001, -6.44101580115e-006, +9.17533999274e+002
+1.88814660280e+007, +1.18508582436e+003, -3.98710852991e+001, -6.40375230182e-006, +9.09540056928e+002
+1.90199863010e+007, +1.17924091407e+003, -4.01566558883e+001, -6.36342855110e-006, +9.01275077316e+002
+1.91595228010e+007, +1.17317420285e+003, -4.04421351102e+001, -6.32161866200e-006, +8.92857691148e+002
+1.93000829850e+007, +1.16621828764e+003, -4.07109146653e+001, -6.27263628271e-006, +8.84005240551e+002
+1.94416743610e+007, +1.15911778366e+003, -4.09834102397e+001, -6.22317843860e-006, +8.75017444380e+002
+1.95843044960e+007, +1.15207222078e+003, -4.12626356922e+001, -6.17467531621e-006, +8.66006214570e+002
+1.97279810090e+007, +1.14496755681e+003, -4.15415272108e+001, -6.12563008604e-006, +8.56979896651e+002
+1.98727115780e+007, +1.13795613862e+003, -4.18251993767e+001, -6.07747767778e-006, +8.47985317250e+002
+2.00185039350e+007, +1.13063485466e+003, -4.21297563582e+001, -6.02992100834e-006, +8.38509965415e+002
+2.01653658700e+007, +1.12322246980e+003, -4.24422461954e+001, -5.98253065558e-006, +8.28890954628e+002
+2.03133052290e+007, +1.11600117850e+003, -4.27411204522e+001, -5.93435713305e-006, +8.19622177999e+002
+2.04623299170e+007, +1.10890821793e+003, -4.30383129325e+001, -5.88647353895e-006, +8.10498238481e+002
+2.06124478970e+007, +1.10209959425e+003, -4.33288484453e+001, -5.83918766797e-006, +8.01697393499e+002
+2.07636671880e+007, +1.09534943552e+003, -4.36103308600e+001, -5.79109297174e-006, +7.93085027070e+002
+2.09159958710e+007, +1.08900949626e+003, -4.38824377651e+001, -5.74407179486e-006, +7.84918425151e+002
+2.10694420840e+007, +1.08263606596e+003, -4.41500137483e+001, -5.69633164156e-006, +7.76811469732e+002
+2.12240140260e+007, +1.07637553366e+003, -4.44109033861e+001, -5.64845826193e-006, +7.68897582888e+002
+2.13797199550e+007, +1.07013810141e+003, -4.46638042118e+001, -5.59989155864e-006, +7.61128973699e+002
+2.15365681920e+007, +1.06400949629e+003, -4.49120004275e+001, -5.55144557693e-006, +7.53522991414e+002
+2.16945671150e+007, +1.05863555188e+003, -4.51260868927e+001, -5.50369351994e-006, +7.46919243201e+002
+2.18537251680e+007, +1.05300736406e+003, -4.53420927556e+001, -5.45492347607e-006, +7.40129728011e+002
+2.20140508530e+007, +1.04723236720e+003, -4.55663250548e+001, -5.40628257607e-006, +7.33149726941e+002
+2.21755527370e+007, +1.04103463105e+003, -4.57958231177e+001, -5.35605552898e-006, +7.25827421332e+002
+2.23382394490e+007, +1.03463480658e+003, -4.60319783138e+001, -5.30549987135e-006, +7.18302228689e+002
+2.25021196800e+007, +1.02716682147e+003, -4.62858979653e+001, -5.25114575636e-006, +7.09834244500e+002
+2.26672021880e+007, +1.01930264726e+003, -4.65434436456e+001, -5.19517075382e-006, +7.01080819099e+002
+2.28334957920e+007, +1.01164911720e+003, -4.68038681206e+001, -5.14060223947e-006, +6.92471686798e+002
+2.30010093780e+007, +1.00433747951e+003, -4.70629077608e+001, -5.08773561178e-006, +6.84149630332e+002
+2.31697518950e+007, +9.97209160172e+002, -4.73185591748e+001, -5.03560492830e-006, +6.76029611159e+002
+2.33397323590e+007, +9.90491038583e+002, -4.75791716729e+001, -4.98602937935e-006, +6.68156320840e+002
+2.35109598520e+007, +9.84632489522e+002, -4.78429953172e+001, -4.94109138556e-006, +6.60850365801e+002
+2.36834435240e+007, +9.78615109374e+002, -4.81016886742e+001, -4.89500839245e-006, +6.53529561115e+002
+2.38571925880e+007, +9.72448241706e+002, -4.83568592145e+001, -4.84798309440e-006, +6.46181235567e+002
+2.40322163300e+007, +9.66169113881e+002, -4.86075710952e+001, -4.80015895402e-006, +6.38843326580e+002
+2.42085241000e+007, +9.59750615323e+002, -4.88499090732e+001, -4.75114735037e-006, +6.31548343003e+002
+2.43861253180e+007, +9.53010981293e+002, -4.90723122857e+001, -4.69927610650e-006, +6.24323209270e+002
+2.45650294740e+007, +9.46227467805e+002, -4.92993673555e+001, -4.64772512057e-006, +6.17041342356e+002
+2.47452461260e+007, +9.39398152242e+002, -4.95194751681e+001, -4.59567815079e-006, +6.09847458478e+002
+2.49267849030e+007, +9.32553357326e+002, -4.97434427192e+001, -4.54404173650e-006, +6.02626540131e+002
+2.51096555050e+007, +9.25680444952e+002, -4.99660458567e+001, -4.49239924708e-006, +5.95436044246e+002
+2.52938677010e+007, +9.18725715192e+002, -5.01897381890e+001, -4.44065938723e-006, +5.88211649986e+002
+2.54794313360e+007, +9.11743229676e+002, -5.04175761754e+001, -4.38927947344e-006, +5.80951476209e+002
+2.56663563230e+007, +9.04795917706e+002, -5.06405740719e+001, -4.33799218777e-006, +5.73806317898e+002
+2.58546526490e+007, +8.97832129217e+002, -5.08614628897e+001, -4.28673570161e-006, +5.66709514910e+002
+2.60443303750e+007, +8.90849609609e+002, -5.10800410067e+001, -4.23549837495e-006, +5.59662121132e+002
+2.62353996360e+007, +8.83848364537e+002, -5.12934388802e+001, -4.18412397864e-006, +5.52698684738e+002
+2.64278706400e+007, +8.76620724052e+002, -5.15091708600e+001, -4.13208596098e-006, +5.45599414097e+002
+2.66217536710e+007, +8.69542505021e+002, -5.17180751496e+001, -4.08064084076e-006, +5.38708908861e+002
+2.68170590870e+007, +8.62587663512e+002, -5.19243735163e+001, -4.02991509916e-006, +5.31958725265e+002
+2.70137973250e+007, +8.55755425244e+002, -5.21238628866e+001, -3.97968033009e-006, +5.25396609508e+002
+2.72119788950e+007, +8.49058472275e+002, -5.23140088272e+001, -3.92987602779e-006, +5.19057944981e+002
+2.74116143860e+007, +8.42977486666e+002, -5.24742200594e+001, -3.88166575814e-006, +5.13473041114e+002
+2.76127144650e+007, +8.36853250934e+002, -5.26333868557e+001, -3.83354825099e-006, +5.07896968831e+002
+2.78152898760e+007, +8.30613042737e+002, -5.28049596989e+001, -3.78587188467e-006, +5.02130637715e+002
+2.80193514440e+007, +8.24167671346e+002, -5.29842820557e+001, -3.73797541371e-006, +4.96177034098e+002
+2.82249100700e+007, +8.17593906533e+002, -5.31760646060e+001, -3.69042403803e-006, +4.90031491894e+002
+2.84319767370e+007, +8.10615324747e+002, -5.34032318651e+001, -3.64303124302e-006, +4.83272311748e+002
+2.86405625100e+007, +8.03364016749e+002, -5.36461372560e+001, -3.59539954198e-006, +4.76210534834e+002
+2.88506785330e+007, +7.96193389763e+002, -5.38806082282e+001, -3.54798167475e-006, +4.69331948666e+002
+2.90623360310e+007, +7.89108297923e+002, -5.41029303276e+001, -3.50065767738e-006, +4.62678600068e+002
+2.92755463150e+007, +7.82086090978e+002, -5.43197694199e+001, -3.45364763067e-006, +4.56160295279e+002
+2.94903207750e+007, +7.75113844733e+002, -5.45302262079e+001, -3.40686946918e-006, +4.49777938977e+002
+2.97066708860e+007, +7.68286712194e+002, -5.47471110405e+001, -3.36128600650e-006, +4.43444615370e+002
+2.99246082100e+007, +7.61432376855e+002, -5.49464366050e+001, -3.31514820000e-006, +4.37322576000e+002
+3.01441443880e+007, +7.54415424242e+002, -5.50646311804e+001, -3.26538855335e-006, +4.32017536291e+002
+3.03652911520e+007, +7.47727134028e+002, -5.52402789223e+001, -3.21973358692e-006, +4.26306276149e+002
+3.05880603170e+007, +7.41063354087e+002, -5.53970616818e+001, -3.17380292940e-006, +4.20839472388e+002
+3.08124637860e+007, +7.34594142288e+002, -5.54704964236e+001, -3.12594331114e-006, +4.16390389109e+002
+3.10385135480e+007, +7.28080921444e+002, -5.55430804918e+001, -3.07834173516e-006, +4.11938297533e+002
+3.12662216810e+007, +7.21551935533e+002, -5.56315089589e+001, -3.03172254460e-006, +4.07325562627e+002
+3.14956003510e+007, +7.15012477038e+002, -5.57332804282e+001, -2.98598457661e-006, +4.02584995362e+002
+3.17266618130e+007, +7.08422976828e+002, -5.58498750871e+001, -2.94098555408e-006, +3.97682592185e+002
+3.19594184150e+007, +7.01663697939e+002, -5.60068324522e+001, -2.89707283054e-006, +3.92295990037e+002
+3.21938825900e+007, +6.94798386123e+002, -5.61871907825e+001, -2.85386529777e-006, +3.86642364033e+002
+3.24300668680e+007, +6.88063103547e+002, -5.63608881609e+001, -2.81130121114e-006, +3.81159435188e+002
+3.26679838660e+007, +6.81388909388e+002, -5.65269217675e+001, -2.76907326990e-006, +3.75816716594e+002
+3.29076462970e+007, +6.74836236979e+002, -5.66892249858e+001, -2.72755952744e-006, +3.70606557729e+002
+3.31490669650e+007, +6.68448792988e+002, -5.68454165324e+001, -2.68686095989e-006, +3.65574494633e+002
+3.33922587700e+007, +6.62415772718e+002, -5.70039532015e+001, -2.64798706540e-006, +3.60739155528e+002
+3.36372347060e+007, +6.56318685648e+002, -5.71528203204e+001, -2.60889181385e-006, +3.55987375428e+002
+3.38840078610e+007, +6.50114083484e+002, -5.72908834658e+001, -2.56939128289e-006, +3.51304883880e+002
+3.41325914190e+007, +6.43843997087e+002, -5.74152083948e+001, -2.52959265940e-006, +3.46740348620e+002
+3.43829986640e+007, +6.37478109074e+002, -5.75307428114e+001, -2.48954061119e-006, +3.42228209239e+002
+3.46352429740e+007, +6.30922821814e+002, -5.76060648040e+001, -2.44803968471e-006, +3.38008964268e+002
+3.48893378260e+007, +6.24341917359e+002, -5.76781535310e+001, -2.40678019936e-006, +3.33819766676e+002
+3.51452967960e+007, +6.17756931204e+002, -5.77552881604e+001, -2.36606379034e-006, +3.29595844058e+002
+3.54031335610e+007, +6.11158612391e+002, -5.78357502536e+001, -2.32580021614e-006, +3.25349176218e+002
+3.56628618950e+007, +6.04544797774e+002, -5.79177814677e+001, -2.28592968542e-006, +3.21095296384e+002
+3.59244956780e+007, +5.97778525767e+002, -5.80125812882e+001, -2.24620722872e-006, +3.16663031457e+002
+3.61880488860e+007, +5.90947505376e+002, -5.81114951394e+001, -2.20674065794e-006, +3.12178654744e+002
+3.64535356020e+007, +5.84247437373e+002, -5.82087743355e+001, -2.16811650935e-006, +3.07796527696e+002
+3.67209700110e+007, +5.77698472733e+002, -5.83049760081e+001, -2.13041225036e-006, +3.03521482421e+002
+3.69903664020e+007, +5.71258914811e+002, -5.83977117528e+001, -2.09340954105e-006, +2.99351051612e+002
+3.72617391670e+007, +5.65049644311e+002, -5.84898939104e+001, -2.05760710613e-006, +2.95322602804e+002
+3.75351028070e+007, +5.59335117769e+002, -5.85896739279e+001, -2.02411971762e-006, +2.91505021741e+002
+3.78104719280e+007, +5.53480373237e+002, -5.86807736780e+001, -1.99027349964e-006, +2.87702312108e+002
+3.80878612410e+007, +5.47527805769e+002, -5.87653865040e+001, -1.95628363602e-006, +2.83917070722e+002
+3.83672855680e+007, +5.41489014508e+002, -5.88422724151e+001, -1.92217842717e-006, +2.80164134718e+002
+3.86487598390e+007, +5.35356373973e+002, -5.89130502726e+001, -1.88797592937e-006, +2.76424991103e+002
+3.89322990910e+007, +5.28789556979e+002, -5.89788169063e+001, -1.85251625666e-006, +2.72514314154e+002
+3.92179184760e+007, +5.22216146582e+002, -5.90364946775e+001, -1.81726212970e-006, +2.68676027495e+002
+3.95056332520e+007, +5.15771973904e+002, -5.90848337032e+001, -1.78266673987e-006, +2.64987323953e+002
+3.97954587930e+007, +5.09462691745e+002, -5.91261427950e+001, -1.74879005888e-006, +2.61430618569e+002
+4.00874105840e+007, +5.03241074978e+002, -5.91619246480e+001, -1.71549289214e-006, +2.57968201597e+002
+4.03815042230e+007, +4.97307737613e+002, -5.91761346088e+001, -1.68316951424e-006, +2.54820784485e+002
+4.06777554240e+007, +4.91551478150e+002, -5.91750670697e+001, -1.65155229518e-006, +2.51879138559e+002
+4.09761800160e+007, +4.85756026892e+002, -5.91774663744e+001, -1.62023453320e-006, +2.48891984977e+002
+4.12767939430e+007, +4.79877480876e+002, -5.91863641646e+001, -1.58911673898e-006, +2.45815931637e+002
+4.15796132660e+007, +4.73963249087e+002, -5.91955900819e+001, -1.55825064016e-006, +2.42720833880e+002
+4.18846541660e+007, +4.67949880265e+002, -5.92147475580e+001, -1.52758028137e-006, +2.39506930029e+002
+4.21919329400e+007, +4.61801554146e+002, -5.92546128366e+001, -1.49715060066e-006, +2.36083988909e+002
+4.25014660060e+007, +4.55674935163e+002, -5.92859413413e+001, -1.46700608258e-006, +2.32737743154e+002
+4.28132699030e+007, +4.49574178548e+002, -5.93063419883e+001, -1.43712807754e-006, +2.29484122935e+002
+4.31273612890e+007, +4.43507603908e+002, -5.93148055273e+001, -1.40753360296e-006, +2.26331115570e+002
+4.34437569470e+007, +4.37467256718e+002, -5.93153662819e+001, -1.37826043212e-006, +2.23244919269e+002
+4.37624737810e+007, +4.31437852288e+002, -5.92894559252e+001, -1.34900292637e-006, +2.20335805965e+002
+4.40835288200e+007, +4.25447045750e+002, -5.92581142186e+001, -1.32015360815e-006, +2.17476350072e+002
+4.44069392190e+007, +4.19500590694e+002, -5.92240547549e+001, -1.29176465095e-006, +2.14650984563e+002
+4.47327222560e+007, +4.13609358887e+002, -5.91852447423e+001, -1.26383784824e-006, +2.11877206941e+002
+4.50608953380e+007, +4.07725523254e+002, -5.91420260383e+001, -1.23622876419e-006, +2.09127203330e+002
+4.53914759990e+007, +4.01905760680e+002, -5.90985682039e+001, -1.20915980628e-006, +2.06403805414e+002
+4.57244819030e+007, +3.96116951144e+002, -5.90511403540e+001, -1.18247792473e-006, +2.03712169682e+002
+4.60599308400e+007, +3.90363391774e+002, -5.89951656936e+001, -1.15613755437e-006, +2.01080241396e+002
+4.63978407350e+007, +3.84634215162e+002, -5.89301243483e+001, -1.13010081145e-006, +1.98503202261e+002
+4.67382296410e+007, +3.80223775610e+002, -5.86083400549e+001, -1.10523619025e-006, +1.98053006702e+002
+4.70811157460e+007, +3.74552258379e+002, -5.85336671193e+001, -1.07996049896e-006, +1.95515328038e+002
+4.74265173690e+007, +3.68873845809e+002, -5.84403590206e+001, -1.05478803351e-006, +1.93063340801e+002
+4.77744529650e+007, +3.63223001941e+002, -5.83372268957e+001, -1.02992370099e-006, +1.90662560910e+002
+4.81249411240e+007, +3.57615116057e+002, -5.82265930314e+001, -1.00543685034e-006, +1.88306270753e+002
+4.84780005730e+007, +3.52006348736e+002, -5.81039076106e+001, -9.81154885484e-007, +1.85993266984e+002
+4.88336501750e+007, +3.46434495185e+002, -5.79726582898e+001, -9.57222692406e-007, +1.83722490801e+002
+4.91919089320e+007, +3.40992286176e+002, -5.78355711034e+001, -9.33921123656e-007, +1.81527526186e+002
+4.95527959860e+007, +3.35549258203e+002, -5.76860002142e+001, -9.10819683612e-007, +1.79370831189e+002
+4.99163306200e+007, +3.30056391781e+002, -5.75243822350e+001, -8.87794607517e-007, +1.77220694939e+002
+5.02825322560e+007, +3.24518654306e+002, -5.73520323426e+001, -8.64878872935e-007, +1.75069990448e+002
+5.06514204600e+007, +3.18971705980e+002, -5.71632033673e+001, -8.42117941864e-007, +1.72961747051e+002
+5.10230149430e+007, +3.13269133435e+002, -5.69586467806e+001, -8.19142205800e-007, +1.70808179125e+002
+5.13973355570e+007, +3.07498297854e+002, -5.67368760287e+001, -7.96181189021e-007, +1.68658133765e+002
+5.17744023030e+007, +3.01801123347e+002, -5.65037940743e+001, -7.73662439885e-007, +1.66558536615e+002
+5.21542353270e+007, +2.96180641558e+002, -5.62583125093e+001, -7.51580830082e-007, +1.64513417997e+002
+5.25368549240e+007, +2.90633453296e+002, -5.60019518525e+001, -7.29937802343e-007, +1.62511956371e+002
+5.29222815370e+007, +2.85156443241e+002, -5.57304602916e+001, -7.08686070545e-007, +1.60567825908e+002
+5.33105357580e+007, +2.79849604485e+002, -5.54569872304e+001, -6.88178724314e-007, +1.58681655015e+002
+5.37016383330e+007, +2.74539421034e+002, -5.51593359742e+001, -6.67797828312e-007, +1.56843330966e+002
+5.40956101560e+007, +2.69238958334e+002, -5.48390829878e+001, -6.47595629427e-007, +1.55047927421e+002
+5.44924722790e+007, +2.63962305451e+002, -5.44948620989e+001, -6.27601227250e-007, +1.53302960769e+002
+5.48922459050e+007, +2.58690635578e+002, -5.41257902467e+001, -6.07769113213e-007, +1.51594698567e+002
+5.52949523950e+007, +2.53405125188e+002, -5.37121111980e+001, -5.87914070094e-007, +1.49976000910e+002
+5.57006132630e+007, +2.48154105789e+002, -5.32780296502e+001, -5.68342718616e-007, +1.48379416737e+002
+5.61092501850e+007, +2.42929570627e+002, -5.28243009965e+001, -5.49044941343e-007, +1.46792920263e+002
+5.65208849940e+007, +2.37736396390e+002, -5.23522119596e+001, -5.30043654311e-007, +1.45210762090e+002
+5.69355396830e+007, +2.32579023470e+002, -5.18575603578e+001, -5.11321058407e-007, +1.43645130314e+002
