!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:52:03 2026

BEGIN CH1_DATA
DCV(V), +1.851e-004, DCI(A), -2.556e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+3.72710560000e+004, +2.79605545182e+002, +4.77984627227e+001, +8.84478572828e-004, +1.87822359014e+002
+3.75444880000e+004, +2.80562481485e+002, +4.76668996260e+001, +8.79205244347e-004, +1.88941911633e+002
+3.78199260000e+004, +2.81518441960e+002, +4.75363723753e+001, +8.73956186698e-004, +1.90059303373e+002
+3.80973850000e+004, +2.82474947192e+002, +4.74041423215e+001, +8.68698097162e-004, +1.91185470619e+002
+3.83768790000e+004, +2.83419271915e+002, +4.72726298590e+001, +8.63426148557e-004, +1.92302997386e+002
+3.86584230000e+004, +2.84368016234e+002, +4.71413380197e+001, +8.58184702547e-004, +1.93424899022e+002
+3.89420340000e+004, +2.85317860470e+002, +4.70071527053e+001, +8.52920345166e-004, +1.94560261637e+002
+3.92277240000e+004, +2.86257961323e+002, +4.68743657785e+001, +8.47660758030e-004, +1.95686051434e+002
+3.95155110000e+004, +2.87196222459e+002, +4.67416240800e+001, +8.42411230456e-004, +1.96812544677e+002
+3.98054090000e+004, +2.88136111849e+002, +4.66086901975e+001, +8.37178887639e-004, +1.97942968572e+002
+4.00974340000e+004, +2.89073930405e+002, +4.64785498282e+001, +8.31994270012e-004, +1.99063850500e+002
+4.03916010000e+004, +2.90018092581e+002, +4.63488066308e+001, +8.26848506709e-004, +2.00189718819e+002
+4.06879260000e+004, +2.90967925215e+002, +4.62216054509e+001, +8.21768765301e-004, +2.01312257401e+002
+4.09864260000e+004, +2.91914799779e+002, +4.60948041226e+001, +8.16700995166e-004, +2.02433329711e+002
+4.12871150000e+004, +2.92861124693e+002, +4.59669383312e+001, +8.11632195710e-004, +2.03559959807e+002
+4.15900100000e+004, +2.93805456684e+002, +4.58411289439e+001, +8.06601301904e-004, +2.04679659365e+002
+4.18951270000e+004, +2.94752016038e+002, +4.57155945149e+001, +8.01595613481e-004, +2.05801889828e+002
+4.22024830000e+004, +2.95705055126e+002, +4.55881995513e+001, +7.96597416784e-004, +2.06937495412e+002
+4.25120930000e+004, +2.96657920964e+002, +4.54620271562e+001, +7.91630668084e-004, +2.08070471897e+002
+4.28239750000e+004, +2.97602339520e+002, +4.53370124830e+001, +7.86672631605e-004, +2.09195215686e+002
+4.31381450000e+004, +2.98542995692e+002, +4.52138644539e+001, +7.81745847280e-004, +2.10312341265e+002
+4.34546200000e+004, +2.99477877892e+002, +4.50907584490e+001, +7.76820669949e-004, +2.11427133254e+002
+4.37734160000e+004, +3.00383614994e+002, +4.49722926347e+001, +7.71899596772e-004, +2.12505981273e+002
+4.40945510000e+004, +3.01288400943e+002, +4.48546258264e+001, +7.67004485671e-004, +2.13582930301e+002
+4.44180430000e+004, +3.02188938378e+002, +4.47373401619e+001, +7.62121466566e-004, +2.14657166828e+002
+4.47439070000e+004, +3.03103458533e+002, +4.46200356691e+001, +7.57291108469e-004, +2.15743121473e+002
+4.50721620000e+004, +3.04016077723e+002, +4.45011449381e+001, +7.52452213528e-004, +2.16835345825e+002
+4.54028260000e+004, +3.04936051814e+002, +4.43806589317e+001, +7.47627696926e-004, +2.17940486073e+002
+4.57359150000e+004, +3.05874700661e+002, +4.42580719712e+001, +7.42838053277e-004, +2.19068570899e+002
+4.60714480000e+004, +3.06807243225e+002, +4.41351860718e+001, +7.38046543106e-004, +2.20195188274e+002
+4.64094420000e+004, +3.07737174342e+002, +4.40143685719e+001, +7.33293394909e-004, +2.21313981032e+002
+4.67499160000e+004, +3.08665142590e+002, +4.38948486644e+001, +7.28570005582e-004, +2.22428253598e+002
+4.70928880000e+004, +3.09596661978e+002, +4.37770092611e+001, +7.23894404949e-004, +2.23540524339e+002
+4.74383760000e+004, +3.10506557664e+002, +4.36616521951e+001, +7.19218512388e-004, +2.24629569106e+002
+4.77863980000e+004, +3.11413424490e+002, +4.35469448879e+001, +7.14562194595e-004, +2.25715604436e+002
+4.81369740000e+004, +3.12325053065e+002, +4.34334025428e+001, +7.09950065872e-004, +2.26802328792e+002
+4.84901220000e+004, +3.13226653375e+002, +4.33197516961e+001, +7.05331836911e-004, +2.27883757575e+002
+4.88458600000e+004, +3.14128980501e+002, +4.32063285674e+001, +7.00736584027e-004, +2.28966418684e+002
+4.92042090000e+004, +3.15024539190e+002, +4.30927595414e+001, +6.96142835911e-004, +2.30046233747e+002
+4.95651860000e+004, +3.15915864681e+002, +4.29803081208e+001, +6.91573014721e-004, +2.31120272404e+002
+4.99288120000e+004, +3.16818518557e+002, +4.28673419351e+001, +6.87039935078e-004, +2.32206045310e+002
+5.02951050000e+004, +3.17705326461e+002, +4.27563852688e+001, +6.82517154640e-004, +2.33274137288e+002
+5.06640850000e+004, +3.18595671346e+002, +4.26471296741e+001, +6.78042734303e-004, +2.34339879743e+002
+5.10357730000e+004, +3.19483960472e+002, +4.25372103611e+001, +6.73574198049e-004, +2.35408057868e+002
+5.14101870000e+004, +3.20367663421e+002, +4.24278364229e+001, +6.69121950534e-004, +2.36472231268e+002
+5.17873480000e+004, +3.21263318430e+002, +4.23202021764e+001, +6.64735646089e-004, +2.37540089269e+002
+5.21672760000e+004, +3.22150835452e+002, +4.22129947697e+001, +6.60356562514e-004, +2.38601734670e+002
+5.25499910000e+004, +3.23042393235e+002, +4.21084565121e+001, +6.56038283526e-004, +2.39657683435e+002
+5.29355140000e+004, +3.23936513355e+002, +4.20037424687e+001, +6.51741384673e-004, +2.40717585025e+002
+5.33238650000e+004, +3.24843448327e+002, +4.19025071687e+001, +6.47532228990e-004, +2.41775236094e+002
+5.37150660000e+004, +3.25752981594e+002, +4.18005693732e+001, +6.43337038176e-004, +2.42838871926e+002
+5.41091360000e+004, +3.26655088714e+002, +4.16994803042e+001, +6.39155598174e-004, +2.43895132669e+002
+5.45060970000e+004, +3.27550365073e+002, +4.15974564538e+001, +6.34967115265e-004, +2.44951191471e+002
+5.49059710000e+004, +3.28440251594e+002, +4.14964661676e+001, +6.30799332721e-004, +2.46000627736e+002
+5.53087780000e+004, +3.29317289950e+002, +4.13963317835e+001, +6.26636050064e-004, +2.47038487008e+002
+5.57145410000e+004, +3.30186474052e+002, +4.12954429779e+001, +6.22467333943e-004, +2.48074587103e+002
+5.61232800000e+004, +3.31056541160e+002, +4.11951337617e+001, +6.18326467876e-004, +2.49110396897e+002
+5.65350170000e+004, +3.31927511096e+002, +4.10958239024e+001, +6.14218526166e-004, +2.50144324531e+002
+5.69497760000e+004, +3.32800790348e+002, +4.09957954359e+001, +6.10124847696e-004, +2.51183966433e+002
+5.73675770000e+004, +3.33677539204e+002, +4.08965501694e+001, +6.06065863076e-004, +2.52224479548e+002
+5.77884430000e+004, +3.34557954997e+002, +4.07964671963e+001, +6.02021912509e-004, +2.53272196385e+002
+5.82123970000e+004, +3.35440356933e+002, +4.06965623487e+001, +5.98002227899e-004, +2.54321975923e+002
+5.86394610000e+004, +3.36328540946e+002, +4.05965176656e+001, +5.94009547499e-004, +2.55377913271e+002
+5.90696580000e+004, +3.37217544661e+002, +4.05009305531e+001, +5.90090348766e-004, +2.56418675720e+002
+5.95030120000e+004, +3.38105791518e+002, +4.04045748691e+001, +5.86178507294e-004, +2.57463014404e+002
+5.99395440000e+004, +3.39037969900e+002, +4.03126544079e+001, +5.82413271465e-004, +2.58525084093e+002
+6.03792790000e+004, +3.39957399769e+002, +4.02211559744e+001, +5.78647624207e-004, +2.59577072203e+002
+6.08222400000e+004, +3.40870647142e+002, +4.01284407792e+001, +5.74873693052e-004, +2.60630233073e+002
+6.12684510000e+004, +3.41768532150e+002, +4.00382855005e+001, +5.71121372001e-004, +2.61663031447e+002
+6.17179350000e+004, +3.42664402148e+002, +3.99460537759e+001, +5.67358350076e-004, +2.62703428576e+002
+6.21707170000e+004, +3.43517103588e+002, +3.98537079789e+001, +5.63540560442e-004, +2.63712295400e+002
+6.26268210000e+004, +3.44363673109e+002, +3.97587193016e+001, +5.59700470427e-004, +2.64727684182e+002
+6.30862710000e+004, +3.45211159133e+002, +3.96669112811e+001, +5.55918146116e-004, +2.65732613896e+002
+6.35490910000e+004, +3.46069100450e+002, +3.95771478790e+001, +5.52195101737e-004, +2.66738785860e+002
+6.40153070000e+004, +3.46927205193e+002, +3.94878465914e+001, +5.48495925430e-004, +2.67744362610e+002
+6.44849430000e+004, +3.47798111202e+002, +3.94034676736e+001, +5.44891965622e-004, +2.68741916042e+002
+6.49580240000e+004, +3.48683368992e+002, +3.93192377147e+001, +5.41329380901e-004, +2.69751043471e+002
+6.54345760000e+004, +3.49564212244e+002, +3.92370907280e+001, +5.37800874803e-004, +2.70749779640e+002
+6.59146250000e+004, +3.50450190283e+002, +3.91540611258e+001, +5.34286944164e-004, +2.71756947326e+002
+6.63981950000e+004, +3.51328900705e+002, +3.90728771165e+001, +5.30799870988e-004, +2.72752390342e+002
+6.68853120000e+004, +3.52205346647e+002, +3.89912463723e+001, +5.27321128499e-004, +2.73748823161e+002
+6.73760040000e+004, +3.53098455058e+002, +3.89106176983e+001, +5.23895317219e-004, +2.74755358542e+002
+6.78702950000e+004, +3.53969591407e+002, +3.88308330016e+001, +5.20463044864e-004, +2.75742542905e+002
+6.83682120000e+004, +3.54865151886e+002, +3.87488208497e+001, +5.17058121694e-004, +2.76758396697e+002
+6.88697830000e+004, +3.55741218889e+002, +3.86685910384e+001, +5.13661329091e-004, +2.77753153530e+002
+6.93750330000e+004, +3.56610347808e+002, +3.85884959815e+001, +5.10272775303e-004, +2.78742952457e+002
+6.98839900000e+004, +3.57486777485e+002, +3.85063417125e+001, +5.06888470933e-004, +2.79747434665e+002
+7.03966800000e+004, +3.58359311658e+002, +3.84243878734e+001, +5.03517668506e-004, +2.80749075597e+002
+7.09131320000e+004, +3.59228847701e+002, +3.83424660842e+001, +5.00159841395e-004, +2.81749217258e+002
+7.14333730000e+004, +3.60097216908e+002, +3.82634488197e+001, +4.96849180578e-004, +2.82738104962e+002
+7.19574300000e+004, +3.60967059394e+002, +3.81862336556e+001, +4.93576872522e-004, +2.83722077492e+002
+7.24853320000e+004, +3.61834580407e+002, +3.81120965362e+001, +4.90351372913e-004, +2.84693160465e+002
+7.30171070000e+004, +3.62704679764e+002, +3.80442179946e+001, +4.87213485167e-004, +2.85642768709e+002
+7.35527830000e+004, +3.63574341567e+002, +3.79755776199e+001, +4.84082276223e-004, +2.86595876324e+002
+7.40923890000e+004, +3.64446693055e+002, +3.79077146452e+001, +4.80978545430e-004, +2.87548938896e+002
+7.46359530000e+004, +3.65321285177e+002, +3.78389838787e+001, +4.77883818006e-004, +2.88508031471e+002
+7.51835060000e+004, +3.66212364984e+002, +3.77701384174e+001, +4.74824608937e-004, +2.89481478149e+002
+7.57350750000e+004, +3.67108751860e+002, +3.76991903857e+001, +4.71764801621e-004, +2.90468255840e+002
+7.62906910000e+004, +3.68015980857e+002, +3.76289927235e+001, +4.68741764733e-004, +2.91461589902e+002
+7.68503830000e+004, +3.68920508840e+002, +3.75599901908e+001, +4.65742618097e-004, +2.92449011635e+002
+7.74141810000e+004, +3.69812590594e+002, +3.74895612778e+001, +4.62727481253e-004, +2.93433065181e+002
+7.79821160000e+004, +3.70707140701e+002, +3.74219589831e+001, +4.59760013232e-004, +2.94408857389e+002
+7.85542170000e+004, +3.71568657653e+002, +3.73510280378e+001, +4.56731823090e-004, +2.95372361544e+002
+7.91305150000e+004, +3.72419966371e+002, +3.72826148014e+001, +4.53733003328e-004, +2.96318671858e+002
+7.97110410000e+004, +3.73284148480e+002, +3.72146118324e+001, +4.50769561619e-004, +2.97274426719e+002
+8.02958250000e+004, +3.74154109017e+002, +3.71454895403e+001, +4.47816723059e-004, +2.98240023213e+002
+8.08849000000e+004, +3.75042882915e+002, +3.70804120200e+001, +4.44942922456e-004, +2.99205500486e+002
+8.14782970000e+004, +3.75933443533e+002, +3.70140877654e+001, +4.42072852981e-004, +3.00178160342e+002
+8.20760470000e+004, +3.76855852101e+002, +3.69492235258e+001, +4.39269212785e-004, +3.01171339177e+002
+8.26781820000e+004, +3.77779280552e+002, +3.68850573300e+001, +4.36487456566e-004, +3.02163440707e+002
+8.32847350000e+004, +3.78695970540e+002, +3.68207751770e+001, +4.33710322208e-004, +3.03151469790e+002
+8.38957380000e+004, +3.79610242545e+002, +3.67580153181e+001, +4.30959405487e-004, +3.04132377125e+002
+8.45112230000e+004, +3.80521871831e+002, +3.66961702383e+001, +4.28228221046e-004, +3.05108368745e+002
+8.51312230000e+004, +3.81427344019e+002, +3.66343901898e+001, +4.25504297585e-004, +3.06079981765e+002
+8.57557720000e+004, +3.82339805681e+002, +3.65739469565e+001, +4.22814960314e-004, +3.07052701963e+002
+8.63849030000e+004, +3.83247950497e+002, +3.65141967986e+001, +4.20141042583e-004, +3.08019999595e+002
+8.70186490000e+004, +3.84151890608e+002, +3.64554570756e+001, +4.17485807523e-004, +3.08980681863e+002
+8.76570450000e+004, +3.85060220696e+002, +3.63962797332e+001, +4.14844249513e-004, +3.09947419436e+002
+8.83001240000e+004, +3.85949180034e+002, +3.63375163847e+001, +4.12199225849e-004, +3.10897683299e+002
+8.89479210000e+004, +3.86851204968e+002, +3.62801006965e+001, +4.09594624223e-004, +3.11853849214e+002
+8.96004710000e+004, +3.87747752106e+002, +3.62238736793e+001, +4.07008875286e-004, +3.12801598988e+002
+9.02578080000e+004, +3.88650152089e+002, +3.61671212377e+001, +4.04437190962e-004, +3.13756915659e+002
+9.09199670000e+004, +3.89566144402e+002, +3.61124802240e+001, +4.01912783351e-004, +3.14715499658e+002
+9.15869840000e+004, +3.90491507954e+002, +3.60591614861e+001, +3.99423123001e-004, +3.15677098611e+002
+9.22588940000e+004, +3.91445833822e+002, +3.60085496379e+001, +3.97000844672e-004, +3.16651995121e+002
+9.29357340000e+004, +3.92397804563e+002, +3.59587193775e+001, +3.94595068931e-004, +3.17622586251e+002
+9.36175390000e+004, +3.93342304431e+002, +3.59062273740e+001, +3.92168094383e-004, +3.18598575265e+002
+9.43043460000e+004, +3.94296845220e+002, +3.58546627138e+001, +3.89771503263e-004, +3.19579712161e+002
+9.49961920000e+004, +3.95229491442e+002, +3.58016833317e+001, +3.87351652418e-004, +3.20549548205e+002
+9.56931140000e+004, +3.96133901240e+002, +3.57444811446e+001, +3.84876871115e-004, +3.21514259045e+002
+9.63951480000e+004, +3.97032637304e+002, +3.56886858066e+001, +3.82422402604e-004, +3.22469408908e+002
+9.71023330000e+004, +3.97939442542e+002, +3.56321597814e+001, +3.79981523088e-004, +3.23434789021e+002
+9.78147050000e+004, +3.98865869619e+002, +3.55774399592e+001, +3.77588398507e-004, +3.24409540714e+002
+9.85323040000e+004, +3.99782500187e+002, +3.55263341058e+001, +3.75231263190e-004, +3.25362400701e+002
+9.92551680000e+004, +4.00716069349e+002, +3.54766137618e+001, +3.72914418093e-004, +3.26324122539e+002
+9.99833340000e+004, +4.01649853583e+002, +3.54297292090e+001, +3.70635025683e-004, +3.27275190591e+002
+1.00716843000e+005, +4.02602281083e+002, +3.53820934865e+001, +3.68377095651e-004, +3.28245181573e+002
+1.01455733000e+005, +4.03552610593e+002, +3.53341463637e+001, +3.66125407801e-004, +3.29215419629e+002
+1.02200043000e+005, +4.04508191939e+002, +3.52869267939e+001, +3.63895959927e-004, +3.30187666771e+002
+1.02949815000e+005, +4.05463505468e+002, +3.52393513625e+001, +3.61673909337e-004, +3.31161833836e+002
+1.03705086000e+005, +4.06434556149e+002, +3.51862883712e+001, +3.59427788592e-004, +3.32171981301e+002
+1.04465899000e+005, +4.07405072905e+002, +3.51366945142e+001, +3.57222917378e-004, +3.33168247395e+002
+1.05232293000e+005, +4.08352667023e+002, +3.50859862917e+001, +3.54998998455e-004, +3.34151038986e+002
+1.06004310000e+005, +4.09339394791e+002, +3.50399729331e+001, +3.52861150300e-004, +3.35147318828e+002
+1.06781990000e+005, +4.10309169475e+002, +3.49946769233e+001, +3.50725236285e-004, +3.36127458169e+002
+1.07565376000e+005, +4.11276490634e+002, +3.49543000033e+001, +3.48640381218e-004, +3.37086027167e+002
+1.08354509000e+005, +4.12235548937e+002, +3.49159473760e+001, +3.46576074188e-004, +3.38030098074e+002
+1.09149431000e+005, +4.13213538014e+002, +3.48762270541e+001, +3.44525640237e-004, +3.38995922992e+002
+1.09950185000e+005, +4.14179868521e+002, +3.48364105913e+001, +3.42474448715e-004, +3.39953188164e+002
+1.10756813000e+005, +4.15155897733e+002, +3.47974830337e+001, +3.40448667680e-004, +3.40915345167e+002
+1.11569359000e+005, +4.16124876049e+002, +3.47569936736e+001, +3.38413490028e-004, +3.41878775645e+002
+1.12387867000e+005, +4.17105292940e+002, +3.47161532641e+001, +3.36394385409e-004, +3.42853673867e+002
+1.13212379000e+005, +4.18091074870e+002, +3.46761171715e+001, +3.34396035091e-004, +3.43830266894e+002
+1.14042940000e+005, +4.19071131915e+002, +3.46351988858e+001, +3.32395256196e-004, +3.44806432843e+002
+1.14879594000e+005, +4.20059911474e+002, +3.45960279487e+001, +3.30425591158e-004, +3.45783125336e+002
+1.15722386000e+005, +4.21058323916e+002, +3.45534439074e+001, +3.28444405648e-004, +3.46782583863e+002
+1.16571362000e+005, +4.22078409648e+002, +3.45124353347e+001, +3.26502521793e-004, +3.47793976155e+002
+1.17426565000e+005, +4.23090278269e+002, +3.44702794648e+001, +3.24553939075e-004, +3.48804038409e+002
+1.18288043000e+005, +4.24095546677e+002, +3.44288954840e+001, +3.22615912405e-004, +3.49806080241e+002
+1.19155840000e+005, +4.25106353585e+002, +3.43878906154e+001, +3.20694414607e-004, +3.50811742538e+002
+1.20030005000e+005, +4.26115599335e+002, +3.43463368473e+001, +3.18776405849e-004, +3.51819056538e+002
+1.20910582000e+005, +4.27111361783e+002, +3.43056204968e+001, +3.16864355126e-004, +3.52812355222e+002
+1.21797619000e+005, +4.28101596716e+002, +3.42641642065e+001, +3.14951523649e-004, +3.53804817920e+002
+1.22691164000e+005, +4.29098910731e+002, +3.42244495273e+001, +3.13067201072e-004, +3.54796419726e+002
+1.23591265000e+005, +4.30110163305e+002, +3.41869018707e+001, +3.11219410918e-004, +3.55791018724e+002
+1.24497968000e+005, +4.31132297878e+002, +3.41509276334e+001, +3.09400733901e-004, +3.56788569109e+002
+1.25411324000e+005, +4.32161006711e+002, +3.41180584145e+001, +3.07619853891e-004, +3.57779006548e+002
+1.26331380000e+005, +4.33219706887e+002, +3.40875621784e+001, +3.05887068702e-004, +3.58784771585e+002
+1.27258186000e+005, +4.34268630456e+002, +3.40574508972e+001, +3.04158128579e-004, +3.59781332902e+002
+1.28191792000e+005, +4.35313723151e+002, +3.40263491991e+001, +3.02426524205e-004, +3.60779448127e+002
+1.29132246000e+005, +4.36364431488e+002, +3.39948913160e+001, +3.00703862616e-004, +3.61784264512e+002
+1.30079600000e+005, +4.37389809996e+002, +3.39606474889e+001, +2.98950094338e-004, +3.62780489521e+002
+1.31033904000e+005, +4.38418561257e+002, +3.39267486030e+001, +2.97209527504e-004, +3.63778595041e+002
+1.31995210000e+005, +4.39456136493e+002, +3.38905799113e+001, +2.95465641861e-004, +3.64794285135e+002
+1.32963567000e+005, +4.40483901755e+002, +3.38564782431e+001, +2.93739232513e-004, +3.65793560660e+002
+1.33939029000e+005, +4.41538955475e+002, +3.38235363369e+001, +2.92047857332e-004, +3.66811083686e+002
+1.34921647000e+005, +4.42605665946e+002, +3.37889789563e+001, +2.90359667350e-004, +3.67845788809e+002
+1.35911474000e+005, +4.43713670705e+002, +3.37602933045e+001, +2.88750358694e-004, +3.68890141035e+002
+1.36908563000e+005, +4.44831112254e+002, +3.37319565887e+001, +2.87156656130e-004, +3.69941361078e+002
+1.37912966000e+005, +4.45929326085e+002, +3.37024734510e+001, +2.85548844158e-004, +3.70982059522e+002
+1.38924739000e+005, +4.47037096578e+002, +3.36730421032e+001, +2.83954520762e-004, +3.72031016037e+002
+1.39943933000e+005, +4.48125160175e+002, +3.36407812030e+001, +2.82333755985e-004, +3.73076359900e+002
+1.40970605000e+005, +4.49182150484e+002, +3.36065438587e+001, +2.80686307963e-004, +3.74104961587e+002
+1.42004809000e+005, +4.50232108002e+002, +3.35683028884e+001, +2.79012864729e-004, +3.75145665685e+002
+1.43046601000e+005, +4.51282387399e+002, +3.35324877469e+001, +2.77365403003e-004, +3.76176691549e+002
+1.44096035000e+005, +4.52349094597e+002, +3.34982316935e+001, +2.75747175219e-004, +3.77215201882e+002
+1.45153168000e+005, +4.53427527551e+002, +3.34652953575e+001, +2.74153184936e-004, +3.78258304317e+002
+1.46218056000e+005, +4.54525604023e+002, +3.34350173886e+001, +2.72597508042e-004, +3.79306739403e+002
+1.47290757000e+005, +4.55661158777e+002, +3.34071123149e+001, +2.71088144372e-004, +3.80376605153e+002
+1.48371328000e+005, +4.56789556501e+002, +3.33804017874e+001, +2.69589558839e-004, +3.81435773524e+002
+1.49459826000e+005, +4.57926643307e+002, +3.33542820886e+001, +2.68106717158e-004, +3.82500099521e+002
+1.50556309000e+005, +4.59062547106e+002, +3.33263992693e+001, +2.66617040849e-004, +3.83571688924e+002
+1.51660837000e+005, +4.60195250994e+002, +3.32987431671e+001, +2.65133562388e-004, +3.84640120622e+002
+1.52773467000e+005, +4.61341004942e+002, +3.32719920548e+001, +2.63670344250e-004, +3.85715976331e+002
+1.53894261000e+005, +4.62475119168e+002, +3.32470369392e+001, +2.62219330802e-004, +3.86774652584e+002
+1.55023277000e+005, +4.63604899016e+002, +3.32181072664e+001, +2.60744511391e-004, +3.87847790149e+002
+1.56160575000e+005, +4.64731048557e+002, +3.31905343583e+001, +2.59283588996e-004, +3.88912391548e+002
+1.57306218000e+005, +4.65874233931e+002, +3.31613901786e+001, +2.57827744017e-004, +3.89998745880e+002
+1.58460265000e+005, +4.66988142106e+002, +3.31294121838e+001, +2.56342810210e-004, +3.91073742105e+002
+1.59622778000e+005, +4.68097704320e+002, +3.30959016399e+001, +2.54851888859e-004, +3.92152492229e+002
+1.60793820000e+005, +4.69213132988e+002, +3.30640269547e+001, +2.53382204559e-004, +3.93229424775e+002
+1.61973453000e+005, +4.70329025819e+002, +3.30315944849e+001, +2.51915787004e-004, +3.94309797749e+002
+1.63161741000e+005, +4.71473204926e+002, +3.30025069357e+001, +2.50493718996e-004, +3.95399464824e+002
+1.64358746000e+005, +4.72613979420e+002, +3.29743811388e+001, +2.49082646527e-004, +3.96482488868e+002
+1.65564532000e+005, +4.73804246426e+002, +3.29512726270e+001, +2.47737222701e-004, +3.97584994083e+002
+1.66779165000e+005, +4.75006488162e+002, +3.29281415576e+001, +2.46403436221e-004, +3.98698109537e+002
+1.68002709000e+005, +4.76202360140e+002, +3.29046325449e+001, +2.45069348942e-004, +3.99808046249e+002
+1.69235228000e+005, +4.77393799185e+002, +3.28811148186e+001, +2.43738489781e-004, +4.00914765410e+002
+1.70476790000e+005, +4.78592483445e+002, +3.28560740416e+001, +2.42406900897e-004, +4.02034936411e+002
+1.71727461000e+005, +4.79793567873e+002, +3.28309416373e+001, +2.41081525727e-004, +4.03158031850e+002
+1.72987306000e+005, +4.80984746309e+002, +3.28061115363e+001, +2.39758764094e-004, +4.04271919938e+002
+1.74256395000e+005, +4.82185543325e+002, +3.27800747434e+001, +2.38438601727e-004, +4.05399876502e+002
+1.75534794000e+005, +4.83393239947e+002, +3.27554470408e+001, +2.37136520970e-004, +4.06527710748e+002
+1.76822571000e+005, +4.84609935976e+002, +3.27276912608e+001, +2.35824277425e-004, +4.07677906820e+002
+1.78119796000e+005, +4.85827222523e+002, +3.26992644205e+001, +2.34513634822e-004, +4.08832215462e+002
+1.79426538000e+005, +4.87051729500e+002, +3.26695131117e+001, +2.33203665877e-004, +4.09999231615e+002
+1.80742867000e+005, +4.88304209963e+002, +3.26411043546e+001, +2.31921103163e-004, +4.11184208151e+002
+1.82068852000e+005, +4.89539613366e+002, +3.26119502831e+001, +2.30631148746e-004, +4.12358801006e+002
+1.83404566000e+005, +4.90755391953e+002, +3.25847052476e+001, +2.29349487744e-004, +4.13508622747e+002
+1.84750078000e+005, +4.92003596059e+002, +3.25604605872e+001, +2.28107112130e-004, +4.14672438004e+002
+1.86105462000e+005, +4.93204257330e+002, +3.25390073764e+001, +2.26865321409e-004, +4.15783742443e+002
+1.87470789000e+005, +4.94448737157e+002, +3.25177076510e+001, +2.25649790410e-004, +4.16931709166e+002
+1.88846133000e+005, +4.95679679733e+002, +3.24958207261e+001, +2.24429502039e-004, +4.18071427195e+002
+1.90231566000e+005, +4.96915861834e+002, +3.24753637022e+001, +2.23225431124e-004, +4.19209351139e+002
+1.91627164000e+005, +4.98178430635e+002, +3.24503018043e+001, +2.22010046337e-004, +4.20391445925e+002
+1.93033000000e+005, +4.99451977553e+002, +3.24263442786e+001, +2.20811267728e-004, +4.21578157459e+002
+1.94449150000e+005, +5.00733836172e+002, +3.23988217229e+001, +2.19599514445e-004, +4.22789078710e+002
+1.95875689000e+005, +5.02006005585e+002, +3.23744748615e+001, +2.18407683826e-004, +4.23977480878e+002
+1.97312694000e+005, +5.03294092137e+002, +3.23488604509e+001, +2.17220072090e-004, +4.25185789889e+002
+1.98760241000e+005, +5.04569762759e+002, +3.23241638800e+001, +2.16037505995e-004, +4.26379816219e+002
+2.00218407000e+005, +5.05824151542e+002, +3.23009435461e+001, +2.14859582725e-004, +4.27549398458e+002
+2.01687271000e+005, +5.07063098254e+002, +3.22771952423e+001, +2.13677019648e-004, +4.28708893186e+002
+2.03166912000e+005, +5.08313528581e+002, +3.22574192710e+001, +2.12527715154e-004, +4.29859766156e+002
+2.04657407000e+005, +5.09570766961e+002, +3.22345494149e+001, +2.11367950309e-004, +4.31031484476e+002
+2.06158837000e+005, +5.10865742409e+002, +3.22106945884e+001, +2.10222909586e-004, +4.32240279532e+002
+2.07671282000e+005, +5.12160002287e+002, +3.21876745248e+001, +2.09087148390e-004, +4.33444994006e+002
+2.09194823000e+005, +5.13493386868e+002, +3.21582911336e+001, +2.07935192968e-004, +4.34713669427e+002
+2.10729540000e+005, +5.14823822039e+002, +3.21313904128e+001, +2.06801081990e-004, +4.35968596495e+002
+2.12275518000e+005, +5.16162139050e+002, +3.21052156500e+001, +2.05678915214e-004, +4.37227292671e+002
+2.13832836000e+005, +5.17497156550e+002, +3.20798661482e+001, +2.04564709489e-004, +4.38479793084e+002
+2.15401580000e+005, +5.18824316271e+002, +3.20545914248e+001, +2.03452386128e-004, +4.39725815879e+002
+2.16981833000e+005, +5.20121560517e+002, +3.20303249827e+001, +2.02338701243e-004, +4.40942158488e+002
+2.18573679000e+005, +5.21420421272e+002, +3.20070841720e+001, +2.01236119813e-004, +4.42155428531e+002
+2.20177203000e+005, +5.22734064367e+002, +3.19818671144e+001, +2.00132792802e-004, +4.43391272609e+002
+2.21792491000e+005, +5.24060499154e+002, +3.19558810231e+001, +1.99034696337e-004, +4.44642219255e+002
+2.23419629000e+005, +5.25410199675e+002, +3.19311434074e+001, +1.97956898734e-004, +4.45907401673e+002
+2.25058704000e+005, +5.26797345877e+002, +3.19061169435e+001, +1.96895908748e-004, +4.47206309155e+002
+2.26709805000e+005, +5.28211292733e+002, +3.18814348998e+001, +1.95850942536e-004, +4.48526852429e+002
+2.28373018000e+005, +5.29622086573e+002, +3.18559048430e+001, +1.94804197697e-004, +4.49849415016e+002
+2.30048433000e+005, +5.31028284305e+002, +3.18302144554e+001, +1.93758983713e-004, +4.51169430645e+002
+2.31736139000e+005, +5.32432218680e+002, +3.18028697459e+001, +1.92708095216e-004, +4.52496198914e+002
