!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:05:22 2026

BEGIN CH1_DATA
DCV(V), +3.442e-004, DCI(A), +3.352e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+8.76424364200e+006, +8.72893411878e+002, -7.31526727831e+001, -1.51710395096e-005, +2.52984115288e+002
+8.82854084300e+006, +8.57287789721e+002, -7.34698009443e+001, -1.48158623090e-005, +2.43916099040e+002
+8.89330974900e+006, +8.42104703876e+002, -7.37782125459e+001, -1.44703443423e-005, +2.35247212044e+002
+8.95855381900e+006, +8.27387867308e+002, -7.40676950920e+001, -1.41344793781e-005, +2.27119153439e+002
+9.02427654000e+006, +8.13056740075e+002, -7.43328040222e+001, -1.38065654084e-005, +2.19565341611e+002
+9.09048142300e+006, +7.99105725598e+002, -7.45782913743e+001, -1.34869002443e-005, +2.12499298618e+002
+9.15717200500e+006, +7.85578005343e+002, -7.47910074452e+001, -1.31754144922e-005, +2.06089032331e+002
+9.22435185100e+006, +7.72492883065e+002, -7.49673458960e+001, -1.28722996140e-005, +2.00361096742e+002
+9.29202454800e+006, +7.59680671239e+002, -7.51430676640e+001, -1.25769044278e-005, +1.94786926975e+002
+9.36019371300e+006, +7.47153837922e+002, -7.53100487477e+001, -1.22888717283e-005, +1.89469469843e+002
+9.42886298900e+006, +7.34886644531e+002, -7.54768915863e+001, -1.20081862661e-005, +1.84287858190e+002
+9.49803604300e+006, +7.22866553218e+002, -7.56417522744e+001, -1.17344434928e-005, +1.79259339659e+002
+9.56771657200e+006, +7.11047349447e+002, -7.57893655671e+001, -1.14660354172e-005, +1.74553105648e+002
+9.63790830000e+006, +6.99442367612e+002, -7.59414482043e+001, -1.12042424844e-005, +1.69903878355e+002
+9.70861497500e+006, +6.88188198848e+002, -7.60943458717e+001, -1.09509518534e-005, +1.65388026924e+002
+9.77984037600e+006, +6.77192621649e+002, -7.62497547989e+001, -1.07046464207e-005, +1.60961947590e+002
+9.85158830900e+006, +6.66490166378e+002, -7.64075017628e+001, -1.04657465935e-005, +1.56635087668e+002
+9.92386260800e+006, +6.56124337432e+002, -7.65880871029e+001, -1.02356825170e-005, +1.52188143303e+002
+9.99666713200e+006, +6.45995759221e+002, -7.67725048535e+001, -1.00119065405e-005, +1.47815487127e+002
+1.00700057730e+007, +6.36019618255e+002, -7.69443382599e+001, -9.79235694157e-006, +1.43675260598e+002
+1.01438824490e+007, +6.26206807010e+002, -7.71045883629e+001, -9.57722969439e-006, +1.39751859618e+002
+1.02183011080e+007, +6.16580948396e+002, -7.72555355694e+001, -9.36694775649e-006, +1.36019731727e+002
+1.02932657240e+007, +6.06989958309e+002, -7.73841968466e+001, -9.15871275336e-006, +1.32574138175e+002
+1.03687803040e+007, +5.97404292370e+002, -7.74888191823e+001, -8.95207091212e-006, +1.29415767279e+002
+1.04448488830e+007, +5.88100274012e+002, -7.75975935354e+001, -8.75213892138e-006, +1.26310029067e+002
+1.05214755240e+007, +5.79101874909e+002, -7.77064080606e+001, -8.55901648744e-006, +1.23303014270e+002
+1.05986643210e+007, +5.70358381666e+002, -7.78204968623e+001, -8.37201082069e-006, +1.20331430521e+002
+1.06764194000e+007, +5.61903029151e+002, -7.79355294411e+001, -8.19136190413e-006, +1.17444584743e+002
+1.07547449140e+007, +5.53970286589e+002, -7.80775243187e+001, -8.02112659165e-006, +1.14443621201e+002
+1.08336450480e+007, +5.45795026674e+002, -7.82137163968e+001, -7.84911461130e-006, +1.11485024785e+002
+1.09131240180e+007, +5.37786674623e+002, -7.83406268241e+001, -7.68115021464e-006, +1.08682871405e+002
+1.09931860700e+007, +5.30075592530e+002, -7.84544530540e+001, -7.51894112431e-006, +1.06092963698e+002
+1.10738354830e+007, +5.22455475580e+002, -7.85598391605e+001, -7.35963184862e-006, +1.03626118847e+002
+1.11550765640e+007, +5.14804621185e+002, -7.86421153980e+001, -7.20112734223e-006, +1.01383941983e+002
+1.12369136550e+007, +5.07245438640e+002, -7.87152387358e+001, -7.04551402783e-006, +9.92604895524e+001
+1.13193511280e+007, +4.99882261349e+002, -7.87871918299e+001, -6.89439631934e-006, +9.72039221567e+001
+1.14023933880e+007, +4.92676600736e+002, -7.88616330237e+001, -6.74725995428e-006, +9.51747860501e+001
+1.14860448710e+007, +4.85554779826e+002, -7.89362722069e+001, -6.60298421950e-006, +9.31783029108e+001
+1.15703100480e+007, +4.78726289895e+002, -7.90180485352e+001, -6.46450922016e-006, +9.11972467317e+001
+1.16551934200e+007, +4.72144716189e+002, -7.91047806945e+001, -6.33105351925e-006, +8.92417294762e+001
+1.17406995230e+007, +4.65691348848e+002, -7.91857964686e+001, -6.20072233654e-006, +8.73752537575e+001
+1.18268329250e+007, +4.59582592266e+002, -7.91745870447e+001, -6.07458981847e-006, +8.63174143447e+001
+1.19135982280e+007, +4.53282655532e+002, -7.92492295603e+001, -5.94916216393e-006, +8.45540985477e+001
+1.20010000690e+007, +4.47038848919e+002, -7.93152693614e+001, -5.82575515979e-006, +8.28831223876e+001
+1.20890431160e+007, +4.40763773001e+002, -7.93770724625e+001, -5.70330361049e-006, +8.12524515257e+001
+1.21777320740e+007, +4.34649995367e+002, -7.94347089149e+001, -5.58428407986e-006, +7.96956278544e+001
+1.22670716820e+007, +4.28678221185e+002, -7.94855865101e+001, -5.46835257633e-006, +7.82264321665e+001
+1.23570667130e+007, +4.22795095957e+002, -7.95358177433e+001, -5.35489592941e-006, +7.67883921713e+001
+1.24477219760e+007, +4.16982427086e+002, -7.95818225796e+001, -5.24358868555e-006, +7.54034243079e+001
+1.25390423130e+007, +4.11234546732e+002, -7.96199905133e+001, -5.13427422868e-006, +7.40945816737e+001
+1.26310326040e+007, +4.05558047380e+002, -7.96533404746e+001, -5.02706190209e-006, +7.28396020435e+001
+1.27236977650e+007, +3.99979165626e+002, -7.96865054138e+001, -4.92232077750e-006, +7.16098457958e+001
+1.28170427460e+007, +3.94491917031e+002, -7.97168502451e+001, -4.81989920251e-006, +7.04218781536e+001
+1.29110725350e+007, +3.89093700824e+002, -7.97495762482e+001, -4.71980971561e-006, +6.92395444024e+001
+1.30057921550e+007, +3.83786271848e+002, -7.97832344789e+001, -4.62201442179e-006, +6.80732155884e+001
+1.31012066680e+007, +3.78601372064e+002, -7.98178336378e+001, -4.52685663472e-006, +6.69285429954e+001
+1.31973211710e+007, +3.73452425279e+002, -7.98504828457e+001, -4.43322454211e-006, +6.58088545976e+001
+1.32941408000e+007, +3.68351041889e+002, -7.98790396212e+001, -4.34120758458e-006, +6.47291766861e+001
+1.33916707280e+007, +3.63271016152e+002, -7.99057086012e+001, -4.25050906405e-006, +6.36700152608e+001
+1.34899161650e+007, +3.58290623833e+002, -7.99298548731e+001, -4.16201552658e-006, +6.26484453148e+001
+1.35888823610e+007, +3.53329542048e+002, -7.99472247464e+001, -4.07471348139e-006, +6.16755131907e+001
+1.36885746040e+007, +3.48433392580e+002, -7.99643171074e+001, -3.98919581343e-006, +6.07185139432e+001
+1.37889982200e+007, +3.43618900028e+002, -7.99804336160e+001, -3.90561779705e-006, +5.97843546907e+001
+1.38901585740e+007, +3.38886455172e+002, -7.99966210096e+001, -3.82396651724e-006, +5.88666973088e+001
+1.39920610730e+007, +3.34229382044e+002, -8.00101809448e+001, -3.74410590516e-006, +5.79798349037e+001
+1.40947111590e+007, +3.29716086777e+002, -8.00304368243e+001, -3.66687549137e-006, +5.70820978066e+001
+1.41981143180e+007, +3.25279859011e+002, -8.00518936577e+001, -3.59142886712e-006, +5.61940965140e+001
+1.43022760750e+007, +3.20854994489e+002, -8.00660806390e+001, -3.51692623190e-006, +5.53514200072e+001
+1.44072019950e+007, +3.16430251153e+002, -8.00747068372e+001, -3.44325676232e-006, +5.45411708388e+001
+1.45128976840e+007, +3.12035057184e+002, -8.00741685405e+001, -3.37069611650e-006, +5.37864855121e+001
+1.46193687880e+007, +3.07626719037e+002, -8.00673229290e+001, -3.29880536983e-006, +5.30628103322e+001
+1.47266209980e+007, +3.03155244982e+002, -8.00455124090e+001, -3.22696499805e-006, +5.24051889261e+001
+1.48346600440e+007, +2.98749139071e+002, -8.00228063583e+001, -3.15668393990e-006, +5.17601301598e+001
+1.49434916970e+007, +2.94432205609e+002, -8.00003572777e+001, -3.08819911241e-006, +5.11258078593e+001
+1.50531217720e+007, +2.90417720186e+002, -7.99834829305e+001, -3.02375105800e-006, +5.05129546888e+001
+1.51635561280e+007, +2.86204256972e+002, -7.99640385280e+001, -2.95800200884e-006, +4.98757437868e+001
+1.52748006650e+007, +2.82104682902e+002, -7.99538242967e+001, -2.89430619196e-006, +4.92108474156e+001
+1.53868613250e+007, +2.78043049081e+002, -7.99414770820e+001, -2.83175151660e-006, +4.85613270485e+001
+1.54997440980e+007, +2.74019871077e+002, -7.99205600429e+001, -2.77027265696e-006, +4.79571589642e+001
+1.56134550130e+007, +2.70024430560e+002, -7.98927727679e+001, -2.70976441898e-006, +4.73868327548e+001
+1.57280001470e+007, +2.66092556575e+002, -7.98595084411e+001, -2.65058474251e-006, +4.68489051727e+001
+1.58433856190e+007, +2.62184119302e+002, -7.98126137143e+001, -2.59225151041e-006, +4.63719977327e+001
+1.59596175950e+007, +2.58286338101e+002, -7.97533557711e+001, -2.53464268657e-006, +4.59455004586e+001
+1.60767022850e+007, +2.54413295070e+002, -7.96906076543e+001, -2.47796048956e-006, +4.55306933220e+001
+1.61946459440e+007, +2.50580654545e+002, -7.96302935454e+001, -2.42239084867e-006, +4.51042883013e+001
+1.63134548740e+007, +2.46778553910e+002, -7.95692807519e+001, -2.36779840574e-006, +4.46783843576e+001
+1.64331354230e+007, +2.43005576854e+002, -7.95098018692e+001, -2.31417301045e-006, +4.42433723248e+001
+1.65536939860e+007, +2.39255471648e+002, -7.94540750853e+001, -2.26145811647e-006, +4.37893943815e+001
+1.66751370030e+007, +2.35545779275e+002, -7.93927980552e+001, -2.20973798653e-006, +4.33580661947e+001
+1.67974709640e+007, +2.31864548866e+002, -7.93228530562e+001, -2.15886604236e-006, +4.29586288497e+001
+1.69207024050e+007, +2.28215062556e+002, -7.92471008819e+001, -2.10888311509e-006, +4.25789393272e+001
+1.70448379100e+007, +2.24594909544e+002, -7.91644651243e+001, -2.05974854285e-006, +4.22217079123e+001
+1.71698841120e+007, +2.21019970833e+002, -7.90653114043e+001, -2.01153131078e-006, +4.19252596495e+001
+1.72958476900e+007, +2.17462171313e+002, -7.89604108521e+001, -1.96403914164e-006, +4.16412257382e+001
+1.74227353770e+007, +2.13927625741e+002, -7.88533096800e+001, -1.91734220019e-006, +4.13568218482e+001
+1.75505539510e+007, +2.10407694920e+002, -7.87425726618e+001, -1.87134412731e-006, +4.10752559875e+001
+1.76793102420e+007, +2.06903576186e+002, -7.86258651776e+001, -1.82603261188e-006, +4.08044461503e+001
+1.78090111280e+007, +2.03411615145e+002, -7.85067575496e+001, -1.78139077610e-006, +4.05302442167e+001
+1.79396635410e+007, +1.99922440365e+002, -7.83830488403e+001, -1.73731588836e-006, +4.02579266241e+001
+1.80712744590e+007, +1.96457959288e+002, -7.82514048503e+001, -1.69397133282e-006, +4.00023267766e+001
+1.82038509170e+007, +1.93022786530e+002, -7.81120709687e+001, -1.65138954818e-006, +3.97623138400e+001
+1.83373999960e+007, +1.89606071963e+002, -7.79651421173e+001, -1.60946954431e-006, +3.95341444155e+001
+1.84719288320e+007, +1.86205796024e+002, -7.78066740872e+001, -1.56816375479e-006, +3.93287013849e+001
+1.86074446140e+007, +1.82843526004e+002, -7.76414822124e+001, -1.52767460028e-006, +3.91336632666e+001
+1.87439545810e+007, +1.79486490033e+002, -7.74649334607e+001, -1.48769250332e-006, +3.89552259323e+001
+1.88814660280e+007, +1.76142974045e+002, -7.72773506596e+001, -1.44828379793e-006, +3.87922880006e+001
+1.90199863010e+007, +1.72804024056e+002, -7.70780796657e+001, -1.40936644433e-006, +3.86429587223e+001
+1.91595228010e+007, +1.69474321922e+002, -7.68655349199e+001, -1.37096609312e-006, +3.85108604387e+001
+1.93000829850e+007, +1.66156390339e+002, -7.66328199549e+001, -1.33306089081e-006, +3.84138028293e+001
+1.94416743610e+007, +1.62839690270e+002, -7.63916045385e+001, -1.29562754907e-006, +3.83136600740e+001
+1.95843044960e+007, +1.59534711523e+002, -7.61351747488e+001, -1.25870937968e-006, +3.82296315097e+001
+1.97279810090e+007, +1.56243149467e+002, -7.58656181543e+001, -1.22232687239e-006, +3.81541029343e+001
+1.98727115780e+007, +1.52957687797e+002, -7.55811286930e+001, -1.18640911479e-006, +3.80878244315e+001
+2.00185039350e+007, +1.49678637967e+002, -7.52807174468e+001, -1.15095057788e-006, +3.80308659844e+001
+2.01653658700e+007, +1.46407200288e+002, -7.49631306262e+001, -1.11595134690e-006, +3.79839655888e+001
+2.03133052290e+007, +1.43152521758e+002, -7.46261174039e+001, -1.08146640613e-006, +3.79521129683e+001
+2.04623299170e+007, +1.39908588545e+002, -7.42687791614e+001, -1.04744224071e-006, +3.79327136486e+001
+2.06124478970e+007, +1.36678626396e+002, -7.38881228876e+001, -1.01388510518e-006, +3.79302066008e+001
+2.07636671880e+007, +1.33461500857e+002, -7.34841216583e+001, -9.80783999414e-007, +3.79405757153e+001
+2.09159958710e+007, +1.30258946347e+002, -7.30535938786e+001, -9.48133412265e-007, +3.79674946399e+001
+2.10694420840e+007, +1.27062482660e+002, -7.25939248584e+001, -9.15857204533e-007, +3.80097213563e+001
+2.12240140260e+007, +1.23883023126e+002, -7.21034251446e+001, -8.84025243735e-007, +3.80692196684e+001
+2.13797199550e+007, +1.20712611238e+002, -7.15785424569e+001, -8.52562237857e-007, +3.81457130760e+001
+2.15365681920e+007, +1.17548207864e+002, -7.10171301538e+001, -8.21437255615e-007, +3.82367218152e+001
+2.16945671150e+007, +1.14401661019e+002, -7.04137428858e+001, -7.90707651838e-007, +3.83503654007e+001
+2.18537251680e+007, +1.11258745061e+002, -6.97659285063e+001, -7.60264570793e-007, +3.84795292239e+001
+2.20140508530e+007, +1.08126460245e+002, -6.90710371062e+001, -7.30146821694e-007, +3.86238736333e+001
+2.21755527370e+007, +1.05001534231e+002, -6.83252019358e+001, -7.00317498627e-007, +3.87810604590e+001
+2.23382394490e+007, +1.01886320496e+002, -6.75214446326e+001, -6.70763941234e-007, +3.89549729272e+001
+2.25021196800e+007, +9.87762604766e+001, -6.66529142178e+001, -6.41429911268e-007, +3.91450468353e+001
+2.26672021880e+007, +9.56755737651e+001, -6.57153612673e+001, -6.12331256196e-007, +3.93484924879e+001
+2.28334957920e+007, +9.26001527540e+001, -6.47005520464e+001, -5.83538470368e-007, +3.95725968015e+001
+2.30010093780e+007, +8.95480060005e+001, -6.36012104938e+001, -5.55011506722e-007, +3.98144990968e+001
+2.31697518950e+007, +8.65267637970e+001, -6.24074767267e+001, -5.26759445664e-007, +4.00774999734e+001
+2.33397323590e+007, +8.35400220682e+001, -6.11099509898e+001, -4.98768512865e-007, +4.03607182166e+001
+2.35109598520e+007, +8.05939757351e+001, -5.96965955478e+001, -4.71028383429e-007, +4.06660216330e+001
+2.36834435240e+007, +7.76910367094e+001, -5.81509054948e+001, -4.43485417844e-007, +4.09963047133e+001
+2.38571925880e+007, +7.48373293242e+001, -5.64586810172e+001, -4.16119632052e-007, +4.13504832684e+001
+2.40322163300e+007, +7.20430609449e+001, -5.46053438461e+001, -3.88931348529e-007, +4.17277115408e+001
+2.42085241000e+007, +6.93198273738e+001, -5.25706555345e+001, -3.61898156518e-007, +4.21313866793e+001
+2.43861253180e+007, +6.66826252355e+001, -5.03367805101e+001, -3.35021945641e-007, +4.25617710570e+001
+2.45650294740e+007, +6.41455433656e+001, -4.78830145139e+001, -3.08278138527e-007, +4.30189873692e+001
+2.47452461260e+007, +6.17287693862e+001, -4.51876962381e+001, -2.81656019477e-007, +4.35056075075e+001
+2.49267849030e+007, +5.94547359052e+001, -4.22351099146e+001, -2.55165702006e-007, +4.40198606409e+001
+2.51096555050e+007, +5.73477474756e+001, -3.90063818630e+001, -2.28784856681e-007, +4.45635501936e+001
+2.52938677010e+007, +5.54378484681e+001, -3.54877508520e+001, -2.02504694957e-007, +4.51396941701e+001
+2.54794313360e+007, +5.37555348113e+001, -3.16708870806e+001, -1.76297184658e-007, +4.57501530718e+001
+2.56663563230e+007, +5.23341703843e+001, -2.75571327288e+001, -1.50133546110e-007, +4.63968565398e+001
+2.58546526490e+007, +5.12120915140e+001, -2.31680613385e+001, -1.24028316072e-007, +4.70820818120e+001
+2.60443303750e+007, +5.04216320859e+001, -1.85397228781e+001, -9.79713563994e-008, +4.78049229107e+001
+2.62353996360e+007, +4.99955596072e+001, -1.37217699220e+001, -7.19435538375e-008, +4.85686394203e+001
+2.64278706400e+007, +4.99616645799e+001, -8.77788083982e+000, -4.59157495871e-008, +4.93764820045e+001
+2.66217536710e+007, +5.03404512730e+001, -3.77444633953e+000, -1.98114851838e-008, +5.02312591551e+001
+2.68170590870e+007, +5.11473110312e+001, +1.18559955867e+000, +6.28081775906e-009, +5.11363611827e+001
+2.70137973250e+007, +5.23813745045e+001, +6.02559493880e+000, +3.23957353177e-008, +5.20919727327e+001
+2.72119788950e+007, +5.40392794653e+001, +1.06818427304e+001, +5.85833710212e-008, +5.31028644433e+001
+2.74116143860e+007, +5.61078188384e+001, +1.51001141221e+001, +8.48647534989e-008, +5.41705343538e+001
+2.76127144650e+007, +5.85715622099e+001, +1.92423580356e+001, +1.11259871556e-007, +5.52993438823e+001
+2.78152898760e+007, +6.14123918741e+001, +2.30841552523e+001, +1.37774952139e-007, +5.64950992148e+001
+2.80193514440e+007, +6.46074661904e+001, +2.66188587256e+001, +1.64427522001e-007, +5.77595147454e+001
+2.82249100700e+007, +6.81378999023e+001, +2.98500087155e+001, +1.91236659661e-007, +5.90981370965e+001
+2.84319767370e+007, +7.19912117680e+001, +3.27886018202e+001, +2.18234740969e-007, +6.05211653028e+001
+2.86405625100e+007, +7.61527719046e+001, +3.54531771486e+001, +2.45459781567e-007, +6.20332715714e+001
+2.88506785330e+007, +8.06101309115e+001, +3.78636383961e+001, +2.72941454755e-007, +6.36395839140e+001
+2.90623360310e+007, +8.53500301785e+001, +4.00407442260e+001, +3.00696641935e-007, +6.53428863368e+001
+2.92755463150e+007, +9.03698544710e+001, +4.20045915767e+001, +3.28767024894e-007, +6.71530436221e+001
+2.94903207750e+007, +9.56588726565e+001, +4.37728244800e+001, +3.57146937533e-007, +6.90741653635e+001
+2.97066708860e+007, +1.01222227839e+002, +4.53626378236e+001, +3.85885502983e-007, +7.11204794024e+001
+2.99246082100e+007, +1.07060172826e+002, +4.67943559507e+001, +4.15038379340e-007, +7.32954189636e+001
+3.01441443880e+007, +1.13171974316e+002, +4.80787819332e+001, +4.44596930815e-007, +7.56111180457e+001
+3.03652911520e+007, +1.19565844357e+002, +4.92308543674e+001, +4.74618457028e-007, +7.80780339382e+001
+3.05880603170e+007, +1.26241634173e+002, +5.02581576573e+001, +5.05078899747e-007, +8.07100045609e+001
+3.08124637860e+007, +1.33181486306e+002, +5.11726218245e+001, +5.35915676927e-007, +8.35016139540e+001
+3.10385135480e+007, +1.40431091210e+002, +5.19840088548e+001, +5.67309301631e-007, +8.64888947653e+001
+3.12662216810e+007, +1.48011151152e+002, +5.27002723330e+001, +5.99330588476e-007, +8.96924810813e+001
+3.14956003510e+007, +1.55940125017e+002, +5.33260412214e+001, +6.32015948551e-007, +9.31369041989e+001
+3.17266618130e+007, +1.64237040780e+002, +5.38696601125e+001, +6.65434012100e-007, +9.68381223432e+001
+3.19594184150e+007, +1.72943188429e+002, +5.43342635350e+001, +6.99700092825e-007, +1.00835472316e+002
+3.21938825900e+007, +1.82089760063e+002, +5.47237319862e+001, +7.34891104856e-007, +1.05160392572e+002
+3.24300668680e+007, +1.91676431207e+002, +5.50454141249e+001, +7.70985753342e-007, +1.09816597916e+002
+3.26679838660e+007, +2.01732353586e+002, +5.52990797588e+001, +8.08009446080e-007, +1.14844761901e+002
+3.29076462970e+007, +2.12290775439e+002, +5.54892160553e+001, +8.46042070054e-007, +1.20275746220e+002
+3.31490669650e+007, +2.23382549874e+002, +5.56202610827e+001, +8.85150001961e-007, +1.26138583642e+002
+3.33922587700e+007, +2.35045593763e+002, +5.56958349986e+001, +9.25415217465e-007, +1.32468429277e+002
+3.36372347060e+007, +2.47335370247e+002, +5.57066853445e+001, +9.66834996079e-007, +1.39356082303e+002
+3.38840078610e+007, +2.60306097320e+002, +5.56499732548e+001, +1.00944465224e-006, +1.46876967402e+002
+3.41325914190e+007, +2.74004402441e+002, +5.55283545646e+001, +1.05329436359e-006, +1.55086032439e+002
+3.43829986640e+007, +2.88491219761e+002, +5.53337912706e+001, +1.09833326702e-006, +1.64092233362e+002
+3.46352429740e+007, +3.03776351175e+002, +5.50556371139e+001, +1.14423535226e-006, +1.73997239509e+002
+3.48893378260e+007, +3.20002041367e+002, +5.47049097659e+001, +1.19143370623e-006, +1.84893239042e+002
+3.51452967960e+007, +3.37255415199e+002, +5.42749365475e+001, +1.23986948995e-006, +1.96922220503e+002
+3.54031335610e+007, +3.55638673719e+002, +5.37642413965e+001, +1.28955859577e-006, +2.10221285092e+002
+3.56628618950e+007, +3.75303384774e+002, +5.31676800111e+001, +1.34057120752e-006, +2.24985067116e+002
+3.59244956780e+007, +3.96378638797e+002, +5.24695910194e+001, +1.39260960120e-006, +2.41466892509e+002
+3.61880488860e+007, +4.18974820336e+002, +5.16687262057e+001, +1.44544472281e-006, +2.59851239771e+002
+3.64535356020e+007, +4.43234261015e+002, +5.07622109007e+001, +1.49882394546e-006, +2.80363521488e+002
+3.67209700110e+007, +4.69256952154e+002, +4.97387957275e+001, +1.55203542633e-006, +3.03268200772e+002
+3.69903664020e+007, +4.97235407755e+002, +4.86000835329e+001, +1.60479542681e-006, +3.28827131228e+002
+3.72617391670e+007, +5.27332734424e+002, +4.73320724864e+001, +1.65616201228e-006, +3.57398801084e+002
+3.75351028070e+007, +5.59697633922e+002, +4.59503364496e+001, +1.70571410393e-006, +3.89147481959e+002
+3.78104719280e+007, +5.93014186535e+002, +4.42094896118e+001, +1.74053480301e-006, +4.25069680851e+002
+3.80878612410e+007, +6.30506770275e+002, +4.24419051652e+001, +1.77797478350e-006, +4.65290018156e+002
+3.83672855680e+007, +6.70836793587e+002, +4.04467999237e+001, +1.80529325196e-006, +5.10512610003e+002
+3.86487598390e+007, +7.14081234227e+002, +3.81883036497e+001, +1.81800418826e-006, +5.61255795397e+002
+3.89322990910e+007, +7.60259545238e+002, +3.55913935915e+001, +1.80882088684e-006, +6.18234085546e+002
+3.92179184760e+007, +8.09008493010e+002, +3.26750383586e+001, +1.77247781302e-006, +6.80979715303e+002
+3.95056332520e+007, +8.59948797749e+002, +2.94351180379e+001, +1.70255881505e-006, +7.48940381007e+002
+3.97954587930e+007, +9.12362007268e+002, +2.58462260326e+001, +1.59073484158e-006, +8.21096004700e+002
+4.00874105840e+007, +9.65103573734e+002, +2.18907260929e+001, +1.42858390371e-006, +8.95516337867e+002
+4.03815042230e+007, +1.01649508488e+003, +1.76182610287e+001, +1.21260000921e-006, +9.68815620080e+002
+4.06777554240e+007, +1.06471467861e+003, +1.30232777969e+001, +9.38745730828e-007, +1.03732871856e+003
+4.09761800160e+007, +1.10817077784e+003, +8.07159765561e+000, +6.04358694021e-007, +1.09719255420e+003
+4.12767939430e+007, +1.14417551811e+003, +2.81062132031e+000, +2.16327801935e-007, +1.14279914883e+003
+4.15796132660e+007, +1.17072048016e+003, -2.68032567038e+000, -2.09555672250e-007, +1.16943970208e+003
+4.18846541660e+007, +1.18594266870e+003, -8.31847829279e+000, -6.51963603760e-007, +1.17346558139e+003
+4.21919329400e+007, +1.18919060675e+003, -1.40422542198e+001, -1.08842854023e-006, +1.15365408452e+003
+4.25014660060e+007, +1.17995413001e+003, -1.96329753192e+001, -1.48461031292e-006, +1.11135659405e+003
+4.28132699030e+007, +1.15975644379e+003, -2.49845042433e+001, -1.82097847731e-006, +1.05122881541e+003
+4.31273612890e+007, +1.13068172987e+003, -3.00217227629e+001, -2.08767404006e-006, +9.78984691499e+002
+4.34437569470e+007, +1.09513648264e+003, -3.46805703587e+001, -2.28283119326e-006, +9.00571296621e+002
+4.37624737810e+007, +1.05514952191e+003, -3.89260921438e+001, -2.41107855955e-006, +8.20861059327e+002
+4.40835288200e+007, +1.01318939581e+003, -4.27779215475e+001, -2.48430873834e-006, +7.43672533174e+002
+4.44069392190e+007, +9.70962592128e+002, -4.62701571016e+001, -2.51462988498e-006, +6.71186513689e+002
+4.47327222560e+007, +9.29400099479e+002, -4.94207911871e+001, -2.51147888585e-006, +6.04573513832e+002
+4.50608953380e+007, +8.89239188578e+002, -5.22644459631e+001, -2.48387468617e-006, +5.44230304630e+002
+4.53914759990e+007, +8.50914717509e+002, -5.48360365436e+001, -2.43906567688e-006, +4.90057318178e+002
+4.57244819030e+007, +8.14666447949e+002, -5.71639300266e+001, -2.38257719158e-006, +4.41742513166e+002
+4.60599308400e+007, +7.80489151753e+002, -5.92618366331e+001, -2.31801197833e-006, +3.98920127962e+002
+4.63978407350e+007, +7.48412845477e+002, -6.11536833305e+001, -2.24867415068e-006, +3.61080686402e+002
+4.67382296410e+007, +7.18398045667e+002, -6.28632643370e+001, -2.17702917430e-006, +3.27672541892e+002
+4.70811157460e+007, +6.90350351087e+002, -6.44105479164e+001, -2.10478203249e-006, +2.98175928850e+002
+4.74265173690e+007, +6.64173792694e+002, -6.58068574940e+001, -2.03308727615e-006, +2.72187627711e+002
+4.77744529650e+007, +6.39741644248e+002, -6.70821333621e+001, -1.96299344025e-006, +2.49122552412e+002
+4.81249411240e+007, +6.16923548501e+002, -6.82488982838e+001, -1.89497991033e-006, +2.28616627290e+002
+4.84780005730e+007, +5.95571331565e+002, -6.93227100363e+001, -1.82932989436e-006, +2.10298642591e+002
+4.88336501750e+007, +5.75589563329e+002, -7.03084272047e+001, -1.76621454784e-006, +1.93948806417e+002
+4.91919089320e+007, +5.57144532044e+002, -7.12346057197e+001, -1.70676070760e-006, +1.79229983847e+002
+4.95527959860e+007, +5.39755055567e+002, -7.20862133441e+001, -1.64955499318e-006, +1.66020873962e+002
+4.99163306200e+007, +5.23274835602e+002, -7.28713472913e+001, -1.59442577832e-006, +1.54113996878e+002
+5.02825322560e+007, +5.07614353866e+002, -7.35939025701e+001, -1.54128889970e-006, +1.43372397932e+002
+5.06514204600e+007, +4.92743937208e+002, -7.42587520005e+001, -1.49021536064e-006, +1.33678193075e+002
+5.10230149430e+007, +4.78394000252e+002, -7.48571116944e+001, -1.44042901049e-006, +1.24969492912e+002
+5.13973355570e+007, +4.64604127088e+002, -7.54000540558e+001, -1.39221898795e-006, +1.17112039975e+002
+5.17744023030e+007, +4.51692527182e+002, -7.59096180792e+001, -1.34673044240e-006, +1.09965538880e+002
+5.21542353270e+007, +4.39548763331e+002, -7.63933835265e+001, -1.30368994280e-006, +1.03405759867e+002
+5.25368549240e+007, +4.28097287620e+002, -7.68483457514e+001, -1.26286079112e-006, +9.74046720315e+001
+5.29222815370e+007, +4.17325798504e+002, -7.72855586766e+001, -1.22426314343e-006, +9.18501028317e+001
+5.33105357580e+007, +4.07281031901e+002, -7.77277465412e+001, -1.18812434178e-006, +8.65705193864e+001
+5.37016383330e+007, +3.97701787301e+002, -7.81379932181e+001, -1.15349454449e-006, +8.17497039140e+001
+5.40956101560e+007, +3.88566328593e+002, -7.85146118035e+001, -1.12031073463e-006, +7.73705593635e+001
+5.44924722790e+007, +3.79822499109e+002, -7.88654011605e+001, -1.08845711914e-006, +7.33492313870e+001
