!Keysight Technologies,E4990A,MY54302543,A.03.06
!Date: Tue Mar 24 14:05:22 2026

BEGIN CH1_DATA
DCV(V), +3.442e-004, DCI(A), +3.352e-006
Frequency(Hz), |Z|(Ohm)-data, theta-z(deg)-data, Ls(H)-data, Rs(Ohm)-data
+3.56717790000e+004, +5.68299025571e+000, +8.91118583723e+001, +2.53524593987e-005, +8.80884793456e-002
+3.59334780000e+004, +5.72436254585e+000, +8.91086755475e+001, +2.53510210261e-005, +8.90477197713e-002
+3.61970970000e+004, +5.76602655652e+000, +8.91045067340e+001, +2.53495341379e-005, +9.01153240686e-002
+3.64626500000e+004, +5.80802063325e+000, +8.90997039437e+001, +2.53481598417e-005, +9.12584302956e-002
+3.67301520000e+004, +5.85038012078e+000, +8.90952128657e+001, +2.53470451304e-005, +9.23825229337e-002
+3.69996150000e+004, +5.89298457045e+000, +8.90908245160e+001, +2.53456568840e-005, +9.35065776802e-002
+3.72710560000e+004, +5.93605099088e+000, +8.90860945121e+001, +2.53449131313e-005, +9.46799150848e-002
+3.75444880000e+004, +5.97958185637e+000, +8.90811022423e+001, +2.53448021857e-005, +9.58951752398e-002
+3.78199260000e+004, +6.02328829333e+000, +8.90763786231e+001, +2.53440885031e-005, +9.70926119134e-002
+3.80973850000e+004, +6.06741891537e+000, +8.90712324279e+001, +2.53438088677e-005, +9.83488695973e-002
+3.83768790000e+004, +6.11184380785e+000, +8.90658820176e+001, +2.53434074066e-005, +9.96396303456e-002
+3.86584230000e+004, +6.15641529359e+000, +8.90641523414e+001, +2.53422967188e-005, +1.00552094921e-001
+3.89420340000e+004, +6.20127853600e+000, +8.90623948504e+001, +2.53410488465e-005, +1.01475034248e-001
+3.92277240000e+004, +6.24641641773e+000, +8.90624350425e+001, +2.53396029888e-005, +1.02209269803e-001
+3.95155110000e+004, +6.29195371176e+000, +8.90603608405e+001, +2.53384265640e-005, +1.03182138982e-001
+3.98054090000e+004, +6.33786872357e+000, +8.90580571420e+001, +2.53374315563e-005, +1.04189895224e-001
+4.00974340000e+004, +6.38403632644e+000, +8.90564114896e+001, +2.53361139072e-005, +1.05132194431e-001
+4.03916010000e+004, +6.43070042258e+000, +8.90528761670e+001, +2.53354138581e-005, +1.06297397542e-001
+4.06879260000e+004, +6.47755206466e+000, +8.90471416425e+001, +2.53340971141e-005, +1.07720065355e-001
+4.09864260000e+004, +6.52486544516e+000, +8.90413691490e+001, +2.53332466850e-005, +1.09164157328e-001
+4.12871150000e+004, +6.57244742742e+000, +8.90381072663e+001, +2.53321185148e-005, +1.10334347700e-001
+4.15900100000e+004, +6.62044232816e+000, +8.90327369364e+001, +2.53312268263e-005, +1.11760503342e-001
+4.18951270000e+004, +6.66859779841e+000, +8.90288064569e+001, +2.53296244800e-005, +1.13030820844e-001
+4.22024830000e+004, +6.71689886340e+000, +8.90279736729e+001, +2.53272732764e-005, +1.13947124947e-001
+4.25120930000e+004, +6.76559303683e+000, +8.90253796205e+001, +2.53250715019e-005, +1.15079451262e-001
+4.28239750000e+004, +6.81474094542e+000, +8.90225631982e+001, +2.53232421257e-005, +1.16250369041e-001
+4.31381450000e+004, +6.86429185277e+000, +8.90196935288e+001, +2.53215820301e-005, +1.17439390387e-001
+4.34546200000e+004, +6.91441548251e+000, +8.90141380888e+001, +2.53206794206e-005, +1.18967270591e-001
+4.37734160000e+004, +6.96500585059e+000, +8.90091237456e+001, +2.53201473744e-005, +1.20447176966e-001
+4.40945510000e+004, +7.01600828107e+000, +8.90016548277e+001, +2.53197473894e-005, +1.22243621206e-001
+4.44180430000e+004, +7.06740283115e+000, +8.89943552684e+001, +2.53194144914e-005, +1.24039354556e-001
+4.47439070000e+004, +7.11917871063e+000, +8.89870439888e+001, +2.53190990384e-005, +1.25856376655e-001
+4.50721620000e+004, +7.17102940066e+000, +8.89812007261e+001, +2.53177194618e-005, +1.27504235446e-001
+4.54028260000e+004, +7.22316427026e+000, +8.89755258657e+001, +2.53160130028e-005, +1.29146522225e-001
+4.57359150000e+004, +7.27536498592e+000, +8.89694503006e+001, +2.53132140345e-005, +1.30851190186e-001
+4.60714480000e+004, +7.32797262114e+000, +8.89650861505e+001, +2.53105310521e-005, +1.32355437752e-001
+4.64094420000e+004, +7.38120308808e+000, +8.89598758087e+001, +2.53086729808e-005, +1.33987987984e-001
+4.67499160000e+004, +7.43476652045e+000, +8.89569435756e+001, +2.53066501843e-005, +1.35340730334e-001
+4.70928880000e+004, +7.48888200355e+000, +8.89523444457e+001, +2.53051659178e-005, +1.36926867992e-001
+4.74383760000e+004, +7.54373033142e+000, +8.89524455135e+001, +2.53048566913e-005, +1.37916411259e-001
+4.77863980000e+004, +7.59896598366e+000, +8.89513561581e+001, +2.53044902766e-005, +1.39070697349e-001
+4.81369740000e+004, +7.65453077102e+000, +8.89489339931e+001, +2.53038637072e-005, +1.40411142378e-001
+4.84901220000e+004, +7.71036637343e+000, +8.89469940954e+001, +2.53027963806e-005, +1.41696375144e-001
+4.88458600000e+004, +7.76653720675e+000, +8.89435521017e+001, +2.53014825124e-005, +1.43195137062e-001
+4.92042090000e+004, +7.82295690554e+000, +8.89380541711e+001, +2.52996326326e-005, +1.44985911539e-001
+4.95651860000e+004, +7.87943489408e+000, +8.89308051433e+001, +2.52966400300e-005, +1.47029369128e-001
+4.99288120000e+004, +7.93666781057e+000, +8.89242854644e+001, +2.52947595393e-005, +1.49000283061e-001
+5.02951050000e+004, +7.99423595619e+000, +8.89180975435e+001, +2.52926273181e-005, +1.50944268899e-001
+5.06640850000e+004, +8.05229291204e+000, +8.89115385928e+001, +2.52907157499e-005, +1.52962102522e-001
+5.10357730000e+004, +8.11051988390e+000, +8.89059725924e+001, +2.52880273318e-005, +1.54855941304e-001
+5.14101870000e+004, +8.16900826075e+000, +8.89000195441e+001, +2.52848419651e-005, +1.56821279541e-001
+5.17873480000e+004, +8.22817295729e+000, +8.88948465942e+001, +2.52824453817e-005, +1.58699813331e-001
+5.21672760000e+004, +8.28784108381e+000, +8.88894335952e+001, +2.52802752939e-005, +1.60633499101e-001
+5.25499910000e+004, +8.34824138312e+000, +8.88845815655e+001, +2.52790169559e-005, +1.62510995437e-001
+5.29355140000e+004, +8.40903670840e+000, +8.88805230279e+001, +2.52776294525e-005, +1.64290006825e-001
+5.33238650000e+004, +8.47083062092e+000, +8.88779488860e+001, +2.52779136037e-005, +1.65877792354e-001
+5.37150660000e+004, +8.53301599495e+000, +8.88751758186e+001, +2.52780100029e-005, +1.67508432326e-001
+5.41091360000e+004, +8.59563963653e+000, +8.88717605774e+001, +2.52780475731e-005, +1.69250036518e-001
+5.45060970000e+004, +8.65855706561e+000, +8.88668970395e+001, +2.52775883807e-005, +1.71223730895e-001
+5.49059710000e+004, +8.72139882327e+000, +8.88643432755e+001, +2.52755948889e-005, +1.72855082632e-001
+5.53087780000e+004, +8.78482502654e+000, +8.88585972678e+001, +2.52739430408e-005, +1.74992995501e-001
+5.57145410000e+004, +8.84836693609e+000, +8.88521925521e+001, +2.52712978932e-005, +1.77247648114e-001
+5.61232800000e+004, +8.91244171366e+000, +8.88461008012e+001, +2.52688635607e-005, +1.79478563061e-001
+5.65350170000e+004, +8.97701696117e+000, +8.88396903715e+001, +2.52665292831e-005, +1.81783149746e-001
+5.69497760000e+004, +9.04206073899e+000, +8.88343414435e+001, +2.52642056368e-005, +1.83944236180e-001
+5.73675770000e+004, +9.10759252651e+000, +8.88295926519e+001, +2.52619341479e-005, +1.86032059980e-001
+5.77884430000e+004, +9.17374411235e+000, +8.88241006990e+001, +2.52600548936e-005, +1.88262418446e-001
+5.82123970000e+004, +9.24021169887e+000, +8.88199447583e+001, +2.52577379103e-005, +1.90296553579e-001
+5.86394610000e+004, +9.30725816077e+000, +8.88155751936e+001, +2.52556831726e-005, +1.92386985829e-001
+5.90696580000e+004, +9.37489599865e+000, +8.88106170493e+001, +2.52539056536e-005, +1.94596194636e-001
+5.95030120000e+004, +9.44295083819e+000, +8.88058537977e+001, +2.52519301371e-005, +1.96793684138e-001
+5.99395440000e+004, +9.51149071780e+000, +8.88010421166e+001, +2.52499308096e-005, +1.99020671757e-001
+6.03792790000e+004, +9.58060545025e+000, +8.87965394141e+001, +2.52481380199e-005, +2.01219590134e-001
+6.08222400000e+004, +9.65023786867e+000, +8.87914566130e+001, +2.52463802888e-005, +2.03537964796e-001
+6.12684510000e+004, +9.72031101202e+000, +8.87857026530e+001, +2.52444463254e-005, +2.05991861664e-001
+6.17179350000e+004, +9.79108723702e+000, +8.87805788175e+001, +2.52430192238e-005, +2.08367142298e-001
+6.21707170000e+004, +9.86261187548e+000, +8.87732309239e+001, +2.52421673768e-005, +2.11153821997e-001
+6.26268210000e+004, +9.93482736524e+000, +8.87661982389e+001, +2.52417457873e-005, +2.13919075695e-001
+6.30862710000e+004, +1.00072996370e+001, +8.87586060382e+001, +2.52406325131e-005, +2.16805312884e-001
+6.35490910000e+004, +1.00804088934e+001, +8.87519884240e+001, +2.52397996740e-005, +2.19553208227e-001
+6.40153070000e+004, +1.01537903034e+001, +8.87443569816e+001, +2.52383053881e-005, +2.22503568284e-001
+6.44849430000e+004, +1.02269685234e+001, +8.87345482798e+001, +2.52349702221e-005, +2.25857521676e-001
+6.49580240000e+004, +1.03000167058e+001, +8.87348584742e+001, +2.52301233207e-005, +2.27415004697e-001
+6.54345760000e+004, +1.03743193890e+001, +8.87319393183e+001, +2.52270275769e-005, +2.29583971232e-001
+6.59146250000e+004, +1.04492122812e+001, +8.87272783187e+001, +2.52240456303e-005, +2.32091185248e-001
+6.63981950000e+004, +1.05247939033e+001, +8.87222393881e+001, +2.52214153001e-005, +2.34695339182e-001
+6.68853120000e+004, +1.06008931793e+001, +8.87165180671e+001, +2.52187094569e-005, +2.37450595547e-001
+6.73760040000e+004, +1.06779307175e+001, +8.87089176844e+001, +2.52169008811e-005, +2.40592256210e-001
+6.78702950000e+004, +1.07556741529e+001, +8.87024586499e+001, +2.52154461169e-005, +2.43556143373e-001
+6.83682120000e+004, +1.08336498117e+001, +8.86947237008e+001, +2.52132015557e-005, +2.46784027003e-001
+6.88697830000e+004, +1.09125665142e+001, +8.86885524676e+001, +2.52118401766e-005, +2.49756769991e-001
+6.93750330000e+004, +1.09916524766e+001, +8.86816416327e+001, +2.52095410866e-005, +2.52892245736e-001
+6.98839900000e+004, +1.10714914101e+001, +8.86759514333e+001, +2.52076635453e-005, +2.55828400632e-001
+7.03966800000e+004, +1.11519130346e+001, +8.86705257942e+001, +2.52057951752e-005, +2.58742449347e-001
+7.09131320000e+004, +1.12328204446e+001, +8.86649976834e+001, +2.52037046482e-005, +2.61703123845e-001
+7.14333730000e+004, +1.13143651996e+001, +8.86589457755e+001, +2.52017207874e-005, +2.64797721988e-001
+7.19574300000e+004, +1.13959535834e+001, +8.86509915552e+001, +2.51985048486e-005, +2.68288823905e-001
+7.24853320000e+004, +1.14783667608e+001, +8.86488826912e+001, +2.51958685061e-005, +2.70651395770e-001
+7.30171070000e+004, +1.15614319420e+001, +8.86444708664e+001, +2.51933304611e-005, +2.73500003251e-001
+7.35527830000e+004, +1.16453172237e+001, +8.86400049913e+001, +2.51912657600e-005, +2.76391843949e-001
+7.40923890000e+004, +1.17296817404e+001, +8.86349199632e+001, +2.51889166616e-005, +2.79434885613e-001
+7.46359530000e+004, +1.18148016847e+001, +8.86295893909e+001, +2.51868727542e-005, +2.82561577600e-001
+7.51835060000e+004, +1.19005321428e+001, +8.86238455727e+001, +2.51848088078e-005, +2.85804566700e-001
+7.57350750000e+004, +1.19872802979e+001, +8.86165039154e+001, +2.51835593077e-005, +2.89423478351e-001
+7.62906910000e+004, +1.20747177267e+001, +8.86099114974e+001, +2.51824360042e-005, +2.92923489312e-001
+7.68503830000e+004, +1.21626889710e+001, +8.86029440713e+001, +2.51810932011e-005, +2.96536205509e-001
+7.74141810000e+004, +1.22509214547e+001, +8.85967769162e+001, +2.51789783895e-005, +3.00005645607e-001
+7.79821160000e+004, +1.23401029080e+001, +8.85894503709e+001, +2.51774809112e-005, +3.03767040142e-001
+7.85542170000e+004, +1.24291672664e+001, +8.85846069137e+001, +2.51744581839e-005, +3.07009841691e-001
+7.91305150000e+004, +1.25189376574e+001, +8.85788434872e+001, +2.51715527520e-005, +3.10486142091e-001
+7.97110410000e+004, +1.26086133965e+001, +8.85725251158e+001, +2.51671581986e-005, +3.14100221241e-001
+8.02958250000e+004, +1.26995553518e+001, +8.85691263012e+001, +2.51640326069e-005, +3.17118836834e-001
+8.08849000000e+004, +1.27911693141e+001, +8.85640438235e+001, +2.51609201405e-005, +3.20540814407e-001
+8.14782970000e+004, +1.28836157131e+001, +8.85578419556e+001, +2.51581303456e-005, +3.24251600185e-001
+8.20760470000e+004, +1.29768695175e+001, +8.85496011128e+001, +2.51555879799e-005, +3.28464454949e-001
+8.26781820000e+004, +1.30706155121e+001, +8.85425398790e+001, +2.51527068474e-005, +3.32447637035e-001
+8.32847350000e+004, +1.31653055194e+001, +8.85349442740e+001, +2.51503291480e-005, +3.36600787043e-001
+8.38957380000e+004, +1.32605937569e+001, +8.85280448088e+001, +2.51477926292e-005, +3.40633340978e-001
+8.45112230000e+004, +1.33564690534e+001, +8.85212356430e+001, +2.51450639805e-005, +3.44682939082e-001
+8.51312230000e+004, +1.34534707055e+001, +8.85145557417e+001, +2.51431464053e-005, +3.48754171815e-001
+8.57557720000e+004, +1.35510621925e+001, +8.85090087031e+001, +2.51410287411e-005, +3.52595526017e-001
+8.63849030000e+004, +1.36492563678e+001, +8.85027271026e+001, +2.51387087358e-005, +3.56646438043e-001
+8.70186490000e+004, +1.37480093216e+001, +8.84962461406e+001, +2.51361071939e-005, +3.60781351088e-001
+8.76570450000e+004, +1.38473962349e+001, +8.84902111622e+001, +2.51333644213e-005, +3.64847551760e-001
+8.83001240000e+004, +1.39473285543e+001, +8.84836744541e+001, +2.51303041227e-005, +3.69071197379e-001
+8.89479210000e+004, +1.40478735834e+001, +8.84776394384e+001, +2.51270556500e-005, +3.73210953133e-001
+8.96004710000e+004, +1.41489103489e+001, +8.84716871563e+001, +2.51233942560e-005, +3.77364570627e-001
+9.02578080000e+004, +1.42510121703e+001, +8.84650809399e+001, +2.51203219721e-005, +3.81730278852e-001
+9.09199670000e+004, +1.43538346830e+001, +8.84586481685e+001, +2.51172237233e-005, +3.86095469910e-001
+9.15869840000e+004, +1.44576713470e+001, +8.84525399227e+001, +2.51146023032e-005, +3.90429270085e-001
+9.22588940000e+004, +1.45623535202e+001, +8.84452077692e+001, +2.51121291351e-005, +3.95119075838e-001
+9.29357340000e+004, +1.46670899765e+001, +8.84380377426e+001, +2.51084529372e-005, +3.99795650188e-001
+9.36175390000e+004, +1.47732276867e+001, +8.84344193915e+001, +2.51059207590e-005, +4.03621366181e-001
+9.43043460000e+004, +1.48801243688e+001, +8.84285046364e+001, +2.51033458015e-005, +4.08077433686e-001
+9.49961920000e+004, +1.49875831906e+001, +8.84219882145e+001, +2.51004095286e-005, +4.12728359088e-001
+9.56931140000e+004, +1.50955809646e+001, +8.84150180753e+001, +2.50970735206e-005, +4.17538110172e-001
+9.63951480000e+004, +1.52043976791e+001, +8.84085577504e+001, +2.50938112264e-005, +4.22261636841e-001
+9.71023330000e+004, +1.53141042241e+001, +8.84017119570e+001, +2.50907168832e-005, +4.27137489214e-001
+9.78147050000e+004, +1.54247042567e+001, +8.83945274369e+001, +2.50877844427e-005, +4.32155722260e-001
+9.85323040000e+004, +1.55355706992e+001, +8.83829234288e+001, +2.50839376437e-005, +4.38407026471e-001
+9.92551680000e+004, +1.56463722081e+001, +8.83821198710e+001, +2.50788429321e-005, +4.41753145422e-001
+9.99833340000e+004, +1.57596801163e+001, +8.83782542671e+001, +2.50764423362e-005, +4.46015075199e-001
+1.00716843000e+005, +1.58738837753e+001, +8.83729155286e+001, +2.50741420952e-005, +4.50725666914e-001
+1.01455733000e+005, +1.59885671590e+001, +8.83673343452e+001, +2.50712934141e-005, +4.55538822415e-001
+1.02200043000e+005, +1.61038134904e+001, +8.83616901487e+001, +2.50680307606e-005, +4.60408104720e-001
+1.02949815000e+005, +1.62199876744e+001, +8.83552690950e+001, +2.50649082927e-005, +4.65546529383e-001
+1.03705086000e+005, +1.63367150880e+001, +8.83485829377e+001, +2.50613459443e-005, +4.70802474634e-001
+1.04465899000e+005, +1.64542783809e+001, +8.83418010618e+001, +2.50577759620e-005, +4.76137308823e-001
+1.05232293000e+005, +1.65727975341e+001, +8.83352617880e+001, +2.50543754138e-005, +4.81457585475e-001
+1.06004310000e+005, +1.66920662616e+001, +8.83285255052e+001, +2.50508161224e-005, +4.86884130047e-001
+1.06781990000e+005, +1.68122831610e+001, +8.83214481349e+001, +2.50473866387e-005, +4.92466511420e-001
+1.07565376000e+005, +1.69334353442e+001, +8.83150326355e+001, +2.50440683453e-005, +4.97910556094e-001
+1.08354509000e+005, +1.70552789988e+001, +8.83083379280e+001, +2.50404800286e-005, +5.03485199312e-001
+1.09149431000e+005, +1.71782118967e+001, +8.83012051805e+001, +2.50371960347e-005, +5.09251853168e-001
+1.09950185000e+005, +1.73019598070e+001, +8.82948389801e+001, +2.50338191692e-005, +5.14841979752e-001
+1.10756813000e+005, +1.74266380248e+001, +8.82879209762e+001, +2.50304911866e-005, +5.20655130487e-001
+1.11569359000e+005, +1.75523800601e+001, +8.82820098608e+001, +2.50274122186e-005, +5.26221961683e-001
+1.12387867000e+005, +1.76789839990e+001, +8.82754425862e+001, +2.50242602852e-005, +5.32043020134e-001
+1.13212379000e+005, +1.78062938861e+001, +8.82688164089e+001, +2.50208166253e-005, +5.37932704770e-001
+1.14042940000e+005, +1.79348513342e+001, +8.82627073272e+001, +2.50178413363e-005, +5.43727860582e-001
+1.14879594000e+005, +1.80639493360e+001, +8.82563372959e+001, +2.50143259654e-005, +5.49649090496e-001
+1.15722386000e+005, +1.81940269017e+001, +8.82506705667e+001, +2.50108892863e-005, +5.55405694611e-001
+1.16571362000e+005, +1.83249933233e+001, +8.82446930003e+001, +2.50073831926e-005, +5.61314602125e-001
+1.17426565000e+005, +1.84567634083e+001, +8.82394066980e+001, +2.50036984740e-005, +5.67052945950e-001
+1.18288043000e+005, +1.85895769306e+001, +8.82337196835e+001, +2.50001374791e-005, +5.72977691722e-001
+1.19155840000e+005, +1.87230604647e+001, +8.82278053764e+001, +2.49961924724e-005, +5.79023741531e-001
+1.20030005000e+005, +1.88577687194e+001, +8.82224857017e+001, +2.49926083900e-005, +5.84939713917e-001
+1.20910582000e+005, +1.89931880084e+001, +8.82153397271e+001, +2.49886603841e-005, +5.91507918110e-001
+1.21797619000e+005, +1.91291764622e+001, +8.82074383553e+001, +2.49841756120e-005, +5.98379751387e-001
+1.22691164000e+005, +1.92660461856e+001, +8.82029527555e+001, +2.49796180637e-005, +6.04168742679e-001
+1.23591265000e+005, +1.94046384759e+001, +8.81970286866e+001, +2.49759979889e-005, +6.10520235864e-001
+1.24497968000e+005, +1.95441318121e+001, +8.81910138877e+001, +2.49722546323e-005, +6.16959743499e-001
+1.25411324000e+005, +1.96848342193e+001, +8.81857358659e+001, +2.49687831820e-005, +6.23213807408e-001
+1.26331380000e+005, +1.98265364375e+001, +8.81804590983e+001, +2.49652956105e-005, +6.29525087629e-001
+1.27258186000e+005, +1.99690201952e+001, +8.81732601318e+001, +2.49614834421e-005, +6.36556931695e-001
+1.28191792000e+005, +2.01124287755e+001, +8.81697678659e+001, +2.49575999559e-005, +6.42353658438e-001
+1.29132246000e+005, +2.02573763768e+001, +8.81643509050e+001, +2.49543175389e-005, +6.48897245337e-001
+1.30079600000e+005, +2.04033129533e+001, +8.81583591095e+001, +2.49509591334e-005, +6.55704588902e-001
+1.31033904000e+005, +2.05504557959e+001, +8.81511441444e+001, +2.49477718071e-005, +6.63019814454e-001
+1.31995210000e+005, +2.06985130074e+001, +8.81402652530e+001, +2.49443556803e-005, +6.71724607444e-001
+1.32963567000e+005, +2.08449743644e+001, +8.81359822825e+001, +2.49378476717e-005, +6.78035067469e-001
+1.33939029000e+005, +2.09956213604e+001, +8.81297660289e+001, +2.49350538030e-005, +6.85211930296e-001
+1.34921647000e+005, +2.11451160439e+001, +8.81241139818e+001, +2.49296259116e-005, +6.92175614652e-001
+1.35911474000e+005, +2.12971051954e+001, +8.81203307453e+001, +2.49258992977e-005, +6.98556400678e-001
+1.36908563000e+005, +2.14502951842e+001, +8.81153407910e+001, +2.49222816988e-005, +7.05448236547e-001
+1.37912966000e+005, +2.16045217763e+001, +8.81100118612e+001, +2.49185844369e-005, +7.12528665203e-001
+1.38924739000e+005, +2.17595710662e+001, +8.81038050384e+001, +2.49145469437e-005, +7.19998190387e-001
+1.39943933000e+005, +2.19158106453e+001, +8.80980254561e+001, +2.49106044240e-005, +7.27377464892e-001
+1.40970605000e+005, +2.20732379694e+001, +8.80916694729e+001, +2.49067281337e-005, +7.35049711517e-001
+1.42004809000e+005, +2.22319360048e+001, +8.80851425634e+001, +2.49030063250e-005, +7.42865599543e-001
+1.43046601000e+005, +2.23916016351e+001, +8.80785817931e+001, +2.48990913246e-005, +7.50763281526e-001
+1.44096035000e+005, +2.25523022654e+001, +8.80725637592e+001, +2.48950614167e-005, +7.58518812936e-001
+1.45153168000e+005, +2.27141788162e+001, +8.80667742563e+001, +2.48910599985e-005, +7.66257202577e-001
+1.46218056000e+005, +2.28771735054e+001, +8.80620917455e+001, +2.48870276903e-005, +7.73624363628e-001
+1.47290757000e+005, +2.30413590068e+001, +8.80575207485e+001, +2.48830202719e-005, +7.81013692891e-001
+1.48371328000e+005, +2.32065096423e+001, +8.80530697493e+001, +2.48787864958e-005, +7.88413415858e-001
+1.49459826000e+005, +2.33731658812e+001, +8.80478201089e+001, +2.48748840962e-005, +7.96215654204e-001
+1.50556309000e+005, +2.35409860283e+001, +8.80430103910e+001, +2.48709539333e-005, +8.03907518397e-001
+1.51660837000e+005, +2.37110399635e+001, +8.80367854118e+001, +2.48680820650e-005, +8.12289347774e-001
+1.52773467000e+005, +2.38831089652e+001, +8.80239047513e+001, +2.48659299447e-005, +8.23550050442e-001
+1.53894261000e+005, +2.40477699502e+001, +8.80078264270e+001, +2.48547810816e-005, +8.35972210005e-001
+1.55023277000e+005, +2.42175457967e+001, +8.80139881283e+001, +2.48480548341e-005, +8.39271291354e-001
+1.56160575000e+005, +2.43934925069e+001, +8.80133175654e+001, +2.48462922246e-005, +8.45654132002e-001
+1.57306218000e+005, +2.45698347125e+001, +8.80083418365e+001, +2.48435720241e-005, +8.53899851594e-001
+1.58460265000e+005, +2.47474362339e+001, +8.80028157467e+001, +2.48408282068e-005, +8.62457619786e-001
+1.59622778000e+005, +2.49263131510e+001, +8.79973560229e+001, +2.48380771803e-005, +8.71065334284e-001
+1.60793820000e+005, +2.51069971014e+001, +8.79894368641e+001, +2.48357973019e-005, +8.80847491596e-001
+1.61973453000e+005, +2.52884456803e+001, +8.79686319979e+001, +2.48327844349e-005, +8.96390249506e-001
+1.63161741000e+005, +2.54592860312e+001, +8.79690537723e+001, +2.48184768940e-005, +9.02258667676e-001
+1.64358746000e+005, +2.56434459848e+001, +8.79751536151e+001, +2.48160376551e-005, +9.06056811625e-001
+1.65564532000e+005, +2.58292168009e+001, +8.79725414380e+001, +2.48137329667e-005, +9.13797475625e-001
+1.66779165000e+005, +2.60155572684e+001, +8.79679786134e+001, +2.48106581420e-005, +9.22460394395e-001
+1.68002709000e+005, +2.62033096609e+001, +8.79619459796e+001, +2.48076248944e-005, +9.31874912883e-001
+1.69235228000e+005, +2.63908336417e+001, +8.79528039772e+001, +2.48030557090e-005, +9.42752069659e-001
+1.70476790000e+005, +2.65782139641e+001, +8.79520780897e+001, +2.47972310090e-005, +9.49782310153e-001
+1.71727461000e+005, +2.67696199769e+001, +8.79491743059e+001, +2.47938701981e-005, +9.57978107134e-001
+1.72987306000e+005, +2.69617760231e+001, +8.79450175137e+001, +2.47899127412e-005, +9.66809420495e-001
+1.74256395000e+005, +2.71552610158e+001, +8.79401376027e+001, +2.47858983571e-005, +9.76058842800e-001
+1.75534794000e+005, +2.73504116938e+001, +8.79347922699e+001, +2.47821284023e-005, +9.85623234754e-001
+1.76822571000e+005, +2.75455029252e+001, +8.79293755028e+001, +2.47770428255e-005, +9.95256179609e-001
+1.78119796000e+005, +2.77431932322e+001, +8.79256100429e+001, +2.47730620884e-005, +1.00422107803e+000
+1.79426538000e+005, +2.79423851824e+001, +8.79213451985e+001, +2.47691474659e-005, +1.01350977587e+000
+1.80742867000e+005, +2.81431025599e+001, +8.79163009240e+001, +2.47653048493e-005, +1.02326614051e+000
+1.82068852000e+005, +2.83449441124e+001, +8.79113033729e+001, +2.47611860384e-005, +1.03307568975e+000
+1.83404566000e+005, +2.85482921203e+001, +8.79067436979e+001, +2.47571255202e-005, +1.04275742362e+000
+1.84750078000e+005, +2.87532015556e+001, +8.79023223856e+001, +2.47531561889e-005, +1.05245926260e+000
+1.86105462000e+005, +2.89594980882e+001, +8.78981348863e+001, +2.47491194272e-005, +1.06212547900e+000
+1.87470789000e+005, +2.91669350539e+001, +8.78941222265e+001, +2.47447978490e-005, +1.07177479059e+000
+1.88846133000e+005, +2.93761725754e+001, +8.78901163049e+001, +2.47407419689e-005, +1.08151596992e+000
+1.90231566000e+005, +2.95870839672e+001, +8.78860265218e+001, +2.47368299290e-005, +1.09139140070e+000
+1.91627164000e+005, +2.97995229174e+001, +8.78816895318e+001, +2.47329253251e-005, +1.10148185623e+000
+1.93033000000e+005, +3.00135551942e+001, +8.78768765512e+001, +2.47290696675e-005, +1.11191262888e+000
+1.94449150000e+005, +3.02288856449e+001, +8.78720498443e+001, +2.47250186106e-005, +1.12243476681e+000
+1.95875689000e+005, +3.04462837458e+001, +8.78678489759e+001, +2.47214026126e-005, +1.13273776712e+000
+1.97312694000e+005, +3.06650025832e+001, +8.78618382256e+001, +2.47175621575e-005, +1.14408983666e+000
+1.98760241000e+005, +3.08847003426e+001, +8.78583087261e+001, +2.47132881659e-005, +1.15418782023e+000
+2.00218407000e+005, +3.11068033448e+001, +8.78518871833e+001, +2.47096284359e-005, +1.16597191708e+000
+2.01687271000e+005, +3.13279947186e+001, +8.78470964427e+001, +2.47040169470e-005, +1.17688042236e+000
+2.03166912000e+005, +3.15519007736e+001, +8.78452694135e+001, +2.46993484064e-005, +1.18629717591e+000
+2.04657407000e+005, +3.17789097513e+001, +8.78418248996e+001, +2.46958223098e-005, +1.19674145776e+000
+2.06158837000e+005, +3.20071940144e+001, +8.78379319121e+001, +2.46920131238e-005, +1.20751146534e+000
+2.07671282000e+005, +3.22370179533e+001, +8.78336270696e+001, +2.46881209510e-005, +1.21860221914e+000
+2.09194823000e+005, +3.24688083929e+001, +8.78289418088e+001, +2.46844634616e-005, +1.23001738397e+000
+2.10729540000e+005, +3.27025791224e+001, +8.78241259495e+001, +2.46810410801e-005, +1.24162009082e+000
+2.12275518000e+005, +3.29370717072e+001, +8.78196120345e+001, +2.46769035462e-005, +1.25311607579e+000
+2.13832836000e+005, +3.31735494779e+001, +8.78161501824e+001, +2.46730099657e-005, +1.26411596955e+000
+2.15401580000e+005, +3.34121837887e+001, +8.78118524957e+001, +2.46694417208e-005, +1.27571378579e+000
+2.16981833000e+005, +3.36520645433e+001, +8.78081823236e+001, +2.46655395518e-005, +1.28702675780e+000
+2.18573679000e+005, +3.38933798672e+001, +8.78033510474e+001, +2.46614094677e-005, +1.29911173891e+000
+2.20177203000e+005, +3.41365005769e+001, +8.78000095985e+001, +2.46573586993e-005, +1.31041975255e+000
+2.21792491000e+005, +3.43818420290e+001, +8.77963250331e+001, +2.46536447261e-005, +1.32204722040e+000
